match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_aerialLost,stat_totalClearance,stat_fouls,stat_challengeLost,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_aerialWon,stat_unsuccessfulTouch,stat_accurateCross,stat_dispossessed,stat_keyPass,captain,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId,stat_goals
14566844,home,Bodø/Glimt,Nikita Haikin,,,haikin-nikita,N. Haikin,G,12,185.0,865,M,792624,EUR,805420800,G,12,12,False,36.0,28.0,12.0,4.0,0.0,24.0,27.0,4.0,9.0,11.0,1.0,1.0,1.0,90.0,47.0,6.3,9.0,0.00092112,22.104,6.44447,0.0,0.0782,0,-0.3036,0.03,0.0,-0.01,-0.55,3.81,2.34,0.25,0.05,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566844,home,Bodø/Glimt,Fredrik Sjøvold,Fredrik Sjøvold,,fredrik-sjovold,F. Sjøvold,D,20,174.0,446,M,1172777,EUR,1061078400,D,20,20,False,83.0,73.0,10.0,7.0,0.0,41.0,45.0,32.0,38.0,5.0,,,,90.0,97.0,7.0,12.0,0.120851,30.744,12.48533,16.0,,2,,0.36,0.13,-0.18,,2.47,6.4,2.15,1.0,0.46,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.1287,-0.32,,,,,,,,,,,,,,,,,,,,,,,,
14566844,home,Bodø/Glimt,Brede Moe,,,brede-moe,B. Moe,D,,184.0,52,M,149955,EUR,692755200,D,18,18,False,32.0,30.0,3.0,1.0,0.0,26.0,26.0,4.0,6.0,1.0,,,,45.0,37.0,6.4,2.0,0.00121045,30.24,5.74672,7.0,,0,,0.01,0.01,-0.09,,1.3,2.98,0.94,0.36,0.17,,4.0,2.0,,,2.0,,,,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,
14566844,home,Bodø/Glimt,Odin Luras Bjørtuft,,,odin-luras-bjortuft,O. L. Bjørtuft,D,4,185.0,222,M,929978,EUR,914025600,D,4,4,False,93.0,89.0,5.0,3.0,0.0,63.0,65.0,26.0,28.0,6.0,,,,90.0,105.0,7.6,4.0,0.0244313,29.412,11.26377,9.0,,0,,0.28,0.14,0.47,,2.63,6.09,1.63,0.69,0.21,,1.0,4.0,2.0,,2.0,,,,,4.0,,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
14566844,home,Bodø/Glimt,Fredrik André Bjørkan,,,fredrik-andre-bjorkan,F. A. Bjørkan,D,15,180.0,379,M,795154,EUR,903657600,D,15,15,False,99.0,83.0,4.0,,0.0,38.0,46.0,45.0,53.0,9.0,,,,86.0,119.0,6.7,21.0,0.136395,28.548,10.88836,11.0,,1,,0.29,0.35,-0.28,,2.22,5.7,1.9,0.88,0.2,2.0,5.0,5.0,2.0,1.0,2.0,,0.0763,0.02,1.0,1.0,3.0,1.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,,
14566844,home,Bodø/Glimt,Håkon Evjen,,,hakon-evjen,H. Evjen,M,26,180.0,545,M,892943,EUR,950486400,M,26,26,False,36.0,33.0,2.0,2.0,0.0,10.0,11.0,23.0,25.0,3.0,,,,90.0,65.0,7.2,13.0,0.174535,29.808,13.12355,17.0,,0,,0.22,0.23,0.41,,2.21,6.57,2.76,1.24,0.36,3.0,8.0,8.0,5.0,,4.0,3.0,,,,,2.0,,1.0,1.0,2.0,4.0,,2.0,1.0,2.0,2.0,,,,,,,,,,,
14566844,home,Bodø/Glimt,Patrick Berg,,,patrick-berg,P. Berg,M,7,180.0,1641,M,355174,EUR,880329600,M,7,7,False,74.0,70.0,2.0,,0.0,27.0,27.0,43.0,47.0,6.0,,,,90.0,94.0,7.6,11.0,0.421027,29.412,12.36477,12.0,,4,,0.69,0.23,0.25,,2.47,6.16,2.46,1.04,0.23,6.0,3.0,3.0,1.0,1.0,1.0,2.0,0.2118,-0.42,,,,,,1.0,1.0,,,,3.0,2.0,3.0,True,1.0,2.0,1.0,0.1567,,,,,,
14566844,home,Bodø/Glimt,Sondre Fet,,,sondre-fet,S. Fet,M,19,178.0,220,M,567236,EUR,853459200,M,19,19,False,36.0,31.0,1.0,1.0,0.0,17.0,17.0,14.0,19.0,5.0,,,,73.0,56.0,6.6,10.0,0.0569391,28.872,10.04431,12.0,,1,,-0.08,0.05,-0.03,,1.86,4.95,2.23,0.81,0.19,,3.0,5.0,2.0,1.0,1.0,4.0,0.03,-0.07,,,,,,,3.0,1.0,,2.0,,1.0,1.0,,,,,,,,,,,
14566844,home,Bodø/Glimt,Sondre Auklend,,,sondre-auklend,S. Auklend,M,8,165.0,177,M,1029163,EUR,1055203200,F,8,8,False,48.0,38.0,3.0,3.0,0.0,15.0,16.0,23.0,32.0,7.0,,,,90.0,73.0,7.2,18.0,0.241157,27.792,12.62283,11.0,,1,,0.14,0.27,-0.03,,2.73,5.72,2.87,1.08,0.21,2.0,6.0,9.0,4.0,1.0,,5.0,0.0874,0.03,1.0,,1.0,,3.0,,,,1.0,3.0,1.0,3.0,1.0,,,,,,,,,,,
14566844,home,Bodø/Glimt,Kasper Høgh,,,kasper-hogh,K. Høgh,F,9,186.0,4814,M,932108,EUR,976060800,F,9,9,False,14.0,12.0,,,0.0,4.0,5.0,8.0,9.0,1.0,,,,73.0,23.0,6.6,2.0,0.00867688,31.104,8.76828,17.0,,6,,-0.04,0.03,-0.01,,2.41,3.96,1.32,0.7,0.38,,2.0,1.0,,,,,0.7162,-0.51,1.0,,1.0,,,,,,1.0,,,,,,,4.0,2.0,0.8462,2.0,1.0,,,,
