match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_lastManTackle,player_sofascoreId,captain,stat_totalOffside,stat_totalCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_bigChanceMissed,stat_goodHighClaim,stat_accurateKeeperSweeper,stat_accurateCross,stat_goals,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_shotOffTarget,stat_goalAssist
11196472,home,Leicester City,Daniel Iversen,,,daniel-iversen,D. Iversen,G,1,193,286,M,796986,EUR,869270400,G,31,31,False,25.0,12.0,21.0,8.0,8.0,9.0,4.0,16.0,6.0,2.0,2.0,1.0,90.0,32.0,6.2,13.0,0.0,0.0,0.00059713,0,-1.2318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11196472,home,Leicester City,Ricardo Pereira,,,ricardo-pereira,R. Pereira,D,21,175,985,M,221200,EUR,749865600,D,21,21,False,23.0,13.0,6.0,1.0,9.0,13.0,4.0,10.0,4.0,,,,67.0,46.0,6.5,13.0,0.0,0.0,0.0141747,0,,1.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11196472,home,Leicester City,Wout Faes,,,wout-faes,W. Faes,D,25,185,1743,M,361696,EUR,891561600,D,3,3,False,31.0,26.0,4.0,2.0,19.0,20.0,7.0,11.0,7.0,,,,90.0,49.0,7.1,7.0,0.0,0.0,0.00134618,0,,2.0,1.0,6.0,,8.0,1.0,3.0,2.0,1.0,,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
11196472,home,Leicester City,Jonny Evans,,,jonny-evans,J. Evans,D,,188,4344,M,30144,EUR,568166400,D,6,6,False,40.0,27.0,10.0,4.0,20.0,25.0,7.0,15.0,7.0,,,,89.0,51.0,6.5,16.0,0.0,0.0,0.00169124,0,,2.0,2.0,6.0,,1.0,1.0,3.0,1.0,3.0,1.0,1.0,,1.0,,,,,6jevans,True,1.0,,,,,,,,,,,,,
11196472,home,Leicester City,Timothy Castagne,,,timothy-castagne,T. Castagne,D,21,185,2321,M,329417,EUR,818121600,D,27,27,False,26.0,19.0,4.0,1.0,12.0,16.0,7.0,11.0,8.0,,,,90.0,55.0,6.0,12.0,0.0,0.0,0.0013789,0,,1.0,6.0,6.0,4.0,2.0,,4.0,,1.0,1.0,,,1.0,,,2.0,,,,,1.0,1.0,,,,,,,,,,,
11196472,home,Leicester City,Boubakary Soumaré,,,boubakary-soumare,B. Soumaré,M,34,188,1043,M,887581,EUR,920073600,M,42,42,False,31.0,24.0,5.0,3.0,15.0,17.0,9.0,14.0,4.0,,,,90.0,50.0,6.3,13.0,0.0,0.0,0.00403784,0,,,8.0,7.0,2.0,,,4.0,1.0,3.0,3.0,3.0,,,2.0,,3.0,,,,,,1.0,,,,,,,,,,,
11196472,home,Leicester City,Wilfred Ndidi,,,wilfred-ndidi,W. Ndidi,M,4,186,9690,M,787885,EUR,850694400,M,25,25,False,18.0,9.0,,,7.0,11.0,2.0,7.0,5.0,,,,61.0,37.0,7.3,12.0,0.0,0.0,0.00035137,0,,1.0,3.0,10.0,,,1.0,8.0,5.0,1.0,1.0,,,1.0,1.0,,2.0,,,,,,1.0,,,,,,,,,,,
11196472,home,Leicester City,James Maddison,,,james-maddison,J. Maddison,M,10,175,15672,M,356398,EUR,848707200,M,10,10,False,30.0,20.0,5.0,2.0,7.0,10.0,13.0,25.0,4.0,,,,90.0,55.0,6.7,22.0,0.1223,0.053,0.0121134,1,,2.0,7.0,13.0,1.0,,,2.0,2.0,1.0,5.0,1.0,,1.0,7.0,4.0,,,Madders,,1.0,5.0,1.0,1.0,,,,,,,,,,
11196472,home,Leicester City,Youri Tielemans,,,youri-tielemans,Y. Tielemans,M,8,177,9789,M,331737,EUR,862963200,M,8,8,False,46.0,30.0,4.0,1.0,11.0,16.0,19.0,31.0,7.0,,,,90.0,64.0,7.3,18.0,0.0,0.0,0.0278697,0,,3.0,6.0,15.0,3.0,,,7.0,3.0,,3.0,2.0,1.0,1.0,2.0,2.0,2.0,,youritielemans,,,1.0,,,,,,,,,,,,
11196472,home,Leicester City,Harvey Barnes,,,harvey-barnes,H. Barnes,F,11,181,5550,M,855647,EUR,881625600,M,7,7,False,13.0,11.0,,,5.0,5.0,6.0,8.0,6.0,,,,61.0,28.0,6.9,8.0,0.0361,0.2792,0.22686,1,,,6.0,5.0,1.0,1.0,,1.0,,3.0,2.0,2.0,1.0,,4.0,2.0,,,,,,,1.0,1.0,1.0,,,,,,,,,
