match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_wasFouled,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,captain,stat_bigChanceCreated,stat_totalOffside,stat_accurateCross
12437567,home,Real Betis,Adrián,adrian,Adrián,G,13,190,2131,M,50539,EUR,536630400,G,13,13,False,22.0,11.0,11.0,1.0,0.0,11.0,17.0,5.0,1.0,6.0,1.0,1.0,1.0,90.0,31.0,6.4,12.0,8.977e-05,0,-0.3236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437567,home,Real Betis,Youssouf Sabaly,youssouf-sabaly,Y. Sabaly,D,17,174,5678,M,111803,EUR,731289600,D,23,23,False,48.0,46.0,,,1.0,24.0,25.0,24.0,2.0,10.0,,,,90.0,70.0,7.1,6.0,0.118447,0,,,,youssouf_sabaly23,22.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12437567,home,Real Betis,Marc Bartra,marc-bartra,M. Bartra,D,5,183,1917,M,99519,EUR,663897600,D,5,5,False,72.0,65.0,12.0,8.0,0.0,40.0,41.0,31.0,6.0,6.0,,,,90.0,91.0,7.6,8.0,0.0225758,0,,,,,25.0,,4.0,5.0,6.0,1.0,,2.0,2.0,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,
12437567,home,Real Betis,Diego Llorente,diego-llorente,D. Llorente,D,3,185,1146,M,305278,EUR,745459200,D,3,3,False,61.0,56.0,9.0,4.0,0.0,37.0,38.0,23.0,6.0,1.0,,,,90.0,75.0,6.7,6.0,0.0068928,0,,,,,19.0,,,2.0,4.0,1.0,,,2.0,1.0,,,,1.0,1.0,,,2.0,,,,,,,,,,
12437567,home,Real Betis,Ricardo Rodríguez,ricardo-rodriguez,R. Rodríguez,D,12,182,1729,M,67769,EUR,714700800,D,12,12,False,48.0,42.0,3.0,1.0,0.0,19.0,20.0,28.0,4.0,1.0,,,,90.0,65.0,6.6,9.0,0.0132812,0,,,,,23.0,,1.0,3.0,2.0,,,,,,,2.0,,1.0,,,,1.0,,,,,,,,,,
12437567,home,Real Betis,Johnny Cardoso,johnny,J. Cardoso,M,5,186,5097,M,990169,EUR,1000944000,M,4,4,False,44.0,39.0,2.0,1.0,0.0,19.0,20.0,24.0,1.0,3.0,,,,90.0,56.0,7.5,6.0,0.0291162,2,,,,,20.0,,1.0,4.0,5.0,2.0,,2.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,0.1736,0.4018,,,,,
12437567,home,Real Betis,Pablo Fornals,pablo-fornals,P. Fornals,M,8,178,2735,M,816763,EUR,824947200,M,18,18,False,59.0,50.0,1.0,,0.0,15.0,18.0,41.0,2.0,3.0,,,,87.0,69.0,6.7,12.0,0.096182,0,,,,,35.0,,2.0,4.0,1.0,1.0,,2.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,
12437567,home,Real Betis,Antony,antony,Antony,M,7,172,219783,M,958380,EUR,951350400,M,7,7,False,40.0,31.0,1.0,,0.0,9.0,12.0,28.0,1.0,5.0,,,,90.0,64.0,7.1,19.0,0.118427,2,,,,Antony,22.0,,1.0,5.0,7.0,,2.0,1.0,1.0,,5.0,,3.0,,4.0,2.0,,4.0,,1.0,,0.0866,0.7689,1.0,,,,
12437567,home,Real Betis,Isco,isco,Isco,M,22,176,26276,M,103417,EUR,703814400,M,22,22,False,56.0,52.0,7.0,7.0,1.0,18.0,19.0,40.0,,5.0,,,,71.0,74.0,7.8,12.0,0.326856,1,,,,iscoalarcon,34.0,3.0,1.0,7.0,5.0,,2.0,1.0,1.0,1.0,1.0,2.0,3.0,,4.0,2.0,,2.0,1.0,,,0.0692,,,True,1.0,,
12437567,home,Real Betis,Jesús Rodriguez,jesus-rodriguez,J. Rodriguez,M,17,185,4146,M,1800245,EUR,1132531200,M,36,36,False,20.0,18.0,,,0.0,3.0,4.0,16.0,,1.0,,,,66.0,43.0,6.8,10.0,0.02154,2,,,,,15.0,,,6.0,6.0,1.0,,1.0,,,4.0,1.0,,,6.0,2.0,,4.0,2.0,,,0.0858,,,,,1.0,
12437567,home,Real Betis,Cucho Hernández,cucho-hernandez,C. Hernández,F,19,175,8926,M,887055,EUR,924566400,F,19,19,False,21.0,13.0,3.0,3.0,0.0,5.0,6.0,15.0,,2.0,,,,87.0,42.0,7.9,12.0,0.0106003,4,,,,cuchohernandez,8.0,,6.0,6.0,7.0,,,1.0,1.0,1.0,4.0,,1.0,1.0,3.0,3.0,,2.0,1.0,1.0,1.0,0.6583,0.5716,2.0,,,,
12437567,home,Real Betis,Aitor Ruibal,aitor-ruibal,A. Ruibal,D,24,176,879,M,893062,EUR,827452800,D,24,24,True,1.0,1.0,,,0.0,1.0,1.0,,,1.0,,,,24.0,4.0,6.6,,0.0001734,0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,
12437567,home,Real Betis,Giovani Lo Celso,lo-celso-giovani,G. Lo Celso,M,20,177,15743,M,798835,EUR,829008000,M,20,20,True,10.0,9.0,1.0,1.0,0.0,3.0,4.0,6.0,,3.0,,,,19.0,19.0,6.7,4.0,0.0103594,0,,,,locelso_giovani,6.0,,,4.0,4.0,,1.0,,,,1.0,2.0,,,1.0,,,4.0,,,,,,,,,,
12437567,home,Real Betis,Sergi Altimira,sergi-altimira,S. Altimira,M,6,188,1049,M,1137814,EUR,998697600,M,16,16,True,,,,,0.0,,,,,,,,,8.0,,6.3,,,0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12437567,home,Real Betis,Cédric Bakambu,cedric-bakambu,C. Bakambu,F,11,182,44768,M,115665,EUR,671328000,F,11,11,True,,,,,0.0,,,,,,,,,8.0,2.0,6.5,1.0,,0,,,,bakambu17,,,2.0,2.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
12437567,home,Real Betis,Francisco Vieites,francisco-vieites,F. Vieites,G,13,196,313,M,929975,EUR,926035200,G,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437567,home,Real Betis,Guilherme Fernandes,guilherme-fernandes,G. Fernandes,G,13,191,183,M,1410332,EUR,985737600,G,31,31,True,,,,,,,,,,,,,,,,,,,0,,Guilherme Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437567,home,Real Betis,Romain Perraud,romain-perraud,R. Perraud,D,15,173,596,M,827519,EUR,874886400,D,15,15,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437567,home,Real Betis,Natan,natan,Natan,D,4,188,3251,M,1015287,EUR,981417600,D,6,6,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
