match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_errorLeadToAGoal,stat_blockedScoringAttempt,stat_totalOffside,player_firstName,player_lastName,stat_shotOffTarget,stat_clearanceOffLine,stat_accurateCross,stat_keyPass,stat_bigChanceMissed,stat_bigChanceCreated,player_sofascoreId,stat_goodHighClaim,stat_goalAssist
10434050,home,Gaziantep FK,Alexandru Maxim,alexandru-maxim,A. Maxim,M,44,177,793,M,180511,EUR,647395200,F,44,44,False,,25.0,19.0,2.0,,5.0,7.0,18.0,28.0,,8.0,2.0,2.0,,,,90.0,54.0,7.7,17.0,0,10.0,3.0,,1.0,2.0,,,,1.0,6.0,2.0,2.0,2.0,,,,,,,,,,,4.0,7.0,,1.0,,,
10434050,home,Gaziantep FK,Valmir Veliu,valmir-veliu,V. Veliu,M,7,180,51,M,1014717,EUR,960076800,F,7,7,True,,,,,,,,,,,,,,,,,10.0,4.0,6.0,4.0,0,,5.0,1.0,,2.0,,,,,,,2.0,,1.0,1.0,,,,1.0,,,,,,,,,,,
10434050,home,Gaziantep FK,Matěj Hanousek,matej-hanousek,M. Hanousek,D,23,182,56,M,320905,EUR,738979200,D,16,16,True,,6.0,2.0,1.0,,1.0,3.0,1.0,3.0,,,,3.0,,,,16.0,9.0,6.4,4.0,0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
10434050,home,Gaziantep FK,Furkan Soyalp,furkan-soyalp,F. Soyalp,M,33,175,70,M,226992,EUR,802915200,M,5,5,True,,4.0,2.0,,,1.0,1.0,1.0,3.0,,1.0,,1.0,,,,16.0,7.0,6.3,3.0,0,,2.0,2.0,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
10434050,home,Gaziantep FK,Mustafa Burak Bozan,bozan-mustafa-burak,M. B. Bozan,G,71,196,107,M,934201,EUR,966988800,G,71,71,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434050,home,Gaziantep FK,Alin Toșca,alin-tosca,A. Toșca,D,,181,131,M,110210,EUR,700531200,D,6,6,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434050,home,Gaziantep FK,Arda Kızıldağ,arda-kizildag,A. Kızıldağ,D,4,187,127,M,904228,EUR,908409600,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434050,home,Gaziantep FK,Ömürcan Artan,omurcan-artan,Ö. Artan,D,2,179,17,M,1016384,EUR,933033600,D,27,27,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434050,home,Gaziantep FK,Mustafa Eskihellaç,mustafa-eskihellac,M. Eskihellaç,D,19,175,571,M,899069,EUR,862790400,M,17,17,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434050,home,Gaziantep FK,Onurhan Babuscu,babuscu-onurhan,O. Babuscu,M,30,176,45,M,1031187,EUR,1062720000,M,30,30,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434050,home,Gaziantep FK,Mirza Cihan,mirza-cihan,M. Cihan,M,8,175,29,M,909289,EUR,972518400,M,26,26,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434050,away,Fenerbahçe,Altay Bayındır,altay-bayindir,A. Bayındır,G,1,198,15107,M,815890,EUR,892512000,G,1,1,False,True,24.0,17.0,11.0,4.0,13.0,15.0,4.0,9.0,,,1.0,8.0,2.0,2.0,1.0,90.0,35.0,7.0,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,altaybayindir,1.0,
10434050,away,Fenerbahçe,Ferdi Kadıoğlu,ferdi-kadioglu,F. Kadıoğlu,D,24,174,20994,M,825844,EUR,939254400,D,7,7,False,,67.0,60.0,3.0,2.0,20.0,24.0,41.0,50.0,,3.0,,6.0,,,,90.0,94.0,7.1,16.0,0,7.0,2.0,1.0,,,,,,1.0,2.0,2.0,3.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,ferdikadioglu,,
10434050,away,Fenerbahçe,Samet Akaydın,samet-akaydin,S. Akaydın,D,3,190,969,M,863600,EUR,763516800,D,3,3,False,,57.0,50.0,7.0,3.0,30.0,33.0,20.0,24.0,3.0,4.0,4.0,8.0,,,,90.0,72.0,6.9,8.0,1,,4.0,,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,1.0,,,,,,,1.0,,,,,
10434050,away,Fenerbahçe,Attila Szalai,attila-szalai,A. Szalai,D,41,192,2464,M,823092,EUR,885254400,D,41,41,False,,59.0,46.0,10.0,3.0,30.0,34.0,16.0,25.0,1.0,3.0,3.0,7.0,,,,90.0,68.0,6.3,16.0,0,,3.0,1.0,1.0,,,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,
10434050,away,Fenerbahçe,Ezgjan Alioski,ezgjan-alioski,E. Alioski,D,7,173,797,M,137060,EUR,697852800,D,6,6,False,,31.0,24.0,3.0,2.0,8.0,9.0,17.0,24.0,2.0,8.0,3.0,1.0,,,,81.0,62.0,6.9,11.0,0,2.0,8.0,1.0,2.0,,,,,1.0,3.0,2.0,1.0,3.0,3.0,2.0,,,,1.0,,,,,1.0,1.0,,1.0,,,
10434050,away,Fenerbahçe,Mert Hakan Yandaş,mert-hakan-yandas,M. H. Yandaş,M,8,174,1764,M,856849,EUR,777254400,M,8,8,False,,33.0,26.0,6.0,1.0,9.0,11.0,21.0,32.0,1.0,4.0,1.0,1.0,,,,68.0,53.0,6.7,17.0,0,10.0,5.0,,,2.0,1.0,,,1.0,,,3.0,2.0,2.0,3.0,,,,,,,,,4.0,2.0,,,,,
10434050,away,Fenerbahçe,Miguel Crespo,miguel-crespo,M. Crespo,M,13,187,618,M,972410,EUR,842400000,M,27,27,False,,47.0,39.0,4.0,2.0,18.0,20.0,21.0,27.0,,6.0,,7.0,,,,83.0,70.0,6.4,17.0,1,,9.0,,5.0,1.0,,,,1.0,4.0,2.0,2.0,2.0,2.0,1.0,,,1.0,,,,,,,,,,,,
10434050,away,Fenerbahçe,Willian Arão,willian-arao,Willian Arão,M,15,181,1888,M,242213,EUR,700358400,M,5,5,False,,53.0,48.0,3.0,2.0,23.0,26.0,25.0,27.0,1.0,7.0,,8.0,,,,90.0,65.0,6.9,7.0,2,,5.0,,,2.0,,,,,5.0,3.0,,1.0,1.0,2.0,,,2.0,,,,,,,,,,,,
10434050,away,Fenerbahçe,Emre Mor,emre-mor,E. Mor,M,99,169,2594,M,826258,EUR,869702400,M,99,99,False,,19.0,13.0,,,5.0,5.0,8.0,14.0,1.0,7.0,,4.0,,,,68.0,38.0,6.9,14.0,0,,8.0,,3.0,3.0,1.0,,,1.0,4.0,3.0,2.0,1.0,2.0,1.0,,,,,,,,,,2.0,,1.0,,,
10434050,away,Fenerbahçe,Enner Valencia,enner-valencia,E. Valencia,F,10,177,9801,M,106456,EUR,626140800,F,13,13,False,,27.0,21.0,,,5.0,6.0,16.0,21.0,2.0,5.0,,1.0,,,,90.0,46.0,8.1,13.0,8,,5.0,,2.0,3.0,2.0,3.0,2.0,,1.0,1.0,2.0,,1.0,2.0,,,3.0,1.0,,,2.0,,,2.0,2.0,,ennervalencia,,
10434050,away,Fenerbahçe,Michy Batshuayi,michy-batshuayi,M. Batshuayi,F,22,185,6844,M,147745,EUR,749520000,F,23,23,False,,12.0,8.0,,,3.0,5.0,5.0,7.0,,1.0,2.0,3.0,,,,68.0,22.0,6.6,7.0,3,,4.0,,,2.0,,1.0,,,,,1.0,1.0,,2.0,,,1.0,1.0,,,1.0,,,,,,mbatshuayi,,
10434050,away,Fenerbahçe,Lincoln,lincoln,Lincoln,M,18,177,846,M,794928,EUR,910396800,M,18,18,True,,19.0,17.0,,,1.0,2.0,17.0,19.0,,4.0,,3.0,,,,22.0,31.0,7.2,5.0,0,2.0,1.0,,1.0,2.0,2.0,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,1.0,1.0,,1.0,,,
10434050,away,Fenerbahçe,Diego Rossi,diego-rossi,D. Rossi,F,10,170,1997,M,831809,EUR,894153600,F,9,9,True,,33.0,30.0,,,1.0,1.0,29.0,34.0,,4.0,,1.0,,,,22.0,43.0,7.5,7.0,1,2.0,1.0,,,4.0,3.0,,,,1.0,,,,,,,,,,,,1.0,,,4.0,,,,,1.0
10434050,away,Fenerbahçe,Joshua King,joshua-king,J. King,F,7,180,2230,M,100621,EUR,695433600,F,15,15,True,,7.0,7.0,,,1.0,1.0,6.0,6.0,,,,1.0,,,,22.0,12.0,6.3,2.0,2,,,,,,,1.0,,,,,2.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,
10434050,away,Fenerbahçe,Serdar Dursun,serdar-dursun,S. Dursun,F,19,190,1064,M,123917,EUR,687830400,F,19,19,True,,5.0,4.0,,,,1.0,4.0,4.0,,,,,,,,9.0,7.0,6.6,1.0,2,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,
10434050,away,Fenerbahçe,Arda Güler,arda-guler,A. Güler,M,15,176,398152,M,1091116,EUR,1109289600,M,10,10,True,,27.0,26.0,2.0,2.0,8.0,8.0,19.0,21.0,,1.0,,2.0,,,,19.0,33.0,7.2,2.0,1,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,Arda Guler,,,,1.0,1.0,,,AGüler,,
10434050,away,Fenerbahçe,İrfan Can Eğribayat,irfan-can-egribayat,İ. C. Eğribayat,G,71,193,1983,M,594618,EUR,891216000,G,70,70,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434050,away,Fenerbahçe,Bright Osayi-Samuel,bright-osayi-samuel,B. Osayi-Samuel,D,26,175,5509,M,791616,EUR,883526400,M,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434050,away,Fenerbahçe,Luan Peres,luan-peres,L. Peres,D,14,190,1198,M,842098,EUR,774576000,D,28,28,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434050,away,Fenerbahçe,Serdar Aziz,serdar-aziz,S. Aziz,D,,183,609,M,43528,EUR,656640000,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434050,away,Fenerbahçe,İsmail Yüksek,ismail-yuksek,İ. Yüksek,M,5,183,3147,M,952600,EUR,917308800,M,80,80,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
