match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_duelLost,stat_fouls,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_outfielderBlock,stat_aerialLost,stat_interceptionWon,stat_shotOffTarget,stat_keyPass,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceCreated,stat_saves,stat_punches,stat_goalsPrevented,stat_savedShotsFromInsideTheBox,stat_clearanceOffLine,stat_totalOffside,stat_goals,player_sofascoreId
12499396,home,Borussia M'gladbach,Jonas Omlin,jonas-omlin,J. Omlin,G,18,189,396,M,571622,EUR,758160000,G,1,1,False,True,13.0,12.0,2.0,1.0,0.0,12.0,13.0,1.0,1.0,1.0,28.0,13.0,5.0,1.0,2.654e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499396,home,Borussia M'gladbach,Joseph Scally,scally-joseph,J. Scally,D,29,184,1087,M,1002920,EUR,1041292800,D,29,29,False,,54.0,48.0,4.0,1.0,0.0,23.0,25.0,3.0,,,90.0,77.0,6.6,11.0,0.0126935,1,25.0,30.0,1.0,2.0,8.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,0.2569,0.906,,,,,,,,,,,,,,,,,,,,,
12499396,home,Borussia M'gladbach,Ko Itakura,ko-itakura,K. Itakura,D,4,189,3073,M,790989,EUR,854323200,D,3,3,False,,77.0,73.0,4.0,1.0,0.0,58.0,59.0,2.0,2.0,,90.0,87.0,6.5,4.0,0.00749636,1,15.0,18.0,,1.0,2.0,,,1.0,6.0,3.0,,,,,0.1499,0.271,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12499396,home,Borussia M'gladbach,Nico Elvedi,nico-elvedi,N. Elvedi,D,30,188,1059,M,282229,EUR,844041600,D,30,30,False,,56.0,54.0,3.0,3.0,0.0,41.0,42.0,2.0,1.0,,90.0,80.0,7.4,3.0,0.00636958,1,13.0,14.0,,3.0,8.0,,,1.0,9.0,4.0,5.0,3.0,1.0,2.0,0.3082,,,,,,,,1.0,4.0,,,,,,,,,,,,,
12499396,home,Borussia M'gladbach,Lukas Ullrich,lukas-ullrich,L. Ullrich,D,26,177,362,M,1083382,EUR,1079395200,D,26,26,False,,41.0,35.0,7.0,3.0,0.0,20.0,22.0,5.0,,,90.0,68.0,6.3,17.0,0.0370874,1,15.0,24.0,5.0,,,1.0,1.0,,2.0,4.0,,,3.0,,0.0309,,Lukas Ullrich,,2.0,,,,1.0,2.0,1.0,,,,,,,,,,,,
12499396,home,Borussia M'gladbach,Julian Weigl,julian-weigl,J. Weigl,M,5,186,1190,M,237068,EUR,810518400,M,8,8,False,,51.0,45.0,6.0,4.0,0.0,21.0,25.0,2.0,,,76.0,59.0,6.8,6.0,0.0484352,0,24.0,26.0,,,1.0,1.0,,,2.0,4.0,,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,
12499396,home,Borussia M'gladbach,Philipp Sander,philipp-sander,P. Sander,M,16,185,246,M,939880,EUR,888019200,M,16,16,False,,26.0,26.0,,,0.0,13.0,13.0,3.0,1.0,,68.0,39.0,6.5,5.0,0.0252899,1,13.0,15.0,2.0,,2.0,,1.0,,1.0,2.0,2.0,1.0,,,0.0547,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,
12499396,home,Borussia M'gladbach,Nathan N'Goumou,nathan-ngoumou,N. Ngoumou,M,19,182,657,M,962409,EUR,952992000,M,19,19,False,,24.0,22.0,,,0.0,7.0,8.0,4.0,1.0,,68.0,38.0,6.7,7.0,0.0484588,0,16.0,18.0,2.0,,4.0,,3.0,,2.0,4.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,
12499396,home,Borussia M'gladbach,Kevin Stöger,kevin-stoger,K. Stöger,M,7,175,715,M,95381,EUR,746409600,M,7,7,False,,24.0,20.0,3.0,1.0,0.0,6.0,6.0,3.0,1.0,,32.0,35.0,6.6,9.0,0.0104728,0,14.0,19.0,1.0,,3.0,,1.0,,,2.0,3.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
12499396,home,Borussia M'gladbach,Robin Hack,robin-hack,R. Hack,M,25,176,520,M,876858,EUR,904176000,M,25,25,False,,41.0,37.0,,,0.0,18.0,18.0,5.0,,,90.0,70.0,6.9,19.0,0.165192,1,20.0,28.0,5.0,,3.0,,2.0,1.0,2.0,7.0,2.0,1.0,6.0,,0.2734,0.2134,,,3.0,1.0,1.0,,1.0,1.0,,2.0,,1.0,1.0,,,,,,,,
12499396,home,Borussia M'gladbach,Tim Kleindienst,tim-kleindienst,T. Kleindienst,F,11,194,2514,M,228981,EUR,809827200,F,11,11,False,,32.0,22.0,1.0,,0.0,9.0,10.0,4.0,2.0,,76.0,45.0,7.1,14.0,0.291087,1,13.0,22.0,,5.0,7.0,,,,1.0,2.0,,,3.0,2.0,0.0377,,,,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,
12499396,home,Borussia M'gladbach,Tobias Sippel,tobias-sippel,T. Sippel,G,21,180,101,M,8772,EUR,574992000,G,21,21,True,,32.0,18.0,24.0,10.0,0.0,9.0,10.0,,,,58.0,36.0,5.9,14.0,0.00235879,0,9.0,22.0,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,-1.7815,,,,,
12499396,home,Borussia M'gladbach,Florian Neuhaus,florian-neuhaus,F. Neuhaus,M,10,185,880,M,837205,EUR,858470400,M,10,10,True,,22.0,19.0,2.0,1.0,0.0,10.0,11.0,1.0,1.0,,22.0,27.0,6.7,4.0,0.0313101,1,9.0,12.0,1.0,,2.0,,,1.0,1.0,3.0,1.0,,,1.0,0.0744,0.7838,,,,,,,,,,,,,,,,,,,,,
12499396,home,Borussia M'gladbach,Alassane Pléa,alassane-plea,A. Pléa,M,14,180,1816,M,192308,EUR,731721600,F,14,14,True,,5.0,4.0,,,0.0,2.0,2.0,2.0,,,22.0,7.0,6.4,3.0,0.00077067,0,2.0,3.0,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
12499396,home,Borussia M'gladbach,Luca Netz,netz-luca,L. Netz,D,25,180,641,M,979144,EUR,1052956800,D,20,20,True,,9.0,7.0,,,0.0,2.0,3.0,2.0,,,14.0,12.0,6.6,2.0,0.0160585,0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,
12499396,home,Borussia M'gladbach,Marvin Friedrich,marvin-friedrich,M. Friedrich,D,5,193,161,M,254449,EUR,818812800,D,5,5,True,,7.0,7.0,,,0.0,7.0,7.0,2.0,,,14.0,12.0,6.6,1.0,0.0001392,0,,,,,1.0,2.0,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12499396,home,Borussia M'gladbach,Fabio Chiarodia,fabio-chiarodia,F. Chiarodia,D,2,186,609,M,1130067,EUR,1117929600,D,2,2,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Fabio Chiarodia,,,,,,,,,,,,,,,,,,,,
12499396,home,Borussia M'gladbach,Tomáš Čvančara,tomas-cvancara,T. Čvančara,F,11,190,835,M,929163,EUR,966124800,F,31,31,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499396,home,Borussia M'gladbach,Noah Pesch,noah-pesch,N. Pesch,F,10,182,325,M,1130663,EUR,1116374400,F,23,23,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499396,home,Borussia M'gladbach,Shio Fukuda ,shio-fukuda,S. Fukuda ,F,13,178,926,M,1493496,EUR,1081382400,F,13,13,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Shio Fukuda ,,,,,,,,,,,,,,,,,,,,
