match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_lastManTackle,stat_wasFouled,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,stat_totalContest,stat_unsuccessfulTouch,captain,stat_wonContest,stat_bigChanceMissed,stat_hitWoodwork,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_goodHighClaim
12421142,home,KRC Genk,Hendrik Van Crombrugge,,,hendrik-van-crombrugge,H. V. Crombrugge,G,1,188,195,M,110777,EUR,736128000,G,1,1,False,32.0,24.0,17.0,9.0,0.0,19.0,21.0,5.0,11.0,1.0,6.0,1.0,2.0,1.0,90.0,38.0,6.5,8.0,0.0017894,0,-0.6286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421142,home,KRC Genk,Mujaid Sadick,,,mujaid-sadick,M. Sadick,D,3,185,237,M,935309,EUR,952992000,D,3,3,False,96.0,89.0,7.0,4.0,0.0,63.0,67.0,26.0,29.0,4.0,2.0,,,,90.0,112.0,6.9,8.0,0.00918808,0,,1.0,3.0,3.0,8.0,1.0,1.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12421142,home,KRC Genk,Matte Smets,,,smets-matte,M. Smets,D,6,184,963,M,1392905,EUR,1073174400,D,6,6,False,114.0,109.0,12.0,11.0,0.0,76.0,78.0,33.0,36.0,5.0,4.0,,,,90.0,128.0,7.6,6.0,0.0141011,0,,1.0,1.0,1.0,6.0,,1.0,3.0,3.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
12421142,home,KRC Genk,Carlos Cuesta,,,carlos-cuesta,C. Cuesta,D,46,179,4440,M,839095,EUR,920937600,D,46,46,False,42.0,40.0,2.0,1.0,0.0,23.0,25.0,17.0,17.0,,2.0,,,,39.0,43.0,6.4,2.0,0.00797921,0,,1.0,,3.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12421142,home,KRC Genk,Zakaria El Ouahdi,,,zakaria-el-ouahdi,Z. E. Ouahdi,D,77,172,3909,M,1134470,EUR,1009756800,M,77,77,False,38.0,31.0,3.0,2.0,0.0,17.0,19.0,16.0,24.0,5.0,7.0,,,,89.0,59.0,7.1,11.0,0.215335,2,,1.0,,4.0,1.0,1.0,1.0,1.0,,1.0,,,z.elouahdi,5.0,2.0,1.0,1.0,1.0,1.0,0.1675,2.0,,,,,,,,,,,,
12421142,home,KRC Genk,Nikolas Sattlberger,,,sattlberger-nikolas,N. Sattlberger,M,24,191,235,M,1086072,EUR,1074384000,M,24,24,False,24.0,21.0,1.0,1.0,0.0,9.0,11.0,12.0,13.0,,4.0,,,,45.0,32.0,6.8,6.0,0.0552646,0,,2.0,,4.0,3.0,,,3.0,3.0,1.0,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,
12421142,home,KRC Genk,Bryan Heynen,,,heynen-bryan,B. Heynen,M,8,181,436,M,801025,EUR,855187200,M,8,8,False,78.0,69.0,8.0,5.0,0.0,31.0,34.0,38.0,44.0,4.0,3.0,,,,90.0,101.0,6.9,14.0,0.0394164,1,,1.0,,9.0,8.0,,,5.0,1.0,3.0,,1.0,,,,3.0,,1.0,,0.3205,1.0,4.0,,True,2.0,1.0,1.0,1.0,,,,,
12421142,home,KRC Genk,Noah Adedeji-Sternberg,Noah Adedeji-Sternberg,,noah-adedeji-sternberg,N. Adedeji-Sternberg,M,32,182,619,M,1512197,EUR,1119139200,M,32,32,False,39.0,33.0,,,0.0,10.0,12.0,24.0,30.0,1.0,3.0,,,,90.0,65.0,8.1,12.0,0.0700102,3,,,,2.0,7.0,1.0,2.0,1.0,1.0,1.0,,1.0,,3.0,1.0,,,,1.0,0.515,,5.0,4.0,,5.0,,,,2.0,1.0,1.1394,,
12421142,home,KRC Genk,Jarne Steuckers,,,steuckers-jarne,J. Steuckers,M,7,179,987,M,1099462,EUR,1012780800,F,23,23,False,68.0,57.0,5.0,3.0,0.0,26.0,29.0,32.0,41.0,1.0,4.0,,,,82.0,77.0,7.5,14.0,0.455856,0,,,,4.0,3.0,1.0,,1.0,1.0,1.0,,,,2.0,1.0,,1.0,,,,3.0,4.0,,,2.0,,,,,,,,
12421142,home,KRC Genk,Tolu Arokodare,,,tolu-arokodare,T. Arokodare,F,14,196,5773,M,987734,EUR,974937600,F,99,99,False,19.0,14.0,,,1.0,6.0,7.0,8.0,12.0,1.0,,,,,82.0,29.0,7.1,7.0,0.00842887,2,,3.0,1.0,3.0,5.0,,,,,,,3.0,,,,,1.0,1.0,,0.5665,1.0,1.0,2.0,,1.0,1.0,,,1.0,,0.1702,1.0,
