match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,captain,stat_wonContest,stat_fouls,stat_accurateCross,stat_aerialLost,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_totalOffside,stat_bigChanceCreated,stat_errorLeadToAShot,stat_onTargetScoringAttempt,player_sofascoreId,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_goals,stat_goalAssist
11352653,home,Luton Town,Thomas Kaminski,thomas-kaminski,T. Kaminski,G,1,190,545,M,45959,EUR,719798400,G,24,24,False,31.0,17.0,26.0,13.0,6.0,8.0,11.0,23.0,1.0,5.0,3.0,3.0,90.0,39.0,7.3,15.0,0.0,0.0,0.00483908,0,0.0544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352653,home,Luton Town,Reece Burke,reece-burke,R. Burke,D,32,189,102,M,372342,EUR,841622400,D,16,16,False,21.0,18.0,4.0,2.0,7.0,7.0,11.0,15.0,5.0,2.0,,,90.0,43.0,7.2,9.0,0.0,0.0,0.0330856,0,,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11352653,home,Luton Town,Tom Lockyer,tom-lockyer,T. Lockyer,D,12,183,189,M,197848,EUR,786412800,D,4,4,False,15.0,11.0,2.0,1.0,7.0,7.0,4.0,8.0,5.0,4.0,,,81.0,27.0,6.9,5.0,0.0,0.0,0.00300742,0,,,1.0,2.0,4.0,,1.0,,3.0,2.0,1.0,1.0,,,True,1.0,2.0,,,,,,,,,,,,,,,,,,,
11352653,home,Luton Town,Mads Juel Andersen,mads-juel-andersen,M. J. Andersen,D,5,194,150,M,841005,EUR,883180800,D,5,5,False,7.0,4.0,1.0,,3.0,5.0,1.0,2.0,2.0,3.0,,,59.0,16.0,6.8,4.0,0.0,0.0,0.0007167,0,,,,1.0,3.0,,,,2.0,3.0,3.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
11352653,home,Luton Town,Alfie Doughty,alfie-doughty,A. Doughty,M,14,183,521,M,945792,EUR,945734400,D,45,45,False,23.0,12.0,7.0,4.0,6.0,6.0,8.0,30.0,2.0,7.0,,,90.0,71.0,7.0,29.0,0.1017,0.0,0.143798,2,,13.0,2.0,6.0,6.0,,2.0,,,4.0,3.0,3.0,,2.0,,,,2.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,
11352653,home,Luton Town,Jacob Brown,jacob-brown,J. Brown,F,40,178,156,M,858911,EUR,892166400,M,19,19,False,11.0,5.0,,,1.0,2.0,4.0,11.0,,1.0,,,66.0,22.0,6.3,11.0,0.1558,0.0,0.00261373,2,,2.0,,7.0,,2.0,1.0,,,,,,,,,,3.0,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,
11352653,home,Luton Town,Pelly Ruddock Mpanzu,pelly-ruddock-mpanzu,P. R. Mpanzu,M,17,175,298,M,387116,EUR,742867200,M,17,17,False,12.0,9.0,2.0,1.0,3.0,3.0,7.0,10.0,2.0,4.0,,,67.0,25.0,7.1,5.0,0.0,0.0,0.0970548,0,,1.0,1.0,3.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,2.0,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,
11352653,home,Luton Town,Marvelous Nakamba,marvelous-nakamba,M. Nakamba,M,18,177,1065,M,556904,EUR,758937600,M,13,13,False,31.0,25.0,2.0,1.0,10.0,11.0,15.0,21.0,3.0,4.0,,,90.0,49.0,6.6,10.0,0.0361,0.0,0.093808,1,,1.0,,8.0,6.0,1.0,2.0,,,5.0,2.0,1.0,,1.0,,1.0,2.0,,,4.0,,1.0,,,,,,1.0,,,,,,,,
11352653,home,Luton Town,Chiedozie Ogbene,ogbene-chiedozie,C. Ogbene,M,19,181,757,M,849309,EUR,862444800,M,7,7,False,29.0,20.0,1.0,,5.0,6.0,15.0,28.0,,8.0,,,90.0,58.0,7.2,23.0,0.0954,0.0,0.481577,2,,5.0,,5.0,8.0,2.0,7.0,,,2.0,2.0,3.0,2.0,1.0,,4.0,,,,,,,2.0,,,,1.0,,,,,,,,,
11352653,home,Luton Town,Carlton Morris,carlton-morris,C. Morris,F,9,185,1069,M,358222,EUR,819072000,F,9,9,False,25.0,15.0,,,2.0,2.0,13.0,23.0,1.0,4.0,,,90.0,35.0,7.3,13.0,0.1981,0.0626,0.0726425,3,,,3.0,9.0,5.0,1.0,2.0,,,,,1.0,,1.0,,2.0,2.0,,6.0,,,2.0,,,,1.0,,,1.0,,,,,,,
