match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_bigChanceCreated,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelWon,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_fouls,captain,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_accurateCross,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,player_sofascoreId,stat_errorLeadToAShot,stat_challengeLost,stat_blockedScoringAttempt,stat_goals,stat_hitWoodwork,stat_errorLeadToAGoal,stat_totalOffside
12441687,home,Feyenoord,Timon Wellenreuther,,,timon-wellenreuther,T. Wellenreuther,G,22,186,588,M,253875,EUR,817948800,G,22,22,False,39.0,28.0,18.0,8.0,0.0,27.0,31.0,1.0,8.0,1.0,1.0,10.0,3.0,4.0,1.0,1.0,90.0,48.0,7.9,11.0,0.00273938,1.0,0,0.5924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441687,home,Feyenoord,Givairo Read,,,givairo-read,G. Read,D,26,175,1865,M,1388535,EUR,1149206400,D,26,26,False,34.0,28.0,3.0,,0.0,19.0,20.0,9.0,15.0,,1.0,3.0,,,,,90.0,55.0,7.5,8.0,0.00685581,,1,,1.0,5.0,1.0,2.0,2.0,3.0,0.1166,0.1982,,,,,,,,,,,,,,,,,,,,,,
12441687,home,Feyenoord,Gernot Trauner,,,gernot-trauner,G. Trauner,D,18,183,610,M,121588,EUR,701481600,D,18,18,False,55.0,45.0,3.0,3.0,0.0,32.0,37.0,13.0,18.0,,5.0,1.0,,,,,64.0,66.0,7.3,10.0,0.00515108,,0,,,2.0,,1.0,1.0,,,,1.0,1.0,3.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,
12441687,home,Feyenoord,Dávid Hancko,,,david-hancko,D. Hancko,D,17,188,4795,M,807771,EUR,881971200,D,33,33,False,85.0,75.0,9.0,5.0,0.0,60.0,65.0,15.0,20.0,,1.0,2.0,,,,,90.0,92.0,7.1,11.0,0.0067919,,1,,,1.0,,1.0,1.0,,0.1085,,1.0,,2.0,2.0,,,True,1.0,1.0,1.0,,,,,,,,,,,,
12441687,home,Feyenoord,Hugo Bueno,,,hugo-bueno,H. Bueno,D,3,180,745,M,1013928,EUR,1032307200,D,16,16,False,35.0,32.0,,,0.0,25.0,25.0,8.0,12.0,,1.0,4.0,,,,,82.0,57.0,7.1,6.0,0.0119518,,0,,2.0,6.0,,2.0,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,1.0,3.0,2.0,1.0,,,,,,,,
12441687,home,Feyenoord,In-Beom Hwang,,,in-beom-hwang,I. Hwang,M,6,177,3392,M,889689,EUR,843177600,M,4,4,False,46.0,38.0,3.0,1.0,0.0,23.0,23.0,15.0,23.0,,,8.0,,,,,82.0,59.0,7.0,11.0,0.0153405,,0,,,9.0,,4.0,3.0,3.0,,,2.0,,5.0,,,2.0,,1.0,,,,2.0,2.0,2.0,Hwang,,,,,,,
12441687,home,Feyenoord,Jakub Moder,,,jakub-moder,J. Moder,M,7,191,7199,M,886242,EUR,923443200,M,7,7,False,57.0,44.0,6.0,3.0,1.0,24.0,27.0,20.0,30.0,1.0,4.0,5.0,,,,,90.0,77.0,7.9,17.0,0.200824,2.0,0,,,7.0,,5.0,3.0,,,,,,5.0,1.0,2.0,1.0,,2.0,,,,4.0,2.0,,kubamoder,2.0,,,,,,
12441687,home,Feyenoord,Anis Hadj Moussa,,,anis-hadj-moussa,A. H. Moussa,F,23,176,22233,M,1218066,EUR,1013385600,M,23,23,False,18.0,12.0,2.0,2.0,0.0,5.0,5.0,8.0,15.0,,,1.0,,,,,64.0,32.0,6.1,15.0,0.0176686,,0,,2.0,1.0,,,,,,,,,7.0,,,,,5.0,,,1.0,2.0,1.0,2.0,hadj.a20,1.0,1.0,,,,,
12441687,home,Feyenoord,Antoni Milambo,Antoni,Milambo,antoni-milambo,A. Milambo,M,17,179,1574,M,1126692,EUR,1112486400,M,27,27,False,18.0,16.0,2.0,1.0,2.0,8.0,8.0,8.0,11.0,1.0,1.0,1.0,,,,,90.0,35.0,8.6,7.0,0.190205,2.0,3,,1.0,4.0,1.0,1.0,1.0,1.0,0.1125,0.2681,,1.0,3.0,,,2.0,,,,1.0,,1.0,1.0,4.0,,1.0,1.0,1.0,1.0,,,
12441687,home,Feyenoord,Igor Paixão,,,igor-paixao,I. Paixão,F,14,168,12525,M,981815,EUR,962150400,M,14,14,False,16.0,10.0,2.0,1.0,0.0,1.0,3.0,9.0,14.0,1.0,1.0,4.0,,,,,90.0,36.0,8.5,13.0,0.0989588,3.0,3,,1.0,4.0,2.0,2.0,1.0,,0.4144,1.2158,1.0,,7.0,,,,,,,,,8.0,2.0,,,1.0,,1.0,2.0,,,
