match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_ownGoals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalCross,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_wonContest,stat_hitWoodwork,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_totalOffside,stat_bigChanceMissed,stat_errorLeadToAShot,stat_goals
14053790,home,SC Heerenveen,Bernt Klaverboer,Bernt Klaverboer,,klaverboer-bernt,B. Klaverboer,G,22,190.0,124,M,1195719,EUR,1127692800,G,22,22,False,47.0,31.0,23.0,7.0,0.0,28.0,32.0,3.0,15.0,2.0,11.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,90.0,61.0,7.1,16.0,0.00201961,55.400458932317,6.0,34.755,8.715,0.7955,0,-0.1689,0.04,0.01,-0.63,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053790,home,SC Heerenveen,Oliver Braude,Oliver Braude,,braude-oliver,O. Braude,D,45,174.0,214,M,1150061,EUR,1077321600,D,45,45,False,29.0,21.0,5.0,2.0,0.0,9.0,13.0,12.0,16.0,2.0,2.0,,,,,,,,81.0,47.0,6.2,13.0,0.0181324,86.260737830486,9.0,21.42,32.13,,1,,-0.05,0.01,-0.37,,2.0,3.0,4.0,4.0,1.0,3.0,1.0,2.0,0.1176,-0.11,,,,,,,,,,,,,,,,,,,,,,,,
14053790,home,SC Heerenveen,Sam Kersten,,,sam-kersten,S. Kersten,D,4,191.0,83,M,847072,EUR,886118400,D,4,4,False,7.0,7.0,,,0.0,6.0,6.0,1.0,1.0,1.0,,,,,,,,,22.0,11.0,7.3,,0.00034912,9.0392735749438,2.0,3.045,4.305,,0,,0.0,0.0,0.38,,1.0,,2.0,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14053790,home,SC Heerenveen,Maas Willemsen,Maas Willemsen,,maas-willemsen,M. Willemsen,D,3,190.0,70,M,1132765,EUR,1051574400,D,3,3,False,64.0,56.0,10.0,3.0,0.0,37.0,41.0,19.0,23.0,2.0,4.0,,,,,,,,90.0,79.0,6.3,10.0,0.0890481,104.42236931751,17.0,16.38,11.34,,1,,0.3,0.06,-0.38,,2.0,1.0,6.0,3.0,,,,,0.0299,0.0,,,,2.0,2.0,,2.0,1.0,1.0,1.0,0.0288,,,,,,,,,,,,,
14053790,home,SC Heerenveen,Vasilios Zagaritis,,,vassilis-zagaritis,V. Zagaritis,D,19,178.0,227,M,1064426,EUR,988934400,D,19,19,False,27.0,24.0,2.0,1.0,0.0,7.0,9.0,17.0,18.0,2.0,1.0,,,,,,,,81.0,55.0,6.4,11.0,0.0615943,152.62145777985,14.0,98.385,27.825,,0,,0.23,0.09,-0.29,,3.0,2.0,7.0,5.0,,2.0,2.0,1.0,,,,,,1.0,1.0,,1.0,2.0,1.0,,,1.0,51.545071855417,2.0,,,,,,,,,,
14053790,home,SC Heerenveen,Marcus Linday,Marcus Linday,,marcus-linday,M. Linday,M,16,186.0,207,M,1627623,EUR,1054512000,M,16,16,False,60.0,49.0,3.0,1.0,0.0,22.0,27.0,27.0,33.0,3.0,3.0,,,,,,,,90.0,71.0,7.3,12.0,0.0944889,194.9362061898,15.0,101.535,31.395,,1,,0.25,0.11,-0.02,,,3.0,,8.0,1.0,,2.0,,0.0455,-0.12,,,1.0,2.0,1.0,1.0,,,1.0,,,1.0,78.088485148746,3.0,1.0,1.0,,,,,,,,
14053790,home,SC Heerenveen,Joris van Overeem,,,joris-van-overeem,J. v. Overeem,M,6,181.0,103,M,138842,EUR,770428800,M,6,6,False,70.0,56.0,17.0,9.0,0.0,22.0,24.0,34.0,46.0,1.0,8.0,,,,,,,,90.0,91.0,7.9,22.0,0.218616,93.518409026253,16.0,17.64,9.975,,0,,0.59,0.08,0.29,,1.0,2.0,6.0,8.0,,,3.0,2.0,,,,,,2.0,,,,3.0,1.0,,,6.0,,,1.0,,1.0,,,,,,,
14053790,home,SC Heerenveen,Jacob Trenskow,,,trenskow-jacob,J. Trenskow,M,20,178.0,432,M,1015627,EUR,975196800,M,20,20,False,26.0,24.0,,,0.0,8.0,8.0,16.0,18.0,1.0,5.0,,,,,,,,90.0,44.0,6.6,10.0,0.272568,156.88210049614,13.0,16.905,30.03,,3,,0.28,0.29,-0.06,,2.0,1.0,4.0,3.0,1.0,2.0,,,0.2045,-0.34,,,,1.0,,4.0,,2.0,1.0,,,4.0,30.082,1.0,1.0,,1.0,2.0,2.0,,,,,
14053790,home,SC Heerenveen,Luuk Brouwers,,,luuk-brouwers,L. Brouwers,M,8,180.0,141,M,794014,EUR,894153600,M,8,8,False,24.0,23.0,,,0.0,14.0,14.0,9.0,10.0,1.0,3.0,,,,,,,,73.0,37.0,7.0,5.0,0.196812,97.861275798509,9.0,12.495,9.87,,1,,0.35,0.19,-0.05,,1.0,1.0,4.0,5.0,1.0,3.0,1.0,1.0,0.0704,-0.24,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,True,2.0,,,
14053790,home,SC Heerenveen,Ringo Meerveld,,,ringo-meerveld,R. Meerveld,M,10,177.0,424,M,992018,EUR,1040428800,M,10,10,False,34.0,27.0,,,0.0,10.0,11.0,17.0,23.0,,3.0,,,,,,,,90.0,53.0,6.7,13.0,0.0805132,158.17472072207,18.0,32.235,15.435,,4,,-0.08,0.39,-0.12,,1.0,1.0,3.0,6.0,,1.0,1.0,1.0,0.3779,-0.52,,,,1.0,1.0,1.0,,1.0,3.0,2.0,0.2213,3.0,72.008943665168,4.0,3.0,,1.0,,2.0,,,1.0,,
