match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_interceptionWon,stat_wasFouled,stat_keyPass,stat_totalCross,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_wonTackle,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_accurateCross,stat_challengeLost,captain,stat_outfielderBlock,stat_totalOffside,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_penaltyFaced,stat_penaltyConceded,stat_bigChanceMissed
11406773,home,Inter,Marcus Thuram,marcus-thuram,M. Thuram,F,9,192,25521,M,m_thuram,791702,EUR,870825600,F,9,9,False,12.0,10.0,,,2.0,2.0,11.0,,3.0,1.0,,,,,,90.0,20.0,7.4,3.0,0.497791,1,,8.0,,1.0,,,,1.0,,1.0,0.5277,,2.0,1.0,1.0,,,1.0,,0.7725,,,,,,,1.0,1.0,,,,,,
11406773,home,Inter,Davide Frattesi,davide-frattesi,D. Frattesi,M,16,178,5601,M,davidefrrattesi_22,835600,EUR,937958400,M,16,16,True,1.0,,,,,,2.0,,,,,,,,,26.0,6.0,6.3,4.0,,2,,,,2.0,1.0,1.0,,,1.0,1.0,0.0422,,,,1.0,,,,,,,,,,,,,,,,1.0,,,
11406773,home,Inter,Denzel Dumfries,denzel-dumfries,D. Dumfries,M,2,189,15021,M,ddumfries2,759520,EUR,829785600,D,2,2,True,8.0,5.0,1.0,,,,9.0,,,1.0,,,,,,14.0,13.0,6.3,6.0,0.00668013,0,,5.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
11406773,home,Inter,Marko Arnautović,marko-arnautovic,M. Arnautović,F,89,192,8675,M,m.arnautovic7,21927,EUR,608947200,F,8,8,True,5.0,5.0,,,1.0,1.0,4.0,,,,,,,,,14.0,5.0,6.5,,0.0173252,0,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406773,home,Inter,Carlos Augusto,carlos-augusto,C. Augusto,D,30,184,7355,M,,929199,EUR,915667200,D,30,30,True,9.0,6.0,,,1.0,2.0,7.0,1.0,1.0,1.0,,,,,,14.0,10.0,6.5,3.0,0.0024604,0,,5.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11406773,home,Inter,Tajon Buchanan,tajon-buchanan,T. Buchanan,M,17,183,7471,M,,973290,EUR,918432000,M,17,17,True,5.0,4.0,,,,,8.0,,,,,,,,,10.0,9.0,6.4,5.0,0.00855586,0,,4.0,,1.0,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
11406773,home,Inter,Emil Audero,emil-audero,E. Audero,G,1,190,10668,M,,318603,EUR,853545600,G,77,77,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406773,home,Inter,Raffaele Di Gennaro,raffaele-di-gennaro,R. D. Gennaro,G,12,188,1343,M,,301162,EUR,749606400,G,12,12,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406773,home,Inter,Stefan de Vrij,stefan-de-vrij,S. de Vrij,D,6,188,5674,M,Stefandevrij,91046,EUR,697248000,D,6,6,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406773,home,Inter,Juan Cuadrado,juan-cuadrado,J. Cuadrado,M,11,179,11319,M,cuadrado,47743,EUR,580608000,M,7,7,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406773,home,Inter,Kristjan Asllani,kristjan-asllani,K. Asllani,M,23,179,5914,M,KristjanAsllani,996820,EUR,1015632000,M,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406773,home,Inter,Davy Klaassen,davy-klaassen,D. Klaassen,M,18,179,1578,M,,97410,EUR,730252800,M,14,14,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406773,home,Inter,Stefano Sensi,stefano-sensi,S. Sensi,M,6,168,1044,M,,294313,EUR,807580800,M,5,5,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406773,away,Cagliari,Simone Scuffet,simone-scuffet,S. Scuffet,G,22,193,684,M,,284349,EUR,833500800,G,22,22,False,20.0,13.0,13.0,6.0,10.0,12.0,8.0,,,4.0,,1.0,5.0,,,90.0,28.0,7.5,7.0,0.00041087,0,0.6099,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
11406773,away,Cagliari,Alessandro Di Pardo,alessandro-di-pardo,A. D. Pardo,M,29,182,158,M,,928814,EUR,932256000,D,99,99,False,23.0,18.0,3.0,,8.0,9.0,16.0,1.0,3.0,1.0,,,,,,78.0,40.0,6.4,8.0,0.00705688,0,,10.0,,2.0,1.0,,3.0,1.0,,,,1.0,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,
11406773,away,Cagliari,Pantelis Hatzidiakos,hatzidiakos-pantelis,P. Hatzidiakos,D,6,185,762,M,,822163,EUR,853545600,D,17,17,False,57.0,53.0,3.0,2.0,27.0,29.0,29.0,,,2.0,,,,,,88.0,68.0,6.7,5.0,0.0204976,0,,26.0,1.0,1.0,,,5.0,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,
11406773,away,Cagliari,Yerry Mina,yerry-mina,Y. Mina,D,26,195,5988,M,yerrymina,360396,EUR,780278400,D,26,26,False,47.0,46.0,12.0,12.0,29.0,30.0,17.0,3.0,5.0,2.0,,,,,,90.0,58.0,6.7,3.0,0.018514,0,,17.0,1.0,3.0,,,7.0,1.0,2.0,3.0,,,1.0,,,,,,1.0,,,,,,True,,,,,,,,1.0,
11406773,away,Cagliari,Adam Obert,adam-obert,A. Obert,D,33,186,654,M,,964153,EUR,1030060800,D,33,33,False,40.0,32.0,6.0,2.0,15.0,15.0,26.0,1.0,3.0,,,,,,,90.0,59.0,7.0,12.0,0.124174,1,,17.0,1.0,3.0,,,8.0,2.0,3.0,1.0,0.0286,1.0,,1.0,1.0,,,1.0,1.0,0.5196,,,,1.0,,,,,,1.0,,,,
11406773,away,Cagliari,Tommaso Augello,tommaso-augello,T. Augello,M,3,181,354,M,,596736,EUR,778204800,D,27,27,False,24.0,19.0,5.0,1.0,7.0,8.0,20.0,3.0,5.0,1.0,,,,,,90.0,41.0,6.7,8.0,0.0473312,0,,13.0,,,1.0,,3.0,,,,,,1.0,,4.0,,1.0,,,,,,1.0,,,,,,,,,,,
11406773,away,Cagliari,Zito Luvumbo,zito-luvumbo,Z. Luvumbo,F,15,171,5304,M,LuvumboZito,1000150,EUR,1015632000,M,77,77,False,7.0,4.0,1.0,,2.0,2.0,6.0,,2.0,3.0,,,,,,78.0,24.0,6.4,10.0,0.0060026,2,,2.0,,8.0,4.0,1.0,,,1.0,2.0,0.0676,,1.0,2.0,1.0,2.0,1.0,1.0,,0.0522,,,,1.0,,,,,1.0,,,,,
11406773,away,Cagliari,Ibrahim Sulemana,ibrahim-sulemana,I. Sulemana,M,25,180,1979,M,,105905,EUR,1053561600,M,25,25,False,18.0,17.0,3.0,2.0,7.0,8.0,10.0,,2.0,3.0,,,,,,90.0,31.0,6.7,3.0,0.0045515,1,,10.0,1.0,5.0,,1.0,1.0,2.0,1.0,2.0,0.0249,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,
11406773,away,Cagliari,Antoine Makoumbou,antoine-makoumbou,A. Makoumbou,M,29,186,535,M,,920391,EUR,900720000,M,29,29,False,56.0,49.0,5.0,5.0,19.0,22.0,35.0,,,5.0,,,,,,90.0,61.0,6.6,9.0,0.022738,0,,30.0,,1.0,1.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
11406773,away,Cagliari,Jakub Jankto,jakub-jankto,J. Jankto,M,,180,320,M,,569556,EUR,822009600,M,21,21,False,8.0,7.0,2.0,2.0,2.0,2.0,8.0,,1.0,1.0,,,,,,29.0,14.0,6.5,5.0,0.00379281,0,,5.0,,1.0,,,,,1.0,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,
11406773,away,Cagliari,Eldor Shomurodov,shomurodov-eldor,E. Shomurodov,F,14,190,31540,M,,791355,EUR,804384000,F,61,61,False,15.0,12.0,,,6.0,8.0,7.0,2.0,3.0,,,,,,,78.0,26.0,6.8,7.0,0.00448571,3,,6.0,6.0,10.0,1.0,,,1.0,1.0,1.0,0.5842,1.0,,,,2.0,,2.0,1.0,0.4139,,,,,,,,1.0,,,1.0,,,1.0
11406773,away,Cagliari,Matteo Prati,matteo-prati,M. Prati,M,4,182,705,M,,1111640,EUR,1072569600,M,16,16,True,29.0,27.0,3.0,2.0,11.0,11.0,18.0,,1.0,3.0,,,,,,61.0,32.0,6.5,2.0,0.0458155,0,,16.0,,1.0,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11406773,away,Cagliari,Gabriele Zappa,gabriele-zappa,G. Zappa,D,28,183,617,M,,927304,EUR,945820800,D,28,28,True,10.0,8.0,1.0,,1.0,1.0,10.0,,1.0,,,,,,,12.0,14.0,6.8,3.0,0.00161809,0,,7.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
11406773,away,Cagliari,Nicolas Viola,nicolas-viola,N. Viola,F,10,180,280,M,,21608,EUR,624153600,M,10,10,True,8.0,6.0,,,1.0,1.0,7.0,,,2.0,,,,,,12.0,13.0,7.3,3.0,0.00099027,3,,5.0,,,,1.0,,,1.0,,0.3676,,,,,,,2.0,,0.7568,,,,,,,,1.0,,,,,,1.0
11406773,away,Cagliari,Gianluca Lapadula,gianluca-lapadula,G. Lapadula,F,10,178,4596,M,gianlucalapadula,147368,EUR,634348800,F,9,9,True,6.0,5.0,1.0,,1.0,1.0,6.0,,,1.0,,,,,,12.0,8.0,7.5,1.0,0.108802,0,,5.0,,1.0,,,,,,,,,,3.0,1.0,,,,,,,,1.0,1.0,,,,,1.0,2.0,,,,
11406773,away,Cagliari,Mateusz Wieteska,mateusz-wieteska,M. Wieteska,D,4,187,1515,M,,286087,EUR,855619200,D,23,23,True,2.0,2.0,,,2.0,2.0,,,,,,,,,,8.0,2.0,6.5,,2.294e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406773,away,Cagliari,Boris Radunović,boris-radunovic,B. Radunović,G,22,193,193,M,,795926,EUR,833068800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406773,away,Cagliari,Simone Aresti,simone-aresti,S. Aresti,G,,189,18,M,,17756,EUR,511228800,G,18,18,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406773,away,Cagliari,Alberto Dossena,dossena-alberto,A. Dossena,D,4,195,511,M,,870211,EUR,908236800,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406773,away,Cagliari,Paulo Azzi,paulo-azzi,P. Azzi,M,7,188,184,M,,383314,EUR,774230400,D,37,37,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406773,away,Cagliari,Gianluca Gaetano,gaetano-gianluca,G. Gaetano,M,10,183,1108,M,,902019,EUR,957484800,M,70,70,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406773,away,Cagliari,Kingstone Mutandwa,mutandwa-kingstone,K. Mutandwa,F,7,180,472,M,,1471569,EUR,1041724800,F,34,34,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
