match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_onTargetScoringAttempt,player_firstName,player_lastName,stat_totalCross,stat_dispossessed,stat_hitWoodwork,stat_interceptionWon,captain,stat_accurateCross,stat_blockedScoringAttempt,stat_bigChanceMissed,player_sofascoreId,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_outfielderBlock,stat_goals,stat_goalAssist
10389753,home,RC Strasbourg,Matz Sels,matz-sels,M. Sels,G,26,188,2413,M,78152,EUR,699062400,G,1,1,False,17.0,12.0,9.0,4.0,12.0,13.0,4.0,1.0,4.0,1.0,1.0,90.0,20.0,6.3,5.0,0.0,0.0,0.00011956,0,-0.5159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389753,home,RC Strasbourg,Lucas Perrin,lucas-perrin,L. Perrin,D,4,187,210,M,941077,EUR,911433600,D,5,5,False,63.0,47.0,10.0,3.0,31.0,33.0,30.0,,8.0,,,90.0,75.0,6.9,17.0,0.0316,0.0,0.0236803,1,,16.0,4.0,7.0,8.0,12.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
10389753,home,RC Strasbourg,Gerzino Nyamsi,gerzino-nyamsi,G. Nyamsi,D,5,193,756,M,901470,EUR,853891200,D,22,22,False,61.0,51.0,9.0,4.0,40.0,42.0,19.0,5.0,5.0,,,90.0,73.0,7.1,10.0,0.1617,0.125,0.0350979,2,,11.0,1.0,6.0,3.0,7.0,,,,,1.0,1.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10389753,home,RC Strasbourg,Ismael Doukouré,ismael-doukoure,I. Doukouré,D,6,183,1100,M,1049517,EUR,1059004800,D,29,29,False,72.0,55.0,12.0,6.0,31.0,32.0,40.0,2.0,10.0,,,90.0,87.0,6.7,20.0,0.02,0.0,0.0186188,1,,24.0,7.0,4.0,9.0,9.0,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,2.0,1.0,,,Ismael Doukoure,,,,,,,,,,,,,,,,,
10389753,home,RC Strasbourg,Frédéric Guilbert,frederic-guilbert,F. Guilbert,D,,178,402,M,372430,EUR,788227200,M,32,32,False,50.0,34.0,9.0,3.0,19.0,20.0,35.0,,9.0,,,90.0,85.0,6.6,31.0,0.048,0.0,0.0321771,2,,15.0,2.0,2.0,9.0,7.0,3.0,3.0,2.0,,2.0,1.0,1.0,6.0,2.0,2.0,,,,,5.0,1.0,1.0,1.0,,,,,,,,,,,,
10389753,home,RC Strasbourg,Jean-Eudes Aholou,jean-eudes-aholou,J. Aholou,M,6,187,438,M,156004,EUR,764121600,M,6,6,False,46.0,39.0,5.0,4.0,22.0,23.0,23.0,,6.0,,,69.0,60.0,7.3,9.0,0.0236,0.0,0.0672201,1,,17.0,1.0,2.0,3.0,7.0,,1.0,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,2.0,,,,,,,,,,,,
10389753,home,RC Strasbourg,Ibrahima Sissoko,ibrahima-sissoko,I. Sissoko,M,28,193,1228,M,829093,EUR,877910400,M,27,27,False,19.0,12.0,3.0,1.0,5.0,6.0,13.0,1.0,3.0,,,57.0,28.0,7.0,8.0,0.093,0.0519,0.00256369,1,,7.0,4.0,4.0,4.0,8.0,,,,,,2.0,2.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,
10389753,home,RC Strasbourg,Dimitri Liénard,dimitri-lienard,D. Liénard,M,,184,77,M,365358,EUR,571708800,M,11,11,False,50.0,42.0,8.0,6.0,16.0,16.0,49.0,,6.0,,,90.0,85.0,7.5,28.0,0.0,0.0,0.543054,0,,30.0,2.0,,6.0,6.0,,5.0,2.0,,,1.0,1.0,4.0,3.0,,5.0,,,,15.0,1.0,,,True,4.0,,,,,,,,,,
10389753,home,RC Strasbourg,Eduard Sobol,eduard-sobol,E. Sobol,D,23,186,579,M,186017,EUR,798336000,M,77,77,False,42.0,29.0,6.0,1.0,13.0,16.0,29.0,3.0,4.0,,,90.0,75.0,6.4,24.0,0.0481,0.0,0.00991948,2,,16.0,1.0,2.0,6.0,5.0,1.0,3.0,,,,3.0,1.0,3.0,,1.0,,,,,3.0,,,1.0,,,2.0,,,,,,,,,
10389753,home,RC Strasbourg,Kévin Gameiro,kevin-gameiro,K. Gameiro,F,9,172,598,M,3504,EUR,547516800,F,9,9,False,26.0,18.0,,,5.0,5.0,21.0,,2.0,,,90.0,36.0,6.0,14.0,0.335,0.4758,0.0266578,1,,13.0,4.0,1.0,9.0,1.0,1.0,2.0,,,,,,3.0,,1.0,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,
10389753,home,RC Strasbourg,Habib Diallo,habib-diallo,H. Diallo,F,30,186,7542,M,802159,EUR,803433600,F,20,20,False,12.0,6.0,,,3.0,3.0,9.0,,1.0,,,90.0,26.0,6.5,9.0,0.4228,0.3579,0.00267512,3,,3.0,7.0,6.0,9.0,10.0,,,,,1.0,,,2.0,4.0,2.0,,1.0,,,,1.0,,,,,1.0,1.0,habibdiallo28,1.0,,,,,,
10389753,home,RC Strasbourg,Habib Diarra,habib-diarra,H. Diarra,M,19,179,12696,M,1128532,EUR,1073088000,M,19,19,True,20.0,17.0,3.0,3.0,7.0,7.0,17.0,,2.0,,,33.0,28.0,6.9,6.0,0.0552,0.0,0.0310459,2,,11.0,,,1.0,,1.0,,,,1.0,,,,,,1.0,,Habib,Diarra,4.0,,,,,1.0,1.0,,,,,,,,,
