match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_accurateCross,stat_blockedScoringAttempt,stat_challengeLost,stat_outfielderBlock,stat_totalOffside,player_sofascoreId,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_bigChanceMissed
14065131,home,VfL Wolfsburg,Kamil Grabara,grabara-kamil,K. Grabara,G,1,195,3175,M,902080,EUR,915753600,G,1,1,False,40.0,28.0,15.0,4.0,0.0,25.0,27.0,3.0,13.0,1.0,1.0,1.0,13.0,1.0,1.0,2.0,2.0,90.0,49.0,6.2,14.0,0.00208386,0.029,0,-0.4879,0.01,0.01,-0.31,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065131,home,VfL Wolfsburg,Saël Kumbedi,sael-kumbedi,S. Kumbedi,D,26,175,838,M,1155226,EUR,1111795200,D,26,26,False,41.0,31.0,6.0,2.0,1.0,12.0,15.0,19.0,26.0,,4.0,2.0,4.0,,,,,90.0,74.0,6.0,18.0,0.212937,,0,,0.18,0.05,-0.42,,,,1.0,1.0,7.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14065131,home,VfL Wolfsburg,Jenson Seelt,jenson-seelt,J. Seelt,D,14,192,601,M,1088897,EUR,1053648000,D,14,14,False,55.0,48.0,5.0,2.0,0.0,29.0,32.0,19.0,23.0,4.0,8.0,13.0,4.0,,,,,90.0,74.0,6.8,8.0,0.0103631,,1,,0.18,0.16,-0.28,,Jenson Seelt,,,1.0,2.0,1.0,2.0,2.0,,,2.0,2.0,,,,,1.0,0.0246,-0.18,,,,,,,,,,,,,
14065131,home,VfL Wolfsburg,Konstantinos Koulierakis,konstantinos-koulierakis,K. Koulierakis,D,4,188,3369,M,1184855,EUR,1069977600,D,4,4,False,57.0,46.0,9.0,1.0,0.0,28.0,36.0,18.0,21.0,1.0,6.0,7.0,4.0,,,,,90.0,77.0,6.5,12.0,0.0632447,,1,,0.27,0.15,-0.42,,,,,1.0,2.0,,1.0,,,5.0,1.0,1.0,,4.0,,1.0,,0.0243,-0.08,1.0,0.0095,,,,,,,,,,,
14065131,home,VfL Wolfsburg,Aaron Zehnter,aaron-zehnter,A. Zehnter,M,25,180,593,M,1127788,EUR,1099180800,D,25,25,False,43.0,36.0,4.0,1.0,0.0,21.0,24.0,15.0,19.0,,1.0,2.0,2.0,,,,,89.0,66.0,6.1,11.0,0.0134253,,1,,0.1,0.19,-0.46,,,,1.0,,,,1.0,1.0,,2.0,,,1.0,,,,,0.014,0.0,1.0,0.0175,,,,,,,,,,,
14065131,home,VfL Wolfsburg,Maximilian Arnold,maximilian-arnold,M. Arnold,M,27,184,898,M,147289,EUR,769996800,M,27,27,False,43.0,40.0,7.0,5.0,0.0,17.0,18.0,23.0,25.0,,2.0,3.0,,,,,,90.0,56.0,6.7,6.0,0.0239573,,1,,0.25,0.09,-0.13,,,,3.0,,3.0,,,,,1.0,2.0,,1.0,,3.0,,,0.0624,-0.23,,,True,1.0,1.0,,,,,,,,
14065131,home,VfL Wolfsburg,Vinícius Souza,vinicius-souza,Vinicius,M,5,187,1714,M,979290,EUR,929577600,M,5,5,False,43.0,37.0,3.0,3.0,0.0,20.0,23.0,17.0,20.0,1.0,5.0,2.0,4.0,,,,,90.0,60.0,7.2,8.0,0.102462,,1,,0.31,0.03,0.17,,,,1.0,2.0,4.0,1.0,,,,1.0,2.0,2.0,1.0,2.0,,,,0.0255,-0.08,1.0,0.0094,,1.0,,1.0,1.0,,,,,,
14065131,home,VfL Wolfsburg,Adam Daghim,adam-daghim,A. Daghim,F,11,186,850,M,1180758,EUR,1127865600,M,11,11,False,25.0,16.0,,,0.0,3.0,6.0,13.0,19.0,1.0,2.0,2.0,3.0,,,,,90.0,39.0,6.1,17.0,0.0603978,,0,,0.07,0.42,-0.13,,,,1.0,2.0,10.0,3.0,3.0,,,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,1.0,,,,,
14065131,home,VfL Wolfsburg,Christian Eriksen,christian-eriksen,C. Eriksen,M,24,182,20706,M,105734,EUR,698025600,M,24,24,False,24.0,20.0,2.0,1.0,0.0,8.0,9.0,12.0,15.0,,1.0,,3.0,,,,,75.0,34.0,6.4,10.0,0.00690402,,1,,-0.08,0.28,-0.18,,,,3.0,1.0,1.0,,1.0,1.0,,,,,3.0,,,,,0.035,0.01,,,,,1.0,,,,chriseriksen8,,,,
14065131,home,VfL Wolfsburg,Mattias Svanberg,svanberg-mattias,M. Svanberg,M,32,185,641,M,796987,EUR,915494400,M,32,32,False,15.0,10.0,,,1.0,4.0,5.0,6.0,10.0,1.0,2.0,,1.0,,,,,60.0,29.0,6.7,12.0,0.3081,,1,,0.37,0.02,-0.13,,,,1.0,1.0,3.0,1.0,,,1.0,1.0,,,5.0,1.0,1.0,1.0,1.0,0.0606,-0.25,,,,,,,,,,,,,
14065131,home,VfL Wolfsburg,Mohamed Amoura,mohamed-el-amine-amoura,M. E. A. Amoura,F,9,169,31367,M,1107591,EUR,957830400,F,9,9,False,18.0,16.0,,,0.0,4.0,4.0,12.0,14.0,,5.0,,3.0,,,,,90.0,39.0,8.6,12.0,0.0465121,,4,,-0.15,0.25,-0.11,,Mohamed El Amine Amoura,,2.0,5.0,11.0,2.0,2.0,1.0,,,1.0,,5.0,3.0,1.0,2.0,1.0,1.2607,0.94,3.0,1.3724,,,,2.0,,1.0,amoura9,2.0,,,
14065131,home,VfL Wolfsburg,Lovro Majer,lovro-majer,L. Majer,M,10,179,4795,M,841947,EUR,884995200,M,10,10,True,29.0,23.0,3.0,1.0,0.0,5.0,6.0,18.0,23.0,1.0,2.0,,2.0,,,,,30.0,35.0,6.5,10.0,0.17871,,0,,-0.05,0.18,-0.07,,,,,,2.0,,,,,,1.0,,3.0,,2.0,2.0,,,,,,,,,,,,lovromajer,,,,
14065131,home,VfL Wolfsburg,Jonas Wind,jonas-wind,J. Wind,F,23,190,2374,M,826069,EUR,918345600,F,23,23,True,6.0,4.0,,,0.0,,,4.0,6.0,,3.0,,,,,,,15.0,10.0,6.7,2.0,0.00707687,,1,,-0.05,0.02,0.15,,,,,1.0,1.0,,,,,,,,,3.0,,,,0.0379,-0.19,,,,,1.0,,,1.0,,,,,
14065131,home,VfL Wolfsburg,Dženan Pejčinović,dzenan-pejcinovic,D. Pejčinović,F,17,188,1114,M,1127790,EUR,1108425600,F,17,17,True,,,,,0.0,,,,,,,,,,,,,1.0,1.0,,,,,0,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065131,home,VfL Wolfsburg,Marius Müller,marius-muller,M. Müller,G,29,192,130,M,136933,EUR,742435200,G,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065131,home,VfL Wolfsburg,Moritz Jenz,jenz-moritz,M. Jenz,D,15,190,340,M,920525,EUR,925430400,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065131,home,VfL Wolfsburg,Denis Vavro,denis-vavro,D. Vavro,D,3,187,674,M,293127,EUR,829094400,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065131,home,VfL Wolfsburg,Yannick Gerhardt,yannick-gerhardt,Y. Gerhardt,M,31,184,166,M,169255,EUR,763516800,M,31,31,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
