match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_totalCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_keyPass,stat_accurateCross,stat_shotOffTarget,stat_hitWoodwork,stat_dispossessed,stat_totalOffside,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_goals,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_punches,stat_errorLeadToAShot,stat_clearanceOffLine,stat_outfielderBlock,player_sofascoreId
14065130,home,1. FSV Mainz 05,Robin Zentner,robin-zentner,R. Zentner,G,27,193,298,M,174345,EUR,783302400,G,27,27,False,32.0,18.0,26.0,12.0,0.0,7.0,8.0,11.0,24.0,7.0,2.0,2.0,90.0,39.0,7.0,16.0,0.0054005,0.3876,0,0.0235,0.1,0.0,-0.06,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065130,home,1. FSV Mainz 05,Andreas Hanche-Olsen,andreas-hanche-olsen,A. Hanche-Olsen,D,25,185,370,M,794294,EUR,853459200,D,25,25,False,31.0,23.0,9.0,3.0,0.0,11.0,13.0,12.0,18.0,3.0,,,90.0,43.0,6.4,9.0,0.0163836,,0,,0.17,-0.01,-0.13,,,,3.0,2.0,4.0,3.0,5.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065130,home,1. FSV Mainz 05,Lennard Maloney,lennard-maloney,L. Maloney,M,15,187,256,M,893962,EUR,939340800,D,15,15,False,32.0,26.0,5.0,1.0,0.0,24.0,26.0,2.0,6.0,4.0,,,90.0,41.0,6.0,6.0,0.00067839,,1,,0.03,0.04,-0.16,,,,4.0,3.0,8.0,5.0,3.0,1.0,1.0,,4.0,1.0,1.0,1.0,0.183,-0.51,,,,,,,,,,,,,,,,,,,,,,
14065130,home,1. FSV Mainz 05,Dominik Kohr,dominik-kohr,D. Kohr,D,31,183,342,M,152206,EUR,759974400,D,31,31,False,45.0,39.0,5.0,3.0,0.0,18.0,20.0,21.0,25.0,5.0,,,90.0,55.0,7.0,8.0,0.0255431,,0,,0.2,0.14,-0.29,,,,,4.0,2.0,7.0,1.0,2.0,1.0,1.0,1.0,,,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14065130,home,1. FSV Mainz 05,Phillipp Mwene,phillipp-mwene,P. Mwene,M,2,170,470,M,138126,EUR,759801600,M,2,2,False,28.0,24.0,2.0,1.0,0.0,8.0,8.0,16.0,20.0,5.0,,,77.0,52.0,7.4,10.0,0.104311,,1,,0.42,0.06,0.14,,,,1.0,1.0,1.0,5.0,,1.0,2.0,2.0,1.0,,,1.0,0.156,-0.18,6.0,,1.0,1.0,2.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,
14065130,home,1. FSV Mainz 05,Kaishu Sano,kaishu-sano,K. Sano,M,6,176,2306,M,1028307,EUR,978134400,M,6,6,False,45.0,37.0,6.0,4.0,0.0,13.0,15.0,24.0,30.0,3.0,,,90.0,61.0,7.0,10.0,0.0421625,,0,,0.3,0.26,-0.03,,,,2.0,,3.0,3.0,1.0,5.0,1.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,
14065130,home,1. FSV Mainz 05,Nadiem Amiri,nadiem-amiri,N. Amiri,M,10,180,2793,M,327755,EUR,846374400,M,10,10,False,62.0,53.0,7.0,6.0,0.0,16.0,16.0,37.0,46.0,9.0,,,90.0,80.0,7.7,18.0,0.292814,,2,,0.72,0.29,0.16,,,,,,5.0,2.0,,1.0,1.0,1.0,2.0,,,,0.0902,-0.17,5.0,,4.0,1.0,2.0,2.0,2.0,,,,,1.0,2.0,,,,,,,,,
14065130,home,1. FSV Mainz 05,Silvan Widmer,silvan-widmer,S. Widmer,M,30,182,532,M,157377,EUR,731289600,M,30,30,False,25.0,18.0,2.0,2.0,0.0,5.0,6.0,13.0,19.0,3.0,,,77.0,48.0,8.2,13.0,0.0215943,,3,,0.03,-0.02,0.16,,,,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,0.8567,0.61,2.0,,,,,,,1.0,,,1.0,,,True,1.0,1.4943,,,,,,
14065130,home,1. FSV Mainz 05,Paul Nebel,paul-nebel,P. Nebel,F,8,169,1155,M,980621,EUR,1034208000,F,8,8,False,48.0,38.0,2.0,2.0,0.0,18.0,19.0,20.0,29.0,5.0,,,89.0,67.0,6.5,21.0,0.112744,,0,,0.29,-0.55,-0.01,,,,1.0,,7.0,2.0,1.0,1.0,1.0,1.0,4.0,,,1.0,,,5.0,,2.0,,3.0,2.0,1.0,,,1.0,,,,,,,,,,,,
14065130,home,1. FSV Mainz 05,Benedict Hollerbach,benedict-hollerbach,B. Hollerbach,F,17,181,519,M,975800,EUR,990057600,F,17,17,False,21.0,13.0,,,1.0,3.0,3.0,10.0,18.0,7.0,,,69.0,38.0,7.4,16.0,0.377882,,1,,0.27,0.35,-0.02,,,,3.0,1.0,8.0,6.0,,,1.0,,1.0,,1.0,3.0,0.0217,-0.09,3.0,,5.0,1.0,1.0,1.0,,,,,,1.0,,,,0.0093,,,,,,
14065130,home,1. FSV Mainz 05,Jae-sung Lee,jae-sung-lee,J. Lee,F,7,180,2646,M,537552,EUR,713404800,F,7,7,False,19.0,12.0,2.0,1.0,0.0,1.0,2.0,11.0,17.0,1.0,,,89.0,40.0,6.3,13.0,0.0287869,,2,,-0.17,-0.04,0.15,,,,2.0,3.0,4.0,4.0,,1.0,,,1.0,,1.0,1.0,0.1153,-0.53,1.0,,,,4.0,1.0,,1.0,,1.0,2.0,,,,,0.0634,,,,,,
14065130,home,1. FSV Mainz 05,Armindo Sieb,armindo-sieb,A. Sieb,F,11,180,600,M,1005834,EUR,1045440000,F,11,11,True,5.0,3.0,,,0.0,1.0,1.0,2.0,4.0,,,,21.0,10.0,6.3,4.0,0.0173541,,0,,0.11,-0.06,-0.05,,,,2.0,,4.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,
14065130,home,1. FSV Mainz 05,Nikolas Veratschnig,nikolas-veratschnig,N. Veratschnig,D,22,178,239,M,1138150,EUR,1043366400,D,22,22,True,8.0,5.0,1.0,1.0,0.0,1.0,2.0,4.0,6.0,,,,13.0,12.0,6.3,4.0,0.0580046,,0,,0.08,0.0,-0.19,,Nikolas Veratschnig,,,,2.0,1.0,,1.0,,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
14065130,home,1. FSV Mainz 05,Danny da Costa,danny-da-costa,D. Costa,D,21,186,305,M,97926,EUR,742521600,D,21,21,True,2.0,1.0,,,0.0,1.0,1.0,0.0,1.0,,,,13.0,11.0,6.2,3.0,0.0124416,,0,,0.0,,-0.17,,,,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
14065130,home,1. FSV Mainz 05,Arnaud Nordin,nordin-arnaud,A. Nordin,M,70,170,380,M,848458,EUR,900633600,F,9,9,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,1.0,3.0,,1.0,0.00575453,,0,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
14065130,home,1. FSV Mainz 05,Nelson Weiper,nelson-weiper,N. Weiper,F,44,192,1136,M,1152505,EUR,1111017600,F,44,44,True,,,,,0.0,,,,,,,,1.0,1.0,,,,,0,,,,,,Nelson Weiper,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065130,home,1. FSV Mainz 05,Lasse Riess,lasse-riess,L. Riess,G,1,191,83,M,1069252,EUR,996192000,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065130,home,1. FSV Mainz 05,Stefan Bell,stefan-bell,S. Bell,D,16,192,142,M,106662,EUR,682992000,D,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065130,home,1. FSV Mainz 05,Sota Kawasaki,sota-kawasaki,S. Kawasaki,M,24,171,441,M,1028306,EUR,996451200,M,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065130,home,1. FSV Mainz 05,Fabio Moreno Fell,fabio-moreno-fell,F. M. Fell,F,36,189,80,M,1065051,EUR,960076800,F,36,36,True,,,,,,,,,,,,,,,,,,,0,,,,,,Fabio Moreno Fell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
