match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_accurateCross,stat_aerialWon,stat_totalClearance,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_ownGoals,stat_wasFouled,stat_fouls,stat_blockedScoringAttempt,stat_bigChanceMissed,player_sofascoreId,captain,stat_savedShotsFromInsideTheBox,stat_lastManTackle,stat_errorLeadToAGoal,stat_hitWoodwork,stat_totalOffside
11388388,home,PSV Eindhoven,Luuk de Jong,,,luuk-de-jong,L. de Jong,F,26,188,8572,M,40878,EUR,651715200,F,9,9,False,23.0,18.0,,,1.0,5.0,7.0,13.0,16.0,1.0,,1.0,,,77.0,33.0,7.7,6.0,0.169957,4,,,1.0,1.0,8.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,0.2038,0.0343,1.0,,4.0,,1.0,,,,2.0,,2.0,,luukdejong9,True,,,,,
11388388,home,PSV Eindhoven,Ismael Saibari,,,ismael-saibari,I. Saibari,M,34,185,23357,M,1063767,EUR,980640000,M,34,34,True,10.0,9.0,1.0,1.0,0.0,5.0,5.0,5.0,6.0,3.0,,1.0,,,32.0,16.0,6.8,3.0,0.429087,0,,1.0,,1.0,2.0,,1.0,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,1.0,,,,ismaelsaibari,,,,,,
11388388,home,PSV Eindhoven,Hirving Lozano,,,hirving-lozano,H. Lozano,F,11,175,6578,M,385320,EUR,807062400,F,27,27,True,5.0,4.0,,,0.0,2.0,2.0,2.0,3.0,2.0,,,,,32.0,12.0,6.6,2.0,0.00062393,3,,,2.0,3.0,1.0,,,1.0,,,,,1.0,1.0,0.1759,,,,,,,,,,,,3.0,,hirvinglozano,,,,,,
11388388,home,PSV Eindhoven,Ricardo Pepi,,,ricardo-pepi,R. Pepi,F,9,185,3729,M,986395,EUR,1042070400,F,14,14,True,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,13.0,4.0,7.0,1.0,0.165699,0,,,,1.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
11388388,home,PSV Eindhoven,Shurandy Sambo,,,shurandy-sambo,S. Sambo,D,12,174,235,M,916926,EUR,998179200,D,2,2,True,6.0,5.0,1.0,,0.0,5.0,6.0,,,,,,,,2.0,7.0,,1.0,1.347e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388388,home,PSV Eindhoven,Patrick van Aanholt,,,patrick-van-aanholt,P. v. Aanholt,D,14,175,555,M,74577,EUR,651888000,D,30,30,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,2.0,1.0,,,1.174e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388388,home,PSV Eindhoven,Boy Waterman,,,boy-waterman,B. Waterman,G,,188,86,M,2594,EUR,443750400,G,24,24,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388388,home,PSV Eindhoven,Joël Drommel,,,joel-drommel,J. Drommel,G,1,189,376,M,610396,EUR,848102400,G,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388388,home,PSV Eindhoven,Armel Bella-Kotchap,,,armel-bella-kotchap,A. Bella-Kotchap,D,37,190,1090,M,976025,EUR,1008028800,D,6,6,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388388,home,PSV Eindhoven,Armando Obispo,,,armando-obispo,A. Obispo,D,4,184,450,M,825838,EUR,920592000,D,4,4,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388388,home,PSV Eindhoven,Richard Ledezma,,,richard-ledezma,R. Ledezma,D,37,175,944,M,985176,EUR,968198400,M,37,37,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388388,home,PSV Eindhoven,Tygo Land,,,land-tygo,T. Land,M,18,180,850,M,1441117,EUR,1136937600,M,31,31,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388388,away,Sparta Rotterdam,Nick Olij,,,nick-olij,N. Olij,G,1,185,555,M,227192,EUR,807235200,G,1,1,False,36.0,27.0,15.0,6.0,0.0,22.0,24.0,5.0,12.0,19.0,,,2.0,3.0,90.0,49.0,6.7,9.0,0.00149625,0,-1.0291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,
11388388,away,Sparta Rotterdam,Saïd Bakari,,,said-bakari,S. Bakari,D,22,176,127,M,896210,EUR,780192000,D,2,2,False,20.0,15.0,4.0,2.0,1.0,7.0,9.0,8.0,13.0,5.0,,2.0,,,88.0,38.0,6.4,10.0,0.126562,0,,2.0,1.0,2.0,2.0,,1.0,2.0,2.0,,,,,,,,1.0,,,2.0,,1.0,,,,,,,,,,,,,
11388388,away,Sparta Rotterdam,Bart Vriends,,,bart-vriends,B. Vriends,D,3,188,217,M,41495,EUR,673747200,D,3,3,False,19.0,13.0,5.0,2.0,0.0,8.0,11.0,5.0,8.0,2.0,,,,,89.0,27.0,5.9,6.0,0.00117962,1,,,2.0,3.0,2.0,,,,,,,,,,0.1327,,,,1.0,2.0,1.0,,,,1.0,1.0,,,,True,,,,,
11388388,away,Sparta Rotterdam,Mike Eerdhuijzen,,,mike-eerdhuijzen,M. Eerdhuijzen,D,44,194,180,M,947842,EUR,963446400,D,4,4,False,41.0,33.0,9.0,5.0,0.0,27.0,30.0,6.0,11.0,4.0,,,,,89.0,58.0,6.5,11.0,0.00515113,0,,,,5.0,4.0,,3.0,,,,,,2.0,2.0,,,,,2.0,5.0,,1.0,2.0,,,2.0,,,,,,,,,
11388388,away,Sparta Rotterdam,Djevencio van der Kust,,,djevencio-van-der-kust,D. v. d. Kust,D,5,178,181,M,974530,EUR,988588800,D,5,5,False,29.0,24.0,3.0,2.0,0.0,16.0,18.0,8.0,11.0,2.0,,2.0,,,90.0,50.0,6.8,9.0,0.00476881,1,,,1.0,4.0,5.0,2.0,1.0,1.0,1.0,,,,4.0,3.0,0.0153,,,,,1.0,1.0,1.0,1.0,,,,,,,,,2.0,1.0,,
11388388,away,Sparta Rotterdam,Metinho,Metinho,,metinho,Metinho,M,5,178,957,M,1106148,EUR,1051056000,M,8,8,False,20.0,14.0,1.0,1.0,0.0,5.0,7.0,9.0,13.0,5.0,,2.0,,,90.0,35.0,7.4,10.0,0.010903,2,,,,3.0,7.0,,1.0,2.0,1.0,,1.0,1.0,3.0,2.0,0.0852,0.111,,,,,1.0,,1.0,,3.0,1.0,,,,,,,,,
11388388,away,Sparta Rotterdam,Pelle Clement,,,pelle-clement,P. Clement,M,6,177,70,M,795135,EUR,832464000,M,10,10,False,25.0,22.0,3.0,2.0,0.0,13.0,14.0,9.0,13.0,2.0,,1.0,,,90.0,40.0,6.8,8.0,0.0133081,1,,2.0,1.0,3.0,5.0,1.0,1.0,,,,,,4.0,1.0,0.2591,,,,,2.0,1.0,1.0,,,1.0,,,,,,,,,,
11388388,away,Sparta Rotterdam,Jonathan de Guzmán,,,jonathan-de-guzman,J. d. Guzmán,M,13,173,79,M,13028,EUR,558489600,M,6,6,False,25.0,22.0,3.0,2.0,0.0,9.0,9.0,13.0,19.0,3.0,,,,,89.0,38.0,6.4,8.0,0.052322,1,,3.0,,5.0,,1.0,1.0,1.0,,,,,,,0.0731,,1.0,,,3.0,,1.0,,,,2.0,1.0,,,,,,,1.0,
11388388,away,Sparta Rotterdam,Camiel Neghli,Camiel Neghli,,camiel-neghli,C. Neghli,M,10,180,992,M,1089021,EUR,1005004800,F,7,7,False,9.0,4.0,2.0,,0.0,3.0,5.0,1.0,4.0,4.0,,1.0,,,57.0,17.0,6.7,7.0,0.0227252,0,,,,1.0,3.0,,,2.0,1.0,,,,2.0,2.0,,,,,,2.0,,,1.0,,,,,,,,,,,,
11388388,away,Sparta Rotterdam,Tobias Lauritsen,,,tobias-lauritsen,T. Lauritsen,F,9,192,737,M,796943,EUR,872899200,F,9,9,False,19.0,11.0,,,0.0,4.0,6.0,7.0,13.0,2.0,,2.0,,,90.0,26.0,6.6,11.0,0.00640705,0,,,4.0,8.0,10.0,1.0,1.0,,,,,,,,,,,,10.0,1.0,,,,,,3.0,,,,,,,,,1.0
11388388,away,Sparta Rotterdam,Koki Saito,,,koki-saito,K. Saito,M,14,170,1063,M,905356,EUR,997401600,F,11,11,False,20.0,17.0,,,0.0,5.0,5.0,12.0,15.0,3.0,,2.0,,,90.0,32.0,7.1,8.0,0.0576471,1,,,1.0,3.0,3.0,,,3.0,1.0,,,,,,0.0435,,1.0,,,2.0,1.0,,1.0,,2.0,,,,,,,,,,1.0
11388388,away,Sparta Rotterdam,Shunsuke Mito,,,shunsuke-mito,S. Mito,M,11,164,867,M,1002479,EUR,1033171200,F,16,16,True,7.0,3.0,,,0.0,1.0,2.0,2.0,5.0,2.0,,2.0,,,33.0,12.0,6.4,8.0,0.00428887,0,,,,2.0,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,
11388388,away,Sparta Rotterdam,Sergi Rosanas,Sergi,Rosanas,sergi-rosanas,S. Rosanas,D,,172,57,M,908715,EUR,980726400,D,12,12,True,,,,,0.0,,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388388,away,Sparta Rotterdam,Rick Meissen,Rick Meijssen,,rick-meissen,R. Meissen,D,3,193,44,M,1048906,EUR,1014508800,D,14,14,True,,,,,0.0,,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388388,away,Sparta Rotterdam,Tijs Velthuis,,,tijs-velthuis,T. Velthuis,D,5,190,110,M,961674,EUR,1010793600,D,15,15,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,,,1.0,2.0,,,0.00028924,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388388,away,Sparta Rotterdam,Charles-Andreas Brym,Charles-Andreas,Brym,charles-andreas-brym,C. Brym,F,7,180,203,M,990814,EUR,902534400,F,17,17,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,1.0,1.0,,,0.00080446,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388388,away,Sparta Rotterdam,Kaylen Reitmaier,Kaylen Reitmaier,,kaylen-reitmaier,K. Reitmaier,G,,197,12,M,1508529,EUR,1081123200,G,30,30,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388388,away,Sparta Rotterdam,Youri Schoonderwaldt,,,youri-schoonderwaldt,Y. Schoonderwaldt,G,13,195,40,M,996720,EUR,952905600,G,20,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
