match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_blockedScoringAttempt,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_challengeLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,stat_errorLeadToAGoal,stat_errorLeadToAShot
14357790,home,FC Porto,Diogo Costa,diogo-costa,D. Costa,G,99,186,12694,M,diogomcosta99,843115,EUR,937699200,G,99,99,False,True,31.0,27.0,8.0,5.0,0.0,25.0,27.0,2.0,4.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,90.0,38.0,7.8,4.0,0.0134175,0.0786,0,0.1519,0.08,0.0,0.24,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14357790,home,FC Porto,Alberto Costa,alberto-baio,A. Costa,D,20,185,2748,M,,1160957,EUR,1064793600,D,20,20,False,,31.0,24.0,1.0,,1.0,17.0,19.0,7.0,12.0,,4.0,3.0,2.0,,,,,,90.0,52.0,7.4,10.0,0.20896,,1,,0.34,0.28,0.34,,Alberto Baio,,1.0,1.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,0.0145,1.0,-0.17,,,,,,,,,,,
14357790,home,FC Porto,Nehuén Pérez,nehuen-perez,N. Pérez,D,18,184,3369,M,,913401,EUR,961804800,D,18,18,False,,76.0,67.0,8.0,1.0,0.0,56.0,58.0,11.0,18.0,1.0,2.0,2.0,2.0,,,,,,90.0,82.0,6.8,9.0,0.00608438,,1,,0.09,0.17,0.26,,,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,0.009,,-0.17,1.0,,,,,,,,,,
14357790,home,FC Porto,Jan Bednarek,jan-bednarek,J. Bednarek,D,5,189,6978,M,janbednarek_,286085,EUR,829267200,D,5,5,False,,50.0,49.0,3.0,3.0,0.0,37.0,38.0,12.0,12.0,6.0,6.0,8.0,1.0,,,,,,65.0,63.0,7.7,2.0,0.00370881,,0,,0.09,0.07,0.56,,,,,,1.0,3.0,,,,1.0,,,,,,3.0,,,,,,,,,,,,,,
14357790,home,FC Porto,Martim Fernandes,martim-fernandes,M. Fernandes,D,52,181,1999,M,,1142585,EUR,1137542400,D,52,52,False,,30.0,29.0,2.0,2.0,0.0,19.0,19.0,10.0,11.0,1.0,2.0,3.0,1.0,,,,,,55.0,39.0,6.9,3.0,0.0617237,,0,,0.09,0.06,0.19,,,,2.0,1.0,,2.0,,,,,,,,,,1.0,,1.0,,,2.0,1.0,,,,,,,,
14357790,home,FC Porto,Victor Froholdt,victor-froholdt,V. Froholdt,M,8,187,3948,M,,1406639,EUR,1140825600,M,8,8,False,,9.0,8.0,,,0.0,3.0,3.0,5.0,6.0,,,1.0,4.0,,,,,,90.0,28.0,6.2,8.0,0.00784107,,2,,0.05,0.37,0.17,,,,,,,6.0,2.0,,2.0,,1.0,,,3.0,,3.0,0.7912,,-0.69,,1.0,,1.0,,,,,,,
14357790,home,FC Porto,Alan Varela,alan-varela,A. Varela,M,22,177,5689,M,alan_varela01,1066560,EUR,994204800,M,22,22,False,,50.0,44.0,5.0,5.0,0.0,24.0,25.0,20.0,25.0,2.0,6.0,1.0,5.0,,,,,,90.0,62.0,7.5,9.0,0.0260228,,2,,0.31,0.27,-0.03,,Alan Varela,,2.0,,1.0,4.0,1.0,,1.0,,2.0,1.0,1.0,,2.0,1.0,0.0467,,-0.23,,1.0,1.0,,1.0,1.0,0.0348,,,,
14357790,home,FC Porto,Gabri Veiga,gabri-veiga,G. Veiga,M,10,184,5203,M,,1010505,EUR,1022457600,M,10,10,False,,15.0,9.0,2.0,1.0,0.0,2.0,3.0,7.0,12.0,,1.0,1.0,1.0,,,,,,65.0,29.0,6.5,15.0,0.0521592,,0,,0.08,-0.05,-0.02,,,,6.0,,,2.0,,1.0,,,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,
14357790,home,FC Porto,Pepê,pepe,Pepê,F,11,175,5029,M,pepe,882664,EUR,856742400,F,11,11,False,,22.0,18.0,2.0,2.0,0.0,3.0,4.0,15.0,18.0,,1.0,,4.0,,,,,,90.0,32.0,7.8,6.0,0.238093,,2,,0.31,0.15,0.0,,,,1.0,1.0,1.0,2.0,,1.0,1.0,,,,,,1.0,,0.6128,3.0,0.5,,1.0,,,,1.0,0.4923,1.0,1.0,,
14357790,home,FC Porto,Samu Aghehowa,omorodion-samuel,S. Aghehowa,F,9,193,14784,M,samuaghehowa9,1503836,EUR,1083715200,F,9,9,False,,17.0,13.0,,,0.0,1.0,1.0,12.0,16.0,,2.0,1.0,3.0,,,,,,85.0,34.0,8.8,10.0,0.0573394,,6,,0.18,0.7,0.18,,Samuel,Aghehowa,,,,6.0,2.0,,,,1.0,,,3.0,1.0,3.0,0.9979,1.0,0.58,1.0,2.0,1.0,1.0,,5.0,1.6379,2.0,,,
