match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_interceptionWon,stat_totalOffside,stat_keyPass,stat_fouls,stat_accurateCross,stat_dispossessed,stat_shotOffTarget,stat_hitWoodwork,player_sofascoreId,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,captain,stat_savedShotsFromInsideTheBox,stat_punches
10382206,home,PSV Eindhoven,Walter Benítez,,,walter-benitez,W. Benítez,G,44,193,4345,M,249859,EUR,727401600,G,1,1,False,20.0,12.0,14.0,6.0,8.0,12.0,4.0,8.0,3.0,1.0,1.0,1.0,90.0,23.0,7.1,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382206,home,PSV Eindhoven,Jordan Teze,,,jordan-teze,J. Teze,D,4,183,1080,M,825846,EUR,938649600,D,3,3,False,68.0,61.0,8.0,6.0,30.0,31.0,31.0,39.0,7.0,,,,90.0,86.0,7.1,12.0,2,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10382206,home,PSV Eindhoven,Jarrad Branthwaite,,,jarrad-branthwaite,J. Branthwaite,D,32,195,2596,M,979563,EUR,1025136000,D,22,22,False,55.0,44.0,9.0,6.0,25.0,27.0,19.0,28.0,4.0,,,,90.0,62.0,7.4,12.0,0,,5.0,1.0,6.0,,,,,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10382206,home,PSV Eindhoven,Armando Obispo,,,armando-obispo,A. Obispo,D,4,184,450,M,825838,EUR,920592000,D,4,4,False,35.0,29.0,5.0,3.0,18.0,21.0,11.0,14.0,2.0,,,,45.0,36.0,6.7,6.0,0,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,
10382206,home,PSV Eindhoven,Phillipp Mwene,,,phillipp-mwene,P. Mwene,M,2,170,470,M,138126,EUR,759801600,D,29,29,False,47.0,40.0,3.0,2.0,19.0,23.0,22.0,27.0,2.0,,,,90.0,74.0,7.3,13.0,1,3.0,,2.0,2.0,,,,,1.0,2.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,
10382206,home,PSV Eindhoven,Ibrahim Sangaré,,,ibrahim-sangare,I. Sangaré,M,6,191,10131,M,843754,EUR,881020800,M,6,6,False,48.0,39.0,,,14.0,15.0,26.0,34.0,15.0,,,,90.0,71.0,7.2,13.0,2,1.0,3.0,7.0,7.0,3.0,1.0,,1.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,ibrahim_sangare,1.0,,,,,,,,
10382206,home,PSV Eindhoven,Joey Veerman,,,joey-veerman,J. Veerman,M,23,185,3780,M,850816,EUR,911433600,M,23,23,False,65.0,57.0,9.0,8.0,19.0,21.0,42.0,54.0,10.0,,,,90.0,89.0,8.7,15.0,1,10.0,,3.0,1.0,2.0,,,,3.0,1.0,,,,,4.0,,6.0,,4.0,1.0,,,,1.0,1.0,1.0,,,,,,
10382206,home,PSV Eindhoven,Anwar El Ghazi,,,anwar-el-ghazi,A. E. Ghazi,M,27,188,868,M,362470,EUR,799459200,M,21,21,False,27.0,23.0,2.0,1.0,2.0,2.0,22.0,30.0,3.0,,,,88.0,49.0,7.8,11.0,3,5.0,,2.0,6.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,
10382206,home,PSV Eindhoven,Guus Til,,,guus-til,G. Til,M,20,183,2263,M,845798,EUR,882748800,M,20,20,False,22.0,18.0,,,4.0,5.0,15.0,20.0,4.0,,,,78.0,41.0,7.3,11.0,3,3.0,2.0,6.0,6.0,,2.0,1.0,,2.0,2.0,1.0,2.0,1.0,4.0,,,2.0,,1.0,1.0,3.0,,,,,,1.0,1.0,,,,
10382206,home,PSV Eindhoven,Xavi Simons,,,xavi-simons,X. Simons,M,7,179,50786,M,997183,EUR,1050883200,M,7,7,False,41.0,34.0,1.0,1.0,9.0,10.0,26.0,33.0,5.0,,,,90.0,61.0,7.1,15.0,3,2.0,,3.0,7.0,,7.0,5.0,1.0,,,,4.0,2.0,,,,2.0,,1.0,1.0,1.0,1.0,XaviSimons,,1.0,,,,1.0,,,
