match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,captain,stat_challengeLost,stat_shotOffTarget,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_goalAssist,stat_aerialLost,stat_dispossessed,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_goals,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_penaltyMiss,stat_penaltyWon
11451142,home,Pendikspor,Erdem Canpolat,Erdem Canpolat,,erdem-canpolat,E. Canpolat,G,1,194.0,88,M,1066726,EUR,987120000,G,1,1,False,37.0,27.0,12.0,2.0,26.0,31.0,1.0,6.0,7.0,2.0,1.0,1.0,3.0,90.0,46.0,7.2,10.0,0.0,0.0,0.00077149,0,0.7238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451142,home,Pendikspor,Gökcan Kaya,,,gokcan-kaya,G. Kaya,M,58,180.0,19,M,342437,EUR,807753600,D,58,58,False,43.0,37.0,2.0,1.0,18.0,20.0,20.0,30.0,6.0,,,,,90.0,81.0,7.1,17.0,0.0,0.0,0.0788061,0,,7.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11451142,home,Pendikspor,Welinton,,,welinton,Welinton,D,,181.0,86,M,76529,EUR,608169600,D,23,23,False,89.0,71.0,17.0,7.0,48.0,56.0,23.0,35.0,10.0,,,,,90.0,103.0,6.9,22.0,0.0175,0.0,0.0507004,1,,2.0,,2.0,2.0,5.0,,,,2.0,2.0,2.0,2.0,True,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11451142,home,Pendikspor,Joher Khadim Rassoul,Joher,Khadim Rassoul,joher-khadim-rassoul,J. K. Rassoul,D,89,187.0,111,M,800344,EUR,820368000,D,14,14,False,67.0,62.0,6.0,4.0,53.0,56.0,9.0,11.0,7.0,,,,,89.0,74.0,6.9,5.0,0.1816,0.0,0.00785494,0,,,,2.0,,3.0,,5.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11451142,home,Pendikspor,Nuno Sequeira,,,nuno-sequeira,N. Sequeira,D,6,184.0,51,M,170117,EUR,651024000,D,6,6,False,63.0,52.0,10.0,3.0,30.0,34.0,23.0,32.0,5.0,,,,,90.0,80.0,7.1,17.0,0.0,0.0,0.150924,0,,3.0,1.0,,2.0,3.0,,1.0,,2.0,1.0,3.0,1.0,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
11451142,home,Pendikspor,Abdoulay Diaby,,,abdoulay-diaby,A. Diaby,F,23,173.0,494,M,115718,EUR,674784000,M,21,21,False,26.0,23.0,,,7.0,7.0,16.0,19.0,4.0,,,,,64.0,32.0,6.6,7.0,0.0757,0.0,0.0136465,1,,,,,4.0,,,,,,,3.0,,,,1.0,,,1.0,,3.0,1.0,,,,,,,,,,,,,,
11451142,home,Pendikspor,Josip Vuković,,,josip-vukovic,J. Vuković,M,44,186.0,113,M,137635,EUR,704764800,M,4,4,False,44.0,36.0,2.0,1.0,21.0,25.0,15.0,19.0,6.0,,,,,90.0,54.0,6.7,9.0,0.1883,0.0,0.0204939,1,,,,1.0,,4.0,1.0,1.0,2.0,,,1.0,,,,1.0,,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,,
11451142,home,Pendikspor,Arnaud Lusamba,,,arnaud-lusamba,A. Lusamba,M,11,180.0,284,M,361342,EUR,852336000,M,66,66,False,47.0,43.0,4.0,3.0,17.0,19.0,26.0,28.0,6.0,,,,,89.0,61.0,6.7,7.0,0.0127,0.0,0.0228114,1,,,,2.0,6.0,5.0,2.0,3.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,
11451142,home,Pendikspor,Halil Akbunar,,,halil-akbunar,H. Akbunar,M,77,170.0,140,M,217782,EUR,752803200,M,11,11,False,43.0,33.0,2.0,1.0,12.0,13.0,22.0,34.0,9.0,,,,,90.0,57.0,7.1,16.0,0.0213,0.0357,0.069359,1,,4.0,1.0,,5.0,4.0,3.0,,1.0,2.0,2.0,1.0,,,,,,,3.0,,,1.0,2.0,,1.0,1.0,,,,,,,,,,
11451142,home,Pendikspor,Thuram,,,thuram,Thuram,F,34,183.0,66,M,329255,EUR,665366400,F,34,34,False,33.0,24.0,1.0,,7.0,7.0,17.0,28.0,5.0,,,,,90.0,55.0,6.7,19.0,0.3895,0.0,0.0251996,3,,2.0,,1.0,8.0,7.0,1.0,,1.0,3.0,2.0,5.0,1.0,,1.0,2.0,,3.0,1.0,,4.0,2.0,,1.0,,,1.0,,,,,,,,,
