match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,stat_outfielderBlock,stat_wasFouled,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_totalCross,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_accurateCross,stat_goalAssist,player_sofascoreId,stat_bigChanceCreated,stat_goals
10980654,home,Preston North End,Freddie Woodman,freddie-woodman,F. Woodman,G,28,187,5393,M,284417,EUR,857433600,G,1,1,False,34.0,15.0,31.0,12.0,4.0,6.0,11.0,28.0,1.0,10.0,1.0,1.0,3.0,2.0,2.0,90.0,41.0,6.2,19.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980654,home,Preston North End,Jordan Storey,jordan-storey,J. Storey,D,14,188,66,M,845941,EUR,873158400,D,14,14,False,26.0,19.0,5.0,2.0,12.0,13.0,7.0,13.0,2.0,3.0,,,,,,90.0,38.0,6.5,11.0,1,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10980654,home,Preston North End,Liam Lindsay,liam-lindsay,L. Lindsay,D,6,193,77,M,331219,EUR,813456000,D,6,6,False,25.0,22.0,4.0,2.0,15.0,16.0,7.0,9.0,3.0,3.0,,,,,,90.0,37.0,6.8,4.0,0,2.0,2.0,2.0,3.0,,2.0,1.0,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,
10980654,home,Preston North End,Andrew Hughes,andrew-hughes,A. Hughes,D,16,188,50,M,78368,EUR,707702400,D,16,16,False,29.0,21.0,4.0,1.0,16.0,20.0,5.0,9.0,4.0,9.0,,,,,,90.0,44.0,6.8,9.0,1,2.0,1.0,4.0,6.0,,1.0,,,,,,,1.0,1.0,1.0,4.0,3.0,2.0,,,,,,,,,,
10980654,home,Preston North End,Alan Browne,alan-browne,A. Browne,M,16,179,247,M,247459,EUR,797904000,M,8,8,False,29.0,22.0,7.0,3.0,12.0,15.0,10.0,18.0,,11.0,,,,,,90.0,67.0,6.5,23.0,0,2.0,3.0,8.0,10.0,,4.0,5.0,,,,,3.0,4.0,2.0,,2.0,1.0,,True,4.0,1.0,3.0,,,,,,
10980654,home,Preston North End,Benjamin Whiteman,benjamin-whiteman,B. Whiteman,M,4,185,112,M,775063,EUR,834969600,M,4,4,False,29.0,20.0,2.0,1.0,11.0,13.0,9.0,17.0,,3.0,,,,,,90.0,38.0,6.1,12.0,1,,,5.0,2.0,,,2.0,,,,,,,,,2.0,1.0,2.0,,1.0,3.0,,1.0,,,,,
10980654,home,Preston North End,Ryan Ledson,ryan-ledson,R. Ledson,M,4,175,59,M,361322,EUR,871948800,M,18,18,False,25.0,17.0,8.0,4.0,8.0,8.0,9.0,17.0,2.0,6.0,,,,,,70.0,37.0,7.3,8.0,1,1.0,2.0,1.0,8.0,,1.0,,,,,1.0,2.0,,,,4.0,2.0,,,,,,1.0,,,,,
10980654,home,Preston North End,Ali McCann,alistair-mccann,A. McCann,M,8,176,112,M,891870,EUR,944265600,M,13,13,False,24.0,22.0,1.0,,8.0,8.0,14.0,16.0,,2.0,,,,,,78.0,32.0,6.7,4.0,0,,,2.0,5.0,,,,1.0,,,,1.0,2.0,1.0,,3.0,1.0,,,,,1.0,,,,,,
10980654,home,Preston North End,Robbie Brady,robbie-brady,R. Brady,M,11,175,409,M,267621,EUR,695347200,M,11,11,False,27.0,17.0,4.0,1.0,6.0,9.0,13.0,23.0,5.0,6.0,,,,,,78.0,47.0,6.8,14.0,0,1.0,1.0,1.0,3.0,,1.0,,,,,,,,,,2.0,1.0,,,5.0,,,,2.0,,,,
10980654,home,Preston North End,Thomas Cannon,cannon-thomas,T. Cannon,F,7,182,565,M,1005766,EUR,1041033600,F,28,28,False,17.0,7.0,,,2.0,3.0,5.0,14.0,,2.0,,,,,,90.0,26.0,6.4,14.0,1,6.0,4.0,8.0,5.0,,,4.0,,,,,1.0,,,1.0,,,1.0,,,2.0,,,,,,,
