match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_clearanceOffLine,stat_outfielderBlock,stat_expectedGoals,stat_fouls,stat_totalContest,captain,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_keyPass,stat_penaltyMiss,stat_accurateCross,stat_hitWoodwork,stat_bigChanceCreated,stat_lastManTackle,player_sofascoreId,stat_penaltySave,stat_penaltyFaced,stat_errorLeadToAShot,stat_totalOffside,stat_penaltyConceded
12450244,home,Le Havre,Mathieu Gorgelin,mathieu-gorgelin,M. Gorgelin,G,16,187,120,M,123226,EUR,649814400,G,1,1,False,28.0,23.0,15.0,10.0,0.0,19.0,19.0,4.0,9.0,2.0,2.0,1.0,6.0,3.0,1.0,1.0,1.0,90.0,37.0,7.2,5.0,0.00064386,0,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450244,home,Le Havre,Loic Négo,loic-nego,L. Négo,D,7,179,819,M,54308,EUR,663897600,D,7,7,False,51.0,39.0,5.0,3.0,0.0,23.0,32.0,16.0,20.0,2.0,4.0,5.0,1.0,,,,,90.0,71.0,6.6,17.0,0.0170499,0,,,,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12450244,home,Le Havre,Étienne Youte Kinkoue,etienne-youte-kinkoue,É. Y. Kinkoue,D,6,195,254,M,980406,EUR,1010966400,D,6,6,False,45.0,41.0,7.0,5.0,0.0,26.0,27.0,15.0,18.0,1.0,2.0,2.0,4.0,,,,,90.0,55.0,7.4,5.0,0.0173314,1,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0887,,,,,,,,,,,,,,,,,,,,
12450244,home,Le Havre,Gautier Lloris,gautier-lloris,G. Lloris,D,4,188,195,M,287887,EUR,806025600,D,4,4,False,35.0,27.0,6.0,2.0,0.0,19.0,23.0,8.0,12.0,2.0,4.0,4.0,2.0,,,,,90.0,46.0,6.9,8.0,0.00343445,0,,,,,1.0,3.0,,,1.0,1.0,1.0,,1.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,
12450244,home,Le Havre,Fodé Ballo-Touré,fode-ballo-toure,F. Ballo-Touré,D,97,177,1466,M,788170,EUR,852249600,D,97,97,False,8.0,7.0,,,0.0,5.0,6.0,2.0,2.0,,2.0,1.0,1.0,,,,,16.0,13.0,6.4,2.0,0.00044397,0,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
12450244,home,Le Havre,Abdoulaye Touré,abdoulaye-toure,A. Touré,M,94,187,3161,M,149732,EUR,762652800,M,94,94,False,45.0,35.0,6.0,4.0,0.0,17.0,19.0,18.0,26.0,1.0,6.0,1.0,10.0,,,,,90.0,59.0,7.5,12.0,0.0201262,4,,,,,,2.0,,2.0,,2.0,2.0,,2.0,1.0,2.0,,,1.0245,,1.0,True,1.0,1.0,1.0,1.0,1.3587,1.0,1.0,,,,,,,,,,
12450244,home,Le Havre,Mahamadou Diawara,mahamadou-diawara,M. Diawara,M,34,187,449,M,1402751,EUR,1108512000,M,34,34,False,23.0,20.0,1.0,1.0,0.0,11.0,12.0,9.0,11.0,,5.0,1.0,6.0,,,,,67.0,39.0,7.3,5.0,0.0149728,1,,Mahamadou Diawara,,,,1.0,,,1.0,2.0,1.0,1.0,2.0,,1.0,,,0.0595,1.0,1.0,,1.0,,,,0.2198,1.0,,,,,,,,,,,
12450244,home,Le Havre,Josué Casimir,josue-casimir,J. Casimir,M,7,178,9086,M,1035986,EUR,1001289600,M,10,10,False,23.0,16.0,2.0,2.0,0.0,11.0,11.0,6.0,21.0,,5.0,1.0,3.0,,,,,85.0,50.0,7.1,22.0,0.0642809,2,,,,9.0,,3.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,,1.0,,,0.0594,,2.0,,2.0,1.0,,,0.0304,,,1.0,,,,,,,,,
12450244,home,Le Havre,Yassine Kechta,yassine-kechta,Y. Kechta,M,8,166,2008,M,1000442,EUR,1014595200,M,8,8,False,27.0,22.0,4.0,4.0,0.0,8.0,11.0,14.0,18.0,3.0,7.0,3.0,2.0,,,,,90.0,45.0,6.7,10.0,0.0226263,0,,,,2.0,3.0,9.0,1.0,,1.0,3.0,,1.0,,,,,,,3.0,3.0,,1.0,,,,,1.0,,,,,,,,,,,
12450244,home,Le Havre,Issa Soumaré,issa-soumare,I. Soumaré,F,45,182,607,M,1001458,EUR,971136000,M,45,45,False,23.0,17.0,2.0,2.0,0.0,7.0,7.0,11.0,18.0,3.0,8.0,,3.0,,,,,85.0,41.0,7.2,12.0,0.148514,0,,,,2.0,,2.0,2.0,,1.0,1.0,,4.0,3.0,,,,2.0,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,
