match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_unsuccessfulTouch,captain,stat_aerialLost,stat_duelLost,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_blockedScoringAttempt,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_dispossessed,stat_bigChanceCreated,stat_totalContest,stat_wonContest,stat_ownGoals,stat_errorLeadToAShot,stat_totalOffside,player_sofascoreId,stat_hitWoodwork
14771796,home,Al-Okhdood,Rakan Najjar,rakan-najjar,R. Najjar,G,1,187.0,31,M,869271,EUR,801792000,G,1,1,False,26.0,13.0,18.0,5.0,0.0,11.0,16.0,2.0,10.0,1.0,2.0,1.0,7.0,1.0,2.0,4.0,5.0,1.0,90.0,37.0,8.5,13.0,0.00056496,1.319,0,-0.1407,-0.05,0.0,-0.1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771796,home,Al-Okhdood,Naif Assery,naif-assery,N. Assery,D,15,181.0,16,M,1394760,EUR,982454400,D,15,15,False,15.0,7.0,1.0,,0.0,5.0,8.0,2.0,7.0,,1.0,3.0,3.0,1.0,,,,,59.0,36.0,6.4,13.0,0.00297215,,0,,-0.07,0.05,-0.05,,Naif Assery,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771796,home,Al-Okhdood,Saeed Al-Rabiei,saeed-al-rabiei,S. Al-Rabiei,D,4,187.0,32,M,954639,EUR,746841600,D,4,4,False,47.0,38.0,10.0,2.0,0.0,27.0,27.0,11.0,20.0,6.0,6.0,5.0,2.0,,,,,,90.0,63.0,9.0,10.0,0.0212107,,5,,0.21,0.15,0.16,,,,,,1.0,True,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,0.6312,1.4004,1.0,0.82,,,,,,,,,,,,,
14771796,home,Al-Okhdood,Gökhan Gül,gokhan-gul,G. Gül,M,17,180.0,107,M,797820,EUR,900633600,D,17,17,False,32.0,25.0,8.0,4.0,1.0,16.0,17.0,9.0,15.0,,1.0,7.0,4.0,1.0,,,,,90.0,54.0,7.1,11.0,0.191596,,3,,0.29,0.17,-0.04,,,,6.0,2.0,,,,,,1.0,,,,2.0,,0.2336,,2.0,-0.2,2.0,,,,,,,,,,,,
14771796,home,Al-Okhdood,Koray Günter,koray-gunter,K. Günter,D,22,185.0,219,M,138165,EUR,776995200,D,22,22,False,42.0,39.0,9.0,7.0,0.0,31.0,32.0,8.0,10.0,1.0,1.0,4.0,5.0,,,,,,90.0,51.0,6.8,3.0,0.00195717,,2,,0.06,0.05,-0.15,,,,,,,,,1.0,,,,,,1.0,,0.0625,,,0.01,2.0,1.0,,,,,,,,,,,
14771796,home,Al-Okhdood,Ali Al-Salem,ali-al-salem,A. Al-Salem,D,2,181.0,21,M,990189,EUR,903052800,D,3,3,False,22.0,14.0,4.0,,0.0,8.0,10.0,6.0,12.0,,2.0,,7.0,1.0,,,,,90.0,41.0,6.1,14.0,0.0760771,,2,,0.17,-1.0,-0.16,,,,2.0,1.0,2.0,,1.0,2.0,1.0,,2.0,,,2.0,1.0,0.1673,0.3571,1.0,0.09,,,1.0,1.0,,,,,,,,,
14771796,home,Al-Okhdood,Christian Bassogog,christian-bassogog,C. Bassogog,M,13,173.0,2514,M,818218,EUR,813974400,M,13,13,False,15.0,13.0,1.0,,0.0,5.0,5.0,8.0,10.0,,,3.0,3.0,,,,,,78.0,38.0,6.7,12.0,0.097631,,3,,0.42,0.06,0.14,,,,8.0,3.0,2.0,,1.0,4.0,,1.0,1.0,,,,,0.1414,0.0806,3.0,-0.39,1.0,,,,3.0,1.0,,,,,,,
14771796,home,Al-Okhdood,Juan Pedroza,juan-pedroza,J. Pedroza,M,18,176.0,186,M,972585,EUR,923529600,M,18,18,False,36.0,28.0,6.0,3.0,0.0,12.0,13.0,16.0,23.0,,4.0,1.0,3.0,1.0,,,,,90.0,45.0,6.9,9.0,0.103498,,1,,0.33,0.18,-0.11,,,,1.0,1.0,1.0,,1.0,4.0,,,1.0,,,,2.0,0.0222,0.155,1.0,-0.13,,1.0,3.0,2.0,,,,,,,,,
14771796,home,Al-Okhdood,Mohammed Petros,petros,Petros,M,,182.0,273,M,552678,EUR,612403200,M,6,6,False,50.0,43.0,5.0,3.0,0.0,15.0,17.0,28.0,33.0,1.0,3.0,1.0,9.0,1.0,,,,,90.0,68.0,6.5,10.0,0.0190032,,1,,0.25,0.18,-0.73,,,,,,3.0,,,5.0,,,1.0,,,2.0,1.0,0.0145,0.0268,2.0,-0.11,,4.0,,,,,2.0,2.0,1.0,,,,
14771796,home,Al-Okhdood,Khaled Narey,khaled-narey,K. Narey,M,7,180.0,366,M,190065,EUR,774921600,M,7,7,False,21.0,18.0,,,1.0,8.0,8.0,10.0,13.0,1.0,3.0,,4.0,,,,,,90.0,45.0,7.0,14.0,0.473944,,1,,0.42,0.24,-0.17,,,,6.0,2.0,5.0,,,5.0,,,1.0,,,1.0,,0.0577,0.2876,3.0,-0.36,,3.0,,,,1.0,4.0,2.0,,,,,
