match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialLost,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_shotOffTarget,stat_fouls,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_unsuccessfulTouch,stat_keyPass,stat_bigChanceCreated,captain,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
10652679,home,Manchester United,David De Gea,,,david-de-gea,D. De Gea,G,43,192,23723,M,d_degea,69378,EUR,657936000,G,1,1,False,29.0,18.0,16.0,5.0,14.0,15.0,4.0,14.0,7.0,2.0,3.0,4.0,90.0,40.0,7.9,11.0,0.0,0.0,0.0003561,0,0.7086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10652679,home,Manchester United,Aaron Wan-Bissaka,,,aaron-wan-bissaka,A. Wan-Bissaka,D,29,183,18282,M,awbissaka,863653,EUR,880502400,D,29,29,False,44.0,32.0,5.0,3.0,21.0,26.0,11.0,18.0,3.0,,,,90.0,65.0,7.3,13.0,0.0266,0.0,0.00601364,1,,2.0,1.0,6.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
10652679,home,Manchester United,Raphaël Varane,,,raphael-varane,R. Varane,D,,191,10134,M,raphael_varane,138310,EUR,735696000,D,19,19,False,37.0,31.0,1.0,1.0,28.0,32.0,3.0,5.0,3.0,,,,90.0,48.0,7.3,6.0,0.2508,0.2125,0.00059238,1,,1.0,2.0,4.0,1.0,1.0,,3.0,2.0,,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10652679,home,Manchester United,Lisandro Martínez,,,lisandro-martinez,L. Martínez,D,6,175,51689,M,LichaMartínez,859999,EUR,885081600,D,6,6,False,50.0,44.0,7.0,2.0,35.0,37.0,9.0,13.0,9.0,,,,89.0,66.0,7.2,6.0,0.0852,0.0,0.00767446,2,,1.0,1.0,3.0,1.0,1.0,,5.0,,1.0,,,1.0,,,,,2.0,1.0,,,,,,,,,,,
10652679,home,Manchester United,Luke Shaw,,,luke-shaw,L. Shaw,D,23,178,17970,M,lukeshaw23,190839,EUR,805507200,D,23,23,False,44.0,37.0,3.0,3.0,18.0,21.0,22.0,31.0,4.0,,,,90.0,82.0,8.1,14.0,0.132,0.0,0.130119,1,,1.0,5.0,7.0,1.0,1.0,1.0,2.0,1.0,,4.0,1.0,1.0,1.0,,,,,3.0,8.0,3.0,1.0,1.0,4.0,,,,,,
10652679,home,Manchester United,Casemiro,,,casemiro,Casemiro,M,18,185,86039,M,Casemiro,122951,EUR,698803200,M,18,18,False,27.0,20.0,7.0,4.0,14.0,16.0,6.0,11.0,4.0,,,,34.0,33.0,5.7,7.0,0.0,0.0,0.00800553,0,,1.0,4.0,4.0,,,,,1.0,,3.0,3.0,,,1.0,,,,3.0,,,,,,,,,,,
10652679,home,Manchester United,Antony,,,antony,Antony,M,7,172,219783,M,Antony,958380,EUR,951350400,M,21,21,False,16.0,15.0,,,3.0,3.0,12.0,13.0,2.0,,,,74.0,28.0,6.7,5.0,0.0279,0.0,0.0727256,1,,,3.0,4.0,2.0,1.0,1.0,,,,1.0,1.0,2.0,,1.0,,,,1.0,,,,3.0,2.0,,,,,,
10652679,home,Manchester United,Jadon Sancho,,,sancho-jadon,J. Sancho,M,19,180,68579,M,JSancho,851100,EUR,953942400,M,25,25,False,32.0,30.0,,,15.0,16.0,15.0,16.0,9.0,,,,73.0,48.0,7.0,9.0,0.0,0.0,0.19789,0,,,6.0,7.0,5.0,4.0,,,1.0,,3.0,1.0,,,1.0,,,,1.0,,,3.0,3.0,1.0,1.0,,,,,
10652679,home,Manchester United,Bruno Fernandes,,,bruno-fernandes,B. Fernandes,M,8,179,235526,M,BrunoFernandes,288205,EUR,778982400,M,8,8,False,54.0,36.0,10.0,4.0,13.0,17.0,24.0,45.0,9.0,,,,90.0,73.0,7.2,29.0,0.0648,0.2059,0.120222,2,,,6.0,2.0,2.0,1.0,,1.0,1.0,,1.0,,,1.0,2.0,,1.0,1.0,1.0,8.0,1.0,1.0,2.0,2.0,1.0,True,1.0,,,
10652679,home,Manchester United,Marcus Rashford,,,marcus-rashford,M. Rashford,M,14,185,357139,M,Rashford,814590,EUR,878256000,M,10,10,False,22.0,13.0,1.0,1.0,3.0,5.0,10.0,19.0,3.0,,,,90.0,39.0,6.3,17.0,0.1781,0.0259,0.0182384,1,,2.0,5.0,3.0,1.0,,,4.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,2.0,,2.0,3.0,,,,,,,
