match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_interceptionWon,stat_wonTackle,stat_fouls,captain,stat_totalCross,stat_accurateCross,stat_goalAssist,stat_totalContest,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_clearanceOffLine,stat_punches
11409130,home,Gil Vicente,Andrew,andrew,Andrew,G,42,189,2669,M,947893,EUR,993945600,G,42,42,False,43.0,31.0,20.0,8.0,27.0,35.0,4.0,8.0,1.0,10.0,1.0,2.0,4.0,90.0,59.0,7.6,12.0,0.00078811,0,0.4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409130,home,Gil Vicente,Zé Carlos,ze-carlos,Z. Carlos,D,2,177,69,M,1001662,EUR,901843200,D,2,2,False,43.0,36.0,3.0,,25.0,27.0,11.0,16.0,,3.0,,,,81.0,55.0,6.7,10.0,0.00376004,0,,Zé,Carlos,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11409130,home,Gil Vicente,Manuel Lopes,manuel-lopes,M. Lopes,D,4,185,50,M,1066691,EUR,959558400,D,4,4,False,89.0,83.0,11.0,7.0,69.0,71.0,14.0,18.0,4.0,4.0,,,,90.0,97.0,7.1,6.0,0.0264975,0,,Manuel Lopes,,2.0,3.0,3.0,4.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11409130,home,Gil Vicente,Rúben Fernandes,ruben-fernandes,R. Fernandes,D,26,186,38,M,59751,EUR,515721600,D,26,26,False,87.0,71.0,19.0,8.0,60.0,65.0,11.0,22.0,2.0,3.0,,,,90.0,95.0,6.6,16.0,0.00524304,0,,,,2.0,2.0,2.0,4.0,,,2.0,,,,,,,True,,,,,,,,,,,,,,,,,,
11409130,home,Gil Vicente,Kiko Pereira,pereira-kiko,K. Pereira,D,5,177,18,M,1423627,EUR,936748800,D,5,5,False,30.0,21.0,1.0,,14.0,17.0,8.0,14.0,1.0,2.0,,,,71.0,53.0,7.1,13.0,0.0171545,0,,Kiko Pereira,,2.0,1.0,2.0,8.0,,,3.0,,2.0,4.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
11409130,home,Gil Vicente,Pedro Tiba,pedro-tiba,P. Tiba,M,,174,70,M,138700,EUR,588988800,M,25,25,False,57.0,49.0,8.0,6.0,31.0,35.0,18.0,23.0,1.0,8.0,,,,90.0,74.0,7.4,13.0,0.162241,1,,,,1.0,1.0,3.0,8.0,,,4.0,,2.0,3.0,,2.0,1.0,,1.0,,1.0,1.0,1.0,0.0165,1.0,,,,,,,,,,,
11409130,home,Gil Vicente,Martim Neto,neto-martim,M. Neto,M,16,185,858,M,1100646,EUR,1042502400,M,76,76,False,30.0,25.0,2.0,1.0,11.0,12.0,14.0,18.0,,7.0,,,,61.0,40.0,6.5,8.0,0.0129494,0,,,,1.0,1.0,6.0,4.0,2.0,,2.0,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,
11409130,home,Gil Vicente,Maxime Dominguez,maxime-dominguez,M. Dominguez,M,10,172,688,M,282233,EUR,823132800,M,8,8,False,46.0,37.0,4.0,3.0,13.0,14.0,25.0,39.0,2.0,5.0,,,,90.0,70.0,7.2,20.0,0.172914,1,,,,1.0,,11.0,4.0,4.0,,1.0,,,2.0,2.0,1.0,1.0,,7.0,1.0,,2.0,,0.0224,3.0,4.0,1.0,1.0,1.0,1.0,,,,,,
11409130,home,Gil Vicente,Kanya Fujimoto,kanya-fujimoto,K. Fujimoto,M,27,176,609,M,925987,EUR,930787200,M,10,10,False,27.0,23.0,1.0,1.0,10.0,12.0,13.0,15.0,,1.0,,,,81.0,32.0,6.7,5.0,0.0210653,1,,,,1.0,1.0,3.0,2.0,,,,,1.0,1.0,,,2.0,,,,,,,0.0177,,,,,1.0,1.0,,,,,,
11409130,home,Gil Vicente,Murilo Souza,murilo-souza,M. Souza,F,77,176,196,M,611880,EUR,783561600,M,77,77,False,22.0,18.0,1.0,,7.0,8.0,11.0,16.0,,4.0,,,,90.0,41.0,6.7,12.0,0.0161071,3,,,,,,6.0,5.0,,,1.0,,2.0,2.0,,1.0,2.0,,2.0,,,4.0,1.0,0.188,1.0,2.0,2.0,,1.0,,1.0,1.0,0.3847,,,
11409130,home,Gil Vicente,Roko Baturina,roko-baturina,R. Baturina,F,9,185,255,M,876036,EUR,961459200,F,21,21,False,5.0,4.0,,,1.0,1.0,3.0,4.0,,1.0,,,,61.0,7.0,6.6,1.0,0.00190908,1,,,,4.0,1.0,5.0,2.0,,,,,,1.0,,,1.0,,,,,,,0.0487,,,,,1.0,,,,,,,
11409130,home,Gil Vicente,Miguel Monteiro,miguel-monteiro,M. Monteiro,F,27,187,14,M,1484340,EUR,1059004800,F,27,27,True,3.0,,,,,,,3.0,,,,,,29.0,8.0,7.1,5.0,,1,,Miguel Monteiro,,1.0,,2.0,,,,,,1.0,,,,,,,,,,,0.0548,,1.0,,,,,,1.0,0.6027,1.0,,
11409130,home,Gil Vicente,Tidjany Touré,tidjany-toure,T. Touré,F,7,184,147,M,1445615,EUR,1026691200,F,7,7,True,10.0,8.0,,,3.0,3.0,5.0,8.0,,3.0,,,,29.0,17.0,7.2,5.0,0.00196857,0,,,,,,2.0,3.0,,1.0,2.0,,,,,1.0,,,1.0,,,3.0,,,,,1.0,,,,,,,,1.0,
11409130,home,Gil Vicente,Leonardo Buta,leonardo-buta,L. Buta,D,24,182,172,M,1120038,EUR,1023235200,D,23,23,True,11.0,9.0,1.0,1.0,5.0,6.0,4.0,5.0,1.0,2.0,,,,19.0,16.0,6.8,3.0,0.0109961,0,,,,,,,2.0,,,,,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,
11409130,home,Gil Vicente,Thomas Luciano,thomas-luciano,T. Luciano,D,18,180,68,M,1117180,EUR,1010966400,D,58,58,True,9.0,9.0,,,4.0,4.0,5.0,6.0,,,,,,9.0,15.0,6.5,6.0,0.00543593,0,,,,,1.0,2.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,
11409130,home,Gil Vicente,Roan Wilson,roan-wilson,R. Wilson,M,14,180,138,M,1001806,EUR,1020211200,M,14,14,True,10.0,10.0,,,6.0,6.0,4.0,4.0,,2.0,,,,9.0,12.0,6.4,2.0,0.182821,0,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,
11409130,home,Gil Vicente,Vinicius Dias,vinicius-dias,Vínicius,G,97,188,22,M,1010588,EUR,866678400,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409130,home,Gil Vicente,Lipe,lipe,Lipe,D,44,190,177,M,1129191,EUR,1014076800,D,35,35,True,,,,,,,,,,,,,,,,,,,0,,Lipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409130,home,Gil Vicente,Mory Gbane,gbane-mory,M. Gbane,M,24,188,509,M,1003400,EUR,977702400,M,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409130,home,Gil Vicente,Marlon,marlon,Marlon,M,20,176,128,M,965796,EUR,874281600,F,11,11,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
