match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_sofascoreId,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_totalClearance,stat_wonTackle,player_firstName,player_lastName,stat_bigChanceMissed,stat_shotOffTarget,stat_accurateCross,stat_totalOffside,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,captain,stat_goalAssist,stat_bigChanceCreated,stat_goodHighClaim,stat_outfielderBlock
10434097,home,Fenerbahçe,İrfan Can Eğribayat,irfan-can-egribayat,İ. C. Eğribayat,G,71,193,1983,M,594618,EUR,891216000,G,70,70,False,20.0,16.0,7.0,3.0,13.0,15.0,3.0,5.0,6.0,1.0,1.0,1.0,90.0,23.0,5.8,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434097,home,Fenerbahçe,Ferdi Kadıoğlu,ferdi-kadioglu,F. Kadıoğlu,D,24,174,20994,M,825844,EUR,939254400,D,7,7,False,77.0,62.0,5.0,1.0,20.0,25.0,42.0,54.0,11.0,,,,90.0,98.0,6.0,22.0,1,ferdikadioglu,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10434097,home,Fenerbahçe,Samet Akaydın,samet-akaydin,S. Akaydın,D,3,190,969,M,863600,EUR,763516800,D,3,3,False,50.0,42.0,3.0,2.0,26.0,30.0,16.0,20.0,5.0,,,,75.0,56.0,6.6,8.0,0,,,5.0,4.0,8.0,1.0,,,2.0,2.0,,,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
10434097,home,Fenerbahçe,Attila Szalai,attila-szalai,A. Szalai,D,41,192,2464,M,823092,EUR,885254400,D,41,41,False,76.0,70.0,13.0,8.0,31.0,33.0,39.0,43.0,7.0,,,,90.0,85.0,6.9,6.0,1,,,1.0,,5.0,,,,3.0,4.0,,,,,1.0,,,3.0,,,1.0,1.0,,,,,,,,,,,
10434097,home,Fenerbahçe,Ezgjan Alioski,ezgjan-alioski,E. Alioski,D,7,173,797,M,137060,EUR,697852800,D,6,6,False,59.0,56.0,5.0,3.0,19.0,20.0,38.0,43.0,6.0,,,,90.0,76.0,6.2,7.0,1,,4.0,1.0,4.0,2.0,2.0,,,1.0,,1.0,,1.0,,1.0,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,
10434097,home,Fenerbahçe,İsmail Yüksek,ismail-yuksek,İ. Yüksek,M,5,183,3147,M,952600,EUR,917308800,M,80,80,False,83.0,76.0,11.0,10.0,27.0,32.0,49.0,51.0,6.0,,,,85.0,101.0,7.3,11.0,2,,,5.0,7.0,11.0,2.0,1.0,2.0,4.0,4.0,3.0,,2.0,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,
10434097,home,Fenerbahçe,Arda Güler,arda-guler,A. Güler,M,15,176,398152,M,1091116,EUR,1109289600,M,10,10,False,71.0,67.0,5.0,4.0,13.0,13.0,55.0,63.0,8.0,,,,89.0,98.0,8.2,18.0,3,AGüler,5.0,1.0,11.0,9.0,4.0,8.0,,,2.0,4.0,,2.0,1.0,,,,2.0,Arda Guler,,,1.0,1.0,1.0,2.0,4.0,2.0,2.0,,,,,
10434097,home,Fenerbahçe,Mert Hakan Yandaş,mert-hakan-yandas,M. H. Yandaş,M,8,174,1764,M,856849,EUR,777254400,M,8,8,False,95.0,89.0,11.0,9.0,22.0,25.0,69.0,75.0,6.0,,,,85.0,111.0,7.8,11.0,1,,5.0,1.0,6.0,7.0,1.0,1.0,,,4.0,1.0,,2.0,2.0,4.0,2.0,1.0,2.0,,,,1.0,2.0,,,,,,True,1.0,,,
10434097,home,Fenerbahçe,Emre Mor,emre-mor,E. Mor,M,99,169,2594,M,826258,EUR,869702400,M,99,99,False,37.0,29.0,2.0,1.0,2.0,3.0,29.0,38.0,4.0,,,,75.0,60.0,6.9,18.0,2,,4.0,,4.0,7.0,,7.0,1.0,,,2.0,,1.0,1.0,1.0,,,,,,,,2.0,,2.0,6.0,1.0,,,,,,
10434097,home,Fenerbahçe,João Pedro Galvão,joao-pedro-galvao,João Pedro Galvão,F,9,184,2071,M,123208,EUR,700099200,F,20,20,False,10.0,7.0,,,2.0,3.0,5.0,8.0,3.0,,,,90.0,25.0,7.3,7.0,2,,1.0,3.0,7.0,6.0,,1.0,,,2.0,2.0,,1.0,3.0,,3.0,1.0,1.0,,,,1.0,,,,,1.0,1.0,,,,,
