match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,stat_aerialWon,stat_wasFouled,stat_keyPass,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_shotOffTarget,stat_errorLeadToAShot,stat_goals,captain,stat_goodHighClaim,stat_errorLeadToAGoal,stat_totalOffside
14109767,home,Galatasaray,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192.0,4886,M,754330,EUR,828662400,G,1,1,False,36.0,32.0,9.0,5.0,0.0,30.0,30.0,2.0,6.0,1.0,6.0,3.0,4.0,2.0,2.0,90.0,46.0,7.0,4.0,0.0389022,55.644979619345,9.0,45.465,12.18,0.785,0,0.5763,0.12,0.02,0.16,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109767,home,Galatasaray,Roland Sallai,roland-sallai,R. Sallai,F,7,182.0,8501,M,355088,EUR,864259200,D,7,7,False,51.0,45.0,3.0,1.0,0.0,13.0,15.0,32.0,36.0,,4.0,,,,,90.0,84.0,6.2,18.0,0.0183731,148.2903295704,16.0,106.365,21.315,,2,,0.0,0.11,-0.24,,,,rolandsallai,6.0,1.0,1.0,6.0,6.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,1.0,5.0,1.0,0.3277,67.316427096466,4.0,-0.53,,,,,,,,,,,,,,,
14109767,home,Galatasaray,Davinson Sánchez,davinson-sanchez,D. Sánchez,D,6,187.0,12299,M,566102,EUR,834537600,D,6,6,False,79.0,65.0,6.0,5.0,0.0,29.0,31.0,36.0,48.0,4.0,5.0,,,,,90.0,95.0,6.9,14.0,0.0141204,271.34297043579,29.0,181.545,25.725,,0,,0.19,0.16,-0.06,,,,DAVINSON,,,1.0,6.0,7.0,1.0,,,,,1.0,4.0,1.0,,4.0,,43.970828830957,2.0,,1.0,2.0,1.0,,,,,,,,,,,,
14109767,home,Galatasaray,Abdülkerim Bardakcı,abdulkerim-bardakci,A. Bardakcı,D,42,185.0,6104,M,178963,EUR,778896000,D,42,42,False,88.0,78.0,8.0,5.0,0.0,44.0,47.0,34.0,41.0,1.0,5.0,,,,,90.0,99.0,7.6,13.0,0.202806,239.15799539482,27.0,130.83,34.65,,1,,0.54,0.12,0.19,,,,abdulkerimbard1,2.0,1.0,4.0,5.0,3.0,,1.0,,,,,2.0,2.0,1.0,1.0,0.0721,62.154333679216,2.0,-0.08,1.0,,1.0,1.0,1.0,1.0,0.1333,,,,,,,,
14109767,home,Galatasaray,Eren Elmalı,eren-elmali,E. Elmalı,D,17,180.0,4102,M,981483,EUR,962928000,D,17,17,False,33.0,26.0,,,0.0,14.0,15.0,12.0,18.0,,5.0,,,,,74.0,52.0,6.9,9.0,0.0680766,111.98274926722,12.0,23.31,17.745,,1,,0.16,0.01,-0.18,,,,,,,,,6.0,,,,,1.0,2.0,3.0,2.0,2.0,,0.0356,,,-0.31,,3.0,,,,,,,,,,,,,
14109767,home,Galatasaray,Mario Lemina,mario-lemina,M. Lemina,M,99,184.0,8827,M,307284,EUR,746841600,M,99,99,False,90.0,82.0,5.0,4.0,0.0,35.0,38.0,47.0,52.0,,6.0,,,,,90.0,102.0,7.3,8.0,0.335587,269.02443645203,32.0,117.915,30.135,,2,,0.51,0.16,-0.06,,,,,,,2.0,5.0,5.0,,,,,,4.0,1.0,,,3.0,0.1962,55.842415437715,2.0,-0.44,3.0,1.0,2.0,1.0,1.0,,0.258,1.0,1.0,,,,,,
14109767,home,Galatasaray,İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,20,180.0,50691,M,45853,EUR,656726400,M,20,20,False,57.0,54.0,5.0,5.0,0.0,23.0,24.0,31.0,33.0,,7.0,,,,,79.0,66.0,7.2,4.0,0.0975155,157.21276195803,17.0,12.705,12.075,,0,,0.28,0.15,-0.16,,,,IGunny,,,,1.0,4.0,,,,,,,3.0,3.0,1.0,1.0,,18.618359997594,1.0,,1.0,,2.0,,,,,,,1.0,,,,,
14109767,home,Galatasaray,Leroy Sané,leroy-sane,L. Sané,M,10,184.0,41260,M,293519,EUR,821318400,M,10,10,False,46.0,38.0,1.0,,0.0,7.0,7.0,31.0,39.0,,7.0,,,,,90.0,79.0,7.3,21.0,0.263479,185.97570323042,19.0,105.84,32.34,,1,,0.4,0.18,-0.15,,,,LeroySane,5.0,2.0,,8.0,13.0,2.0,2.0,9.0,7.0,,2.0,5.0,2.0,5.0,2.0,0.0855,81.569799628639,4.0,-0.17,,1.0,2.0,,,,,,1.0,,,,,,
14109767,home,Galatasaray,Yunus Akgün,yunus-akgun,Y. Akgün,M,11,173.0,9047,M,857738,EUR,962928000,M,11,11,False,24.0,20.0,1.0,,0.0,6.0,6.0,14.0,18.0,,3.0,,,,,90.0,41.0,5.8,12.0,0.00837752,97.241553604913,9.0,18.27,18.375,,3,,-0.2,0.13,-0.22,,,,yunusakgun17,2.0,,,9.0,2.0,4.0,2.0,4.0,1.0,,,1.0,1.0,1.0,,0.2502,,,-0.52,,,,,,,,,3.0,,,,,,
14109767,home,Galatasaray,Barış Alper Yılmaz,baris-alper-yilmaz,B. A. Yılmaz,M,53,186.0,13210,M,904096,EUR,959040000,M,53,53,False,24.0,16.0,1.0,,0.0,5.0,6.0,11.0,18.0,,1.0,,,,,90.0,60.0,7.7,22.0,0.469393,135.02743018571,15.0,26.985,18.165,,2,,0.36,0.08,-0.28,,,,barisalperyilmaz,13.0,6.0,,8.0,9.0,2.0,2.0,7.0,5.0,,1.0,,,2.0,2.0,0.2194,18.942692760006,1.0,0.53,,4.0,6.0,1.0,1.0,,0.2225,,1.0,1.0,1.0,,,,
