match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,captain,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_interceptionWon,stat_wonTackle,stat_fouls,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_outfielderBlock,stat_challengeLost,stat_aerialLost,stat_totalOffside,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_punches
12924432,home,SC Telstar,Ronald Koeman Jr,ronald-koeman-jr,R. Koeman Jr,G,1,180.0,156,M,268701,EUR,801187200,G,1,1,False,46.0,40.0,24.0,19.0,0.0,32.0,35.0,8.0,11.0,4.0,1.0,1.0,1.0,90.0,51.0,7.5,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12924432,home,SC Telstar,Mitch Apau,mitch-apau,M. Apau,D,3,180.0,27,M,74489,EUR,641174400,D,3,3,False,45.0,41.0,3.0,2.0,0.0,29.0,29.0,13.0,17.0,3.0,,,,90.0,60.0,7.2,6.0,2,,,True,1.0,1.0,2.0,1.0,7.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
12924432,home,SC Telstar,Sem Dirks,sem-dirks,S. Dirks,D,5,181.0,18,M,1050824,EUR,984528000,D,5,5,False,30.0,27.0,5.0,2.0,0.0,21.0,22.0,6.0,8.0,1.0,,,,90.0,42.0,7.3,5.0,1,Sem Dirks,,,,,2.0,4.0,6.0,1.0,,1.0,2.0,4.0,,,,2.0,4.0,3.0,,,,,,,,,,,,,
12924432,home,SC Telstar,Danny Bakker,danny-bakker,D. Bakker,D,6,178.0,76,M,302690,EUR,790214400,D,6,6,False,70.0,60.0,11.0,7.0,0.0,33.0,36.0,28.0,36.0,8.0,,,,90.0,91.0,9.0,12.0,3,,,,2.0,1.0,3.0,1.0,7.0,1.0,,1.0,3.0,2.0,,1.0,1.0,3.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,
12924432,home,SC Telstar,Tyrese Noslin,noslin-tyrese,T. Noslin,M,11,182.0,131,M,1469336,EUR,1031702400,M,11,11,False,17.0,14.0,4.0,2.0,1.0,6.0,7.0,9.0,12.0,3.0,,,,71.0,41.0,7.4,9.0,1,Tyrese Noslin,,,2.0,1.0,,4.0,4.0,3.0,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,,1.0,1.0,1.0,,,,,1.0,,,,,
12924432,home,SC Telstar,Guus Offerhaus,guus-offerhaus,G. Offerhaus,M,4,185.0,46,M,1047396,EUR,978480000,M,4,4,False,45.0,37.0,5.0,3.0,1.0,20.0,21.0,19.0,29.0,4.0,,,,86.0,56.0,7.3,14.0,1,,,,5.0,2.0,,5.0,1.0,,,,,1.0,3.0,,1.0,1.0,,3.0,,,1.0,1.0,,,,2.0,,,,,
12924432,home,SC Telstar,Nils Rossen,nils-rossen,N. Rossen,M,17,181.0,80,M,1150154,EUR,1122854400,M,17,17,False,30.0,23.0,2.0,2.0,0.0,13.0,15.0,10.0,15.0,4.0,,,,90.0,36.0,7.6,7.0,1,Nils,Rossen,,,,,1.0,4.0,,,,,2.0,,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,,1.0,,,,,
12924432,home,SC Telstar,Jeff Hardeveld,jeff-hardeveld,J. Hardeveld,M,2,184.0,73,M,385300,EUR,793843200,M,2,2,False,40.0,36.0,5.0,5.0,0.0,10.0,10.0,31.0,40.0,7.0,,,,82.0,58.0,7.6,12.0,0,,,,10.0,5.0,,1.0,1.0,,,,,1.0,1.0,,6.0,,1.0,,,,,,,,,1.0,,,,,
12924432,home,SC Telstar,Mees Kaandorp,mees-kaandorp,M. Kaandorp,M,34,174.0,53,M,893740,EUR,897264000,F,14,14,False,20.0,17.0,1.0,1.0,0.0,5.0,5.0,12.0,15.0,2.0,,,,72.0,26.0,7.2,5.0,1,,,,,,,,1.0,,,,,,2.0,,2.0,,,,1.0,1.0,,1.0,,,,,,,,,
12924432,home,SC Telstar,Zakaria Eddahchouri,zakaria-eddahchouri,Z. Eddahchouri,F,9,187.0,927,M,979476,EUR,958003200,F,10,10,False,18.0,16.0,,,0.0,2.0,2.0,15.0,18.0,2.0,,,,90.0,43.0,7.4,15.0,5,,,,2.0,1.0,1.0,7.0,2.0,4.0,,2.0,2.0,1.0,6.0,,1.0,,,2.0,,,,3.0,,,1.0,,1.0,,,,
