match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_wasFouled,stat_totalCross,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_fouls,player_firstName,player_lastName,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,captain,stat_penaltyWon,stat_onTargetScoringAttempt,stat_goals,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_punches,stat_clearanceOffLine,stat_penaltyConceded
10385445,home,Manchester City,Ederson,ederson,Ederson,G,31,188,48699,M,Ederson93,254491,EUR,745545600,G,31,31,False,30.0,23.0,15.0,8.0,22.0,23.0,1.0,7.0,7.0,1.0,1.0,90.0,38.0,7.1,7.0,0.0,0.0,0.00015477,0,0.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385445,home,Manchester City,John Stones,john-stones,J. Stones,D,5,188,22354,M,johnstones5,152077,EUR,770083200,D,5,5,False,67.0,63.0,5.0,5.0,33.0,35.0,30.0,32.0,5.0,,,90.0,73.0,7.3,4.0,0.0,0.0,0.0151603,0,,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385445,home,Manchester City,Manuel Akanji,manuel-akanji,M. Akanji,D,25,187,22699,M,manuel_akanji,383560,EUR,806112000,D,25,25,False,70.0,66.0,7.0,6.0,41.0,43.0,25.0,28.0,1.0,,,90.0,79.0,7.2,5.0,0.0,0.0,0.0109975,0,,,,3.0,1.0,,,1.0,2.0,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
10385445,home,Manchester City,Aymeric Laporte,aymeric-laporte,A. Laporte,D,14,191,10335,M,laporte27,149734,EUR,769996800,D,14,14,False,62.0,60.0,2.0,2.0,35.0,35.0,25.0,27.0,5.0,,,90.0,69.0,7.1,2.0,0.0,0.0,0.0130014,0,,3.0,3.0,3.0,3.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385445,home,Manchester City,Rico Lewis,rico-lewis,R. Lewis,D,82,170,17497,M,Rico_Lewis,1136731,EUR,1100995200,M,82,82,False,27.0,24.0,2.0,1.0,8.0,8.0,18.0,21.0,3.0,,,45.0,36.0,6.7,6.0,0.0,0.0,0.444558,0,,,,3.0,1.0,1.0,,,,1.0,2.0,1.0,,,,Rico Lewis,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10385445,home,Manchester City,Rodri,rodri,Rodri,M,16,191,88553,M,Rodri,827606,EUR,835401600,M,16,16,False,59.0,57.0,7.0,7.0,21.0,22.0,36.0,37.0,9.0,,,77.0,68.0,7.2,4.0,0.0422,0.0,0.0217859,1,,,1.0,3.0,4.0,,,1.0,,,,,3.0,1.0,2.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
10385445,home,Manchester City,Riyad Mahrez,riyad-mahrez,R. Mahrez,M,7,179,70808,M,RMahrez,158213,EUR,667094400,F,26,26,False,53.0,44.0,4.0,3.0,9.0,13.0,35.0,44.0,3.0,,,81.0,71.0,7.0,17.0,0.1407,0.0,0.18502,1,,,1.0,3.0,3.0,2.0,1.0,,,,4.0,,1.0,1.0,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
10385445,home,Manchester City,Kevin De Bruyne,kevin-de-bruyne,K. De Bruyne,M,11,181,317675,M,KDB,70996,EUR,678067200,M,17,17,False,48.0,40.0,3.0,3.0,9.0,10.0,32.0,48.0,4.0,,,77.0,68.0,7.5,22.0,0.0,0.0,0.567929,0,,,1.0,4.0,2.0,1.0,1.0,1.0,,,10.0,2.0,,,1.0,,,1.0,1.0,3.0,,,2.0,1.0,1.0,,,,,,,,,,,,,
10385445,home,Manchester City,İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,20,180,51151,M,IGunny,45853,EUR,656726400,M,8,8,False,52.0,47.0,,,11.0,12.0,36.0,41.0,10.0,,,90.0,71.0,7.0,11.0,0.4475,0.0,0.0464791,2,,1.0,2.0,5.0,5.0,1.0,,2.0,,3.0,1.0,,,,1.0,,,,2.0,2.0,2.0,2.0,1.0,,,1.0,,True,1.0,,,,,,,,,
10385445,home,Manchester City,Jack Grealish,jack-grealish,J. Grealish,M,18,180,58418,M,JGrealish,189061,EUR,810691200,F,10,10,False,49.0,43.0,2.0,2.0,16.0,18.0,28.0,35.0,4.0,,,90.0,71.0,7.5,14.0,0.5217,0.1023,0.459136,3,,2.0,1.0,8.0,8.0,5.0,1.0,1.0,,3.0,4.0,1.0,3.0,2.0,1.0,,,1.0,,2.0,1.0,,1.0,,1.0,,,,,2.0,,,,,,,,
10385445,home,Manchester City,Erling Haaland,erling-haaland,E. Haaland,F,9,194,843810,M,EHaaland,839956,EUR,964137600,F,9,9,False,7.0,6.0,,,2.0,2.0,4.0,5.0,1.0,,,61.0,16.0,9.2,2.0,1.3806,2.4309,0.0464214,4,,,1.0,,3.0,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,4.0,3.0,,,,,,,
10385445,home,Manchester City,Nathan Aké,nathan-ake,N. Aké,D,6,180,21292,M,nathanake,149663,EUR,793065600,D,6,6,True,31.0,27.0,2.0,,15.0,17.0,12.0,14.0,2.0,,,45.0,41.0,7.0,4.0,0.0,0.0,0.0154436,0,,,3.0,,3.0,,,4.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
10385445,home,Manchester City,Julián Alvarez,julian-alvarez,J. Álvarez,F,19,170,224894,M,LaAraña,944656,EUR,949276800,F,19,19,True,7.0,4.0,,,2.0,3.0,2.0,4.0,,,,29.0,11.0,6.7,4.0,0.2025,0.0759,0.0006588,1,,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,
10385445,home,Manchester City,Bernardo Silva,bernardo-silva,B. Silva,M,20,173,62967,M,BSilva,331209,EUR,776476800,M,20,20,True,8.0,7.0,,,1.0,2.0,7.0,8.0,2.0,,,13.0,10.0,6.9,2.0,0.0,0.0,0.419534,0,,,,,,,,,,,2.0,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,
