match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,player_firstName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,captain,stat_outfielderBlock,stat_unsuccessfulTouch,player_lastName,stat_onTargetScoringAttempt,stat_fouls,stat_totalOffside,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_keeperSaveValue,stat_goalkeeperValueNormalized,stat_blockedScoringAttempt,player_sofascoreId,stat_hitWoodwork
14429534,home,Al-Fateh,Amin Al-Bukhari,amin-al-bukhari,A. Al-Bukhari,G,97,194.0,341,M,818493,EUR,862531200,G,97,97,False,20.0,19.0,4.0,3.0,0.0,18.0,18.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,2.0,2.0,90.0,26.0,6.1,1.0,0.00013643,0,-0.048,0.02,0.04,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429534,home,Al-Fateh,Saeed Baattia,saeed-baattia,S. Baattia,D,15,172.0,25,M,1521953,EUR,969667200,D,15,15,False,43.0,38.0,5.0,3.0,0.0,14.0,14.0,24.0,29.0,,5.0,,,2.0,4.0,,,,67.0,63.0,6.9,11.0,0.162407,0,,0.32,0.12,-0.29,Saeed Baattia,6.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
14429534,home,Al-Fateh,Jorge Fernandes,jorge-fernandes,J. Fernandes,D,44,193.0,146,M,814673,EUR,859939200,D,44,44,False,66.0,62.0,11.0,9.0,0.0,28.0,30.0,34.0,36.0,1.0,6.0,,,9.0,4.0,,,,90.0,84.0,7.4,4.0,0.0133484,1,,0.28,0.17,-0.18,,,,3.0,,1.0,5.0,4.0,,,1.0,2.0,1.0,0.0317,-0.02,,,,,,,,,,,,,,,,,,,
14429534,home,Al-Fateh,Marwane Saadane,marwane-saadane,M. Saadane,D,17,185.0,1277,M,847714,EUR,695606400,D,17,17,False,79.0,70.0,17.0,12.0,0.0,28.0,29.0,42.0,50.0,2.0,5.0,,,6.0,7.0,,,,90.0,98.0,7.7,11.0,0.0314935,0,,0.38,0.18,0.15,,,,2.0,,1.0,2.0,2.0,1.0,,2.0,,,,,True,3.0,1.0,,,,,,,,,,,,,,,,
14429534,home,Al-Fateh,Majed Mohammed,majed-mohammed,M. Mohammed,D,50,169.0,71,M,1385284,EUR,1007337600,D,50,50,False,44.0,41.0,1.0,,0.0,12.0,14.0,29.0,30.0,,1.0,,,1.0,4.0,,,,67.0,57.0,6.1,6.0,0.0142041,0,,-0.02,0.11,-0.42,Majed Mohammed,2.0,,1.0,,,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
14429534,home,Al-Fateh,Mourad Batna,batna-mourad,M. Batna,M,11,185.0,1192,M,880790,EUR,646444800,M,11,11,False,30.0,28.0,1.0,1.0,0.0,4.0,4.0,24.0,26.0,2.0,7.0,6.0,3.0,,6.0,,,,90.0,57.0,6.6,17.0,0.041148,4,,0.05,0.27,-0.11,,8.0,1.0,6.0,2.0,,,,2.0,,1.0,,3.0,0.1263,-0.33,,,3.0,,1.0,1.0,2.0,0.2401,,,,,,,,,,,
14429534,home,Al-Fateh,Zaydou Youssouf,zaydou-youssouf,Z. Youssef,M,33,183.0,567,M,862194,EUR,931651200,M,33,33,False,53.0,47.0,10.0,7.0,0.0,15.0,16.0,32.0,37.0,2.0,8.0,1.0,1.0,,4.0,,,,90.0,64.0,8.7,8.0,0.204645,1,,0.41,0.26,-0.07,,,,4.0,1.0,2.0,3.0,3.0,2.0,1.0,,1.0,,0.041,0.54,,,1.0,,1.0,2.0,,0.4624,1.0,1.0,,,,,,,,,
14429534,home,Al-Fateh,Sofiane Bendebka,sofiane-bendebka,S. Bendebka,M,28,180.0,1218,M,845609,EUR,713318400,M,28,28,False,43.0,41.0,2.0,1.0,1.0,13.0,13.0,28.0,30.0,,3.0,1.0,1.0,,2.0,,,,89.0,49.0,6.8,3.0,0.0339302,0,,-0.06,0.11,-0.12,,1.0,,2.0,,,,,2.0,2.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
14429534,home,Al-Fateh,Amine Sbai,sbai-amine,A. Sbai,F,7,175.0,387,M,1392829,EUR,973382400,M,7,7,False,6.0,3.0,,,0.0,2.0,2.0,1.0,4.0,,2.0,1.0,1.0,,,,,,21.0,10.0,3.5,4.0,0.00016629,1,,-0.04,0.26,-0.06,,,,2.0,1.0,,,,1.0,,,,,0.0491,-0.14,,,,,1.0,1.0,,0.0254,,,,,,,,,,,
14429534,home,Al-Fateh,Abdullah Al-Anazi,abdullah-al-anazi,A. Al-Anazi,F,94,179.0,42,M,1434206,EUR,1042934400,F,94,94,False,16.0,14.0,,,0.0,6.0,6.0,8.0,10.0,,2.0,1.0,1.0,,2.0,,,,45.0,25.0,6.6,6.0,0.0522247,0,,0.21,-0.01,-0.04,Abdullah Al-Anazi,1.0,,3.0,2.0,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
