match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateLongBalls,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_wonTackle,stat_wasFouled,stat_bigChanceMissed,stat_hitWoodwork,player_sofascoreId,stat_goals,stat_goodHighClaim,stat_punches,stat_clearanceOffLine,stat_outfielderBlock,stat_errorLeadToAShot,stat_goalAssist
11068544,home,Trabzonspor,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192,4886,M,754330,EUR,828662400,G,1,1,False,True,22.0,15.0,7.0,14.0,14.0,1.0,8.0,8.0,2.0,5.0,1.0,1.0,90.0,32.0,6.8,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11068544,home,Trabzonspor,Bruno Peres,bruno-peres,B. Peres,D,13,178,204,M,243175,EUR,636249600,D,33,33,False,,71.0,61.0,6.0,26.0,30.0,36.0,48.0,10.0,,,,,90.0,113.0,7.2,22.0,1,3.0,7.0,1.0,2.0,2.0,3.0,1.0,4.0,4.0,1.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11068544,home,Trabzonspor,Marc Bartra,marc-bartra,M. Bartra,D,5,183,1897,M,99519,EUR,663897600,D,3,3,False,,89.0,74.0,9.0,37.0,43.0,37.0,48.0,4.0,,,,,90.0,100.0,6.5,18.0,1,3.0,2.0,,3.0,3.0,4.0,,2.0,1.0,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11068544,home,Trabzonspor,Stefano Denswil,stefano-denswil,S. Denswil,D,4,188,263,M,97404,EUR,736732800,D,24,24,False,,67.0,65.0,4.0,37.0,39.0,28.0,28.0,3.0,,,,,76.0,74.0,6.6,3.0,0,4.0,,,,2.0,,,2.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
11068544,home,Trabzonspor,Jens Stryger Larsen,jens-stryger-larsen,J. Stryger Larsen,D,17,180,369,M,44848,EUR,667094400,D,19,19,False,,67.0,56.0,6.0,24.0,26.0,33.0,43.0,11.0,,,,,90.0,95.0,6.1,22.0,1,1.0,2.0,1.0,1.0,12.0,4.0,,,1.0,1.0,1.0,,2.0,4.0,5.0,1.0,,,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,
11068544,home,Trabzonspor,Doğucan Haspolat,dogucan-haspolat,D. Haspolat,M,34,177,456,M,846087,EUR,950227200,M,34,34,False,,53.0,51.0,3.0,17.0,17.0,34.0,41.0,4.0,,,,,76.0,66.0,6.8,9.0,0,3.0,5.0,,,3.0,1.0,,,2.0,,2.0,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11068544,home,Trabzonspor,Manolis Siopis,manolis-siopis,M. Siopis,M,6,168,971,M,136675,EUR,768873600,M,6,6,False,,50.0,46.0,4.0,12.0,13.0,34.0,38.0,4.0,,,,,61.0,57.0,6.6,6.0,1,4.0,1.0,,1.0,6.0,4.0,,,,,,,,2.0,2.0,2.0,,,,3.0,1.0,,1.0,,1.0,,,,,,,,,,
11068544,home,Trabzonspor,Abdülkadir Ömür,abdulkadir-omur,A. Ömür,M,10,168,642,M,826155,EUR,930268800,M,10,10,False,,55.0,52.0,,10.0,10.0,42.0,46.0,6.0,,,,,90.0,73.0,6.8,8.0,4,,1.0,,,8.0,7.0,,,,2.0,2.0,1.0,1.0,4.0,5.0,4.0,1.0,,,1.0,1.0,,3.0,1.0,1.0,1.0,2.0,,,,,,,,
11068544,home,Trabzonspor,Maximiliano Gómez,maximiliano-gomez,M. Gómez,F,9,186,1052,M,805245,EUR,839980800,M,30,30,False,,38.0,30.0,1.0,7.0,7.0,24.0,44.0,,,,,,90.0,69.0,6.9,25.0,6,1.0,13.0,1.0,5.0,9.0,10.0,2.0,1.0,1.0,,1.0,1.0,1.0,6.0,4.0,2.0,3.0,,,,,,1.0,,3.0,,,,,,,,,,
11068544,home,Trabzonspor,Mahmoud Trézéguet,mahmoud-trezeguet,M. Trézéguet,M,7,179,38551,M,295361,EUR,780969600,M,27,27,False,,19.0,16.0,,2.0,2.0,14.0,18.0,1.0,,,,,34.0,35.0,6.3,12.0,3,,1.0,,,6.0,,1.0,,,,2.0,,1.0,1.0,2.0,,,,,,3.0,,2.0,,,,,mahmoudtrezeguet,,,,,,,
11068544,home,Trabzonspor,Umut Bozok,umut-bozok,U. Bozok,F,19,178,386,M,869839,EUR,843091200,F,9,9,False,,22.0,16.0,,5.0,5.0,11.0,17.0,7.0,,,,,45.0,37.0,6.5,12.0,2,,,,,8.0,3.0,1.0,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,1.0,5.0,,,,2.0,1.0,,,,,,,,,
11068544,home,Trabzonspor,Naci Ünüvar,naci-unuvar,N. Ünüvar,M,9,168,1163,M,954317,EUR,1055462400,F,23,23,True,,26.0,22.0,2.0,4.0,4.0,18.0,23.0,1.0,,,,,64.0,40.0,7.0,7.0,2,1.0,1.0,,,4.0,3.0,1.0,,,1.0,,2.0,2.0,,3.0,2.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,
11068544,home,Trabzonspor,Yusuf Yazıcı,yusuf-yazici,Y. Yazıcı,M,97,183,2251,M,827804,EUR,854496000,M,61,61,True,,12.0,9.0,,1.0,1.0,8.0,12.0,1.0,,,,,45.0,24.0,7.0,8.0,1,,1.0,,,1.0,2.0,1.0,,,,3.0,,1.0,,2.0,1.0,,,,,,,,,1.0,,,,1.0,,,,,,
