match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,player_sofascoreId,captain,stat_dispossessed,stat_fouls,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_totalOffside,stat_goals,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_bigChanceMissed
10382263,home,FC Twente,Ricky van Wolfswinkel,ricky-van-wolfswinkel,R. van Wolfswinkel,F,9,186,794,M,35193,EUR,601862400,F,9,9,False,43.0,30.0,3.0,2.0,12.0,15.0,19.0,30.0,7.0,3.0,1.0,8.0,,,89.0,61.0,7.0,18.0,1,,2.0,1.0,2.0,2.0,7.0,,,1.0,,1.0,3.0,1.0,,,1.0,2.0,,,,,,,1.0,,,,,,
10382263,home,FC Twente,Julio Pleguezuelo,julio-pleguezuelo,J. Pleguezuelo,D,5,180,108,M,788238,EUR,854236800,D,4,4,True,26.0,17.0,7.0,4.0,12.0,16.0,5.0,10.0,5.0,1.0,1.0,3.0,,,55.0,38.0,6.3,11.0,0,,,,,4.0,1.0,4.0,3.0,,,1.0,,,,,,1.0,,,,1.0,,,,,,,1.0,,
10382263,home,FC Twente,Virgil Misidjan,virgil-misidjan,V. Misidjan,F,7,173,282,M,148623,EUR,743472000,F,10,10,True,8.0,6.0,,,2.0,2.0,4.0,7.0,1.0,2.0,,2.0,,,45.0,19.0,6.4,8.0,3,,1.0,,,1.0,3.0,,1.0,,,3.0,,1.0,,,,1.0,,,3.0,,,,,,1.0,,,,
10382263,home,FC Twente,Sem Steijn,sem-steijn,S. Steijn,M,14,173,3417,M,944467,EUR,1005523200,M,14,14,True,3.0,2.0,1.0,1.0,,,2.0,3.0,,,,2.0,,,10.0,3.0,6.5,1.0,0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
10382263,home,FC Twente,Alfons Sampsted,alfons-sampsted,A. Sampsted,D,2,180,197,M,842536,EUR,891820800,D,12,12,True,1.0,,1.0,,,,,1.0,,,,1.0,,,1.0,3.0,,2.0,0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
10382263,home,FC Twente,Max Bruns,max-bruns,M. Bruns,D,38,186,104,M,1091627,EUR,1036540800,M,38,38,True,,,,,,,,,,,,,,,1.0,2.0,,1.0,0,,,,,,,1.0,,,,1.0,,,,,,,,,,,Max Bruns,,,,,,,,
10382263,home,FC Twente,Issam El Maach,issam-el-maach,I. E. Maach,G,16,187,445,M,904775,EUR,949363200,G,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382263,home,FC Twente,Przemysław Tytoń,przemyslaw-tyton,P. Tytoń,G,22,195,453,M,27691,EUR,536716800,G,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382263,home,FC Twente,Gijs Besselink,besselink-gijs,G. Besselink,M,6,180,105,M,1440801,EUR,1087344000,M,41,41,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382263,home,FC Twente,Sander Sybrandy,sybrandy-sander,S. Sybrandy,F,,174,9,M,1384485,EUR,1080691200,F,42,42,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Sander Sybrandy,,,,,,,,
10382263,away,AZ Alkmaar,Mathew Ryan,mathew-ryan,M. Ryan,G,13,184,1521,M,134029,EUR,702691200,G,1,1,False,37.0,24.0,25.0,12.0,20.0,27.0,4.0,10.0,1.0,,,6.0,,2.0,90.0,45.0,6.3,13.0,1,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,
10382263,away,AZ Alkmaar,Yukinari Sugawara,yukinari-sugawara,Y. Sugawara,D,3,179,2828,M,905347,EUR,962150400,D,2,2,False,49.0,39.0,6.0,,25.0,28.0,15.0,24.0,4.0,,,12.0,,,90.0,80.0,7.2,17.0,1,,3.0,1.0,,1.0,1.0,2.0,,2.0,2.0,,1.0,2.0,,,1.0,,,,,1.0,,,1.0,1.0,,,,,
10382263,away,AZ Alkmaar,Wouter Goes,wouter-goes,W. Goes,D,3,187,709,M,1145982,EUR,1086825600,D,46,46,False,15.0,10.0,6.0,2.0,9.0,13.0,1.0,2.0,3.0,1.0,1.0,3.0,,,45.0,27.0,6.4,7.0,0,,,,1.0,1.0,4.0,5.0,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,
10382263,away,AZ Alkmaar,Pantelis Hatzidiakos,hatzidiakos-pantelis,P. Hatzidiakos,D,6,185,761,M,822163,EUR,853545600,D,3,3,False,60.0,55.0,4.0,3.0,33.0,34.0,22.0,26.0,2.0,,,6.0,,,90.0,75.0,6.9,6.0,0,,,,1.0,1.0,2.0,7.0,,,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,
10382263,away,AZ Alkmaar,Miloš Kerkez,milos-kerkez,M. Kerkez,D,6,180,25965,M,1097425,EUR,1068163200,D,5,5,False,14.0,9.0,1.0,1.0,4.0,7.0,5.0,7.0,2.0,,,1.0,,,61.0,31.0,6.5,9.0,0,,,,1.0,1.0,1.0,3.0,,,,2.0,1.0,1.0,miloskerkez,,,,,,,1.0,Milos,Kerkez,,,,,,,
10382263,away,AZ Alkmaar,Tijjani Reijnders,tijjani-reijnders,T. Reijnders,M,4,185,38542,M,893549,EUR,901670400,M,6,6,False,56.0,42.0,5.0,2.0,15.0,20.0,27.0,36.0,5.0,2.0,2.0,8.0,,,90.0,68.0,7.1,15.0,2,,,,,2.0,,2.0,2.0,,,1.0,1.0,1.0,tijjanireijnders,,,,,1.0,,,,,1.0,,,,,,
10382263,away,AZ Alkmaar,Jordy Clasie,jordy-clasie,J. Clasie,M,8,169,219,M,116946,EUR,677980800,M,8,8,False,68.0,57.0,9.0,3.0,21.0,24.0,36.0,46.0,3.0,1.0,1.0,14.0,,,90.0,80.0,6.9,14.0,0,,2.0,,,,4.0,2.0,2.0,1.0,,,1.0,,,True,1.0,1.0,2.0,,,,,,,,,,,,
10382263,away,AZ Alkmaar,Jens Odgaard,jens-odgaard,J. Odgaard,M,21,188,1839,M,826064,EUR,922838400,M,7,7,False,10.0,8.0,2.0,1.0,3.0,3.0,5.0,7.0,9.0,5.0,1.0,1.0,,,60.0,34.0,6.2,11.0,1,,,,1.0,3.0,9.0,,,2.0,2.0,3.0,3.0,1.0,,,1.0,,3.0,1.0,,1.0,,,,,,,,,
10382263,away,AZ Alkmaar,Sven Mijnans,sven-mijnans,S. Mijnans,M,10,190,1199,M,980671,EUR,952560000,M,16,16,False,24.0,18.0,1.0,,8.0,10.0,10.0,15.0,,1.0,,2.0,,,78.0,37.0,5.4,15.0,1,,1.0,,1.0,,8.0,,2.0,,,4.0,,,,,3.0,,3.0,1.0,,,,,,,,,,,1.0
10382263,away,AZ Alkmaar,Jesper Karlsson,jesper-karlsson,J. Karlsson,F,11,179,1275,M,834597,EUR,901324800,M,11,11,False,24.0,17.0,1.0,,3.0,5.0,15.0,23.0,,2.0,,3.0,,,90.0,35.0,6.8,14.0,2,,4.0,1.0,2.0,,6.0,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,,
10382263,away,AZ Alkmaar,Vangelis Pavlidis,vangelis-pavlidis,V. Pavlidis,F,14,186,15284,M,795236,EUR,911606400,F,9,9,False,23.0,18.0,,,10.0,10.0,8.0,13.0,5.0,2.0,1.0,,,,60.0,33.0,6.3,11.0,1,,,,3.0,4.0,10.0,1.0,,,,3.0,,,vangelis_pavlidis,,2.0,2.0,2.0,,1.0,,,,,,,,,,
10382263,away,AZ Alkmaar,Sam Beukema,sam-beukema,S. Beukema,D,31,188,2244,M,898815,EUR,911260800,D,31,31,True,38.0,31.0,2.0,1.0,22.0,25.0,9.0,13.0,3.0,,,4.0,,,45.0,44.0,7.2,7.0,1,,,,2.0,1.0,2.0,1.0,,2.0,2.0,,,,,,,,,1.0,,2.0,,,,,,,,,
10382263,away,AZ Alkmaar,Mexx Meerdink,mexx-meerdink,M. Meerdink,F,35,182,933,M,1153117,EUR,1059004800,F,35,35,True,6.0,1.0,1.0,,,1.0,1.0,6.0,2.0,,,,,,30.0,11.0,6.1,7.0,1,,1.0,,3.0,1.0,5.0,,,,,1.0,1.0,,,,,2.0,,,1.0,,,,,,2.0,,,,1.0
10382263,away,AZ Alkmaar,Mayckel Lahdo,mayckel-lahdo,M. Lahdo,F,23,171,501,M,1046028,EUR,1041206400,F,23,23,True,17.0,15.0,,,5.0,6.0,10.0,11.0,2.0,2.0,1.0,2.0,,,30.0,22.0,6.8,4.0,0,,,,3.0,,4.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,Mayckel Lahdo,,,1.0,,,,,
10382263,away,AZ Alkmaar,Mees de Wit,mees-de-wit,M. de Wit,D,34,178,170,M,893559,EUR,892771200,D,34,34,True,25.0,23.0,2.0,2.0,12.0,12.0,11.0,14.0,,,,3.0,,,29.0,33.0,6.6,4.0,0,,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
10382263,away,AZ Alkmaar,Đorđe Mihailović,dorde-mihailovic,Đ. Mihailović,M,10,178,760,M,869211,EUR,910656000,M,14,14,True,4.0,4.0,,,2.0,2.0,2.0,2.0,1.0,,,1.0,,,12.0,9.0,6.5,3.0,1,,,,2.0,,4.0,,,1.0,,2.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,
10382263,away,AZ Alkmaar,Hobie Verhulst,hobie-verhulst,H. Verhulst,G,12,189,76,M,97401,EUR,733708800,G,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382263,away,AZ Alkmaar,Rome Jayden Owusu-Oduro,rome-jayden-owusu-oduro,R. J. Owusu-Oduro,G,1,189,1341,M,1145999,EUR,1088726400,G,45,45,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382263,away,AZ Alkmaar,Zinho Vanheusden,zinho-vanheusden,Z. Vanheusden,D,,187,690,M,881024,EUR,933206400,D,27,27,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382263,away,AZ Alkmaar,Myron Van Brederode,myron-van-brederode,M. V. Brederode,M,9,172,395,M,1012925,EUR,1057449600,F,19,19,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382263,away,AZ Alkmaar,Zico Buurmeester,zico-buurmeester,Z. Buurmeester,M,8,182,150,M,1050828,EUR,1023408000,M,28,28,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Zico Buurmeester,,,,,,,,
10382263,away,AZ Alkmaar,Yusuf Barası,yusuf-barasi,Y. Barası,F,9,182,286,M,1000187,EUR,1049068800,F,17,17,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
