match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_aerialLost,stat_shotOffTarget,stat_onTargetScoringAttempt,player_sofascoreId,captain,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_wasFouled,player_firstName,player_lastName,stat_goalAssist,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves
10382128,home,Feyenoord,Justin Bijlow,bijlow-justin,J. Bijlow,G,16,190,1386,M,556696,EUR,885427200,G,1,1,False,12.0,11.0,2.0,1.0,11.0,12.0,9.0,90.0,20.0,6.3,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382128,home,Feyenoord,Marcus Pedersen,marcus-pedersen,M. Pedersen,D,16,178,655,M,934409,EUR,963705600,D,2,2,False,22.0,20.0,1.0,1.0,6.0,6.0,1.0,45.0,41.0,6.6,7.0,0,14.0,19.0,3.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10382128,home,Feyenoord,Gernot Trauner,gernot-trauner,G. Trauner,D,18,183,610,M,121588,EUR,701481600,D,18,18,False,64.0,54.0,7.0,5.0,21.0,24.0,12.0,90.0,77.0,7.2,13.0,1,33.0,40.0,,2.0,6.0,,,,5.0,2.0,2.0,,,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10382128,home,Feyenoord,Jacob Rasmussen,jacob-rasmussen,J. Rasmussen,D,14,190,358,M,842176,EUR,864777600,D,6,6,False,35.0,31.0,2.0,1.0,9.0,11.0,4.0,45.0,38.0,6.5,4.0,0,22.0,24.0,,,2.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
10382128,home,Feyenoord,Dávid Hancko,david-hancko,D. Hancko,D,17,188,4795,M,807771,EUR,881971200,D,33,33,False,60.0,46.0,10.0,4.0,20.0,22.0,7.0,90.0,88.0,7.7,21.0,3,26.0,42.0,4.0,4.0,8.0,2.0,2.0,3.0,6.0,3.0,3.0,1.0,1.0,,1.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,
10382128,home,Feyenoord,Orkun Kökçü,orkun-kokcu,O. Kökçü,M,10,175,13499,M,907461,EUR,978048000,M,10,10,False,82.0,72.0,6.0,3.0,14.0,16.0,11.0,90.0,108.0,9.3,15.0,5,63.0,75.0,9.0,1.0,7.0,2.0,2.0,,3.0,1.0,,,9.0,1.0,,,,1.0,,2.0,3.0,orkunkokcu,True,5.0,1.0,1.0,1.0,,,,,,,,,
10382128,home,Feyenoord,Lutsharel Geertruida,lutsharel-geertruida,L. Geertruida,D,6,185,2489,M,856739,EUR,963878400,M,4,4,False,63.0,57.0,2.0,2.0,12.0,13.0,6.0,90.0,80.0,7.3,10.0,4,46.0,52.0,2.0,3.0,3.0,,,,1.0,,1.0,1.0,2.0,,,1.0,,1.0,1.0,2.0,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,,
10382128,home,Feyenoord,Quinten Timber,quinten-timber,Q. Timber,M,27,177,8611,M,959805,EUR,992736000,M,8,8,False,32.0,28.0,1.0,,3.0,3.0,3.0,75.0,51.0,7.5,12.0,1,25.0,29.0,,1.0,5.0,2.0,1.0,,4.0,3.0,7.0,,3.0,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,
10382128,home,Feyenoord,Sebastian Szymański,sebastian-szymanski,S. Szymański,M,17,174,10886,M,847983,EUR,926294400,F,17,17,False,50.0,29.0,4.0,2.0,3.0,4.0,6.0,90.0,66.0,7.0,28.0,3,27.0,50.0,4.0,12.0,3.0,2.0,,,2.0,1.0,,2.0,4.0,1.0,5.0,,,,1.0,3.0,,szymanski_11,,1.0,2.0,,,,,,1.0,,,,,
10382128,home,Feyenoord,Santiago Giménez,santiago-gimenez,S. Giménez,F,7,182,32499,M,892141,EUR,987552000,F,29,29,False,7.0,5.0,,,2.0,2.0,3.0,45.0,14.0,6.6,4.0,1,3.0,5.0,,2.0,2.0,,,,1.0,,,,,,,,,1.0,,1.0,,sant.gimenez,,,2.0,,1.0,,,,,,,,,
