match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_errorLeadToAShot,stat_goalAssist,stat_bigChanceCreated,stat_keyPass,stat_totalCross,captain,stat_accurateCross,stat_goals,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
11369873,home,KRC Genk,Maarten Vandevoordt,maarten-vandevoordt,M. Vandevoordt,G,26,192,1417,M,934385,EUR,1014681600,G,26,26,False,25.0,19.0,14.0,8.0,15.0,15.0,4.0,10.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,3.0,1.0,90.0,36.0,8.0,6.0,0.0022749,0,0.6339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369873,home,KRC Genk,Zakaria El Ouahdi,zakaria-el-ouahdi,Z. E. Ouahdi,D,77,172,3909,M,1134470,EUR,1009756800,D,77,77,False,52.0,46.0,2.0,1.0,28.0,30.0,18.0,22.0,,6.0,,3.0,8.0,,,,,90.0,77.0,7.3,10.0,0.0525255,1,,,,z.elouahdi,1.0,7.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,0.0558,0.1511,,,,,,,,,,,,,,,
11369873,home,KRC Genk,Mujaid Sadick,mujaid-sadick,M. Sadick,D,3,185,237,M,935309,EUR,952992000,D,3,3,False,71.0,70.0,2.0,2.0,50.0,50.0,20.0,21.0,3.0,7.0,5.0,3.0,3.0,,,,,90.0,90.0,7.5,2.0,0.00832532,1,,,,,,2.0,1.0,,,,,4.0,2.0,1.0,,1.0,0.0759,,1.0,1.0,1.0,1.0,,,,,,,,,,,
11369873,home,KRC Genk,Mark McKenzie,mark-mckenzie,M. McKenzie,D,3,183,655,M,922759,EUR,919900800,D,2,2,False,81.0,75.0,9.0,5.0,43.0,47.0,32.0,34.0,1.0,2.0,3.0,2.0,5.0,,,,,90.0,89.0,7.7,6.0,0.166249,0,,,,,4.0,5.0,,,,,,1.0,1.0,,,1.0,,,,,1.0,,1.0,1.0,2.0,,,,,,,,
11369873,home,KRC Genk,Gerardo Arteaga,gerardo-arteaga,G. Arteaga,D,3,173,772,M,856129,EUR,905126400,D,5,5,False,37.0,33.0,2.0,1.0,16.0,18.0,17.0,21.0,,5.0,1.0,1.0,4.0,,,,,90.0,59.0,7.2,8.0,0.0113888,1,,,,,,4.0,3.0,,4.0,3.0,,1.0,1.0,1.0,1.0,,0.0174,,,1.0,1.0,,,,1.0,2.0,,,,,,,
11369873,home,KRC Genk,Bryan Heynen,heynen-bryan,B. Heynen,M,8,181,436,M,801025,EUR,855187200,M,8,8,False,35.0,30.0,3.0,2.0,10.0,12.0,21.0,24.0,,2.0,2.0,,8.0,,,,,90.0,47.0,8.4,9.0,0.0612965,2,,,,,1.0,3.0,1.0,,2.0,1.0,1.0,,,3.0,1.0,,0.1608,0.7589,,1.0,,,1.0,1.0,3.0,1.0,True,1.0,1.0,,,,
11369873,home,KRC Genk,Patrik Hrošovský,patrik-hrosovsky,P. Hrošovský,M,17,172,366,M,198282,EUR,703900800,M,17,17,False,46.0,40.0,9.0,4.0,14.0,17.0,26.0,29.0,,1.0,,,5.0,,,,,90.0,51.0,6.7,8.0,0.0426616,1,,,,,,3.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,0.0169,,,1.0,,,,,,,,,,,,,
11369873,home,KRC Genk,Christopher Baah,christopher-baah,C. Baah,M,22,172,2650,M,1477662,EUR,1102982400,M,90,90,False,31.0,23.0,4.0,2.0,7.0,8.0,16.0,23.0,1.0,7.0,,2.0,6.0,,,,,80.0,49.0,8.2,14.0,0.209899,2,,Christopher Baah,,,,3.0,,1.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,0.231,0.5195,,1.0,,,,1.0,3.0,,,,1.0,,,,
11369873,home,KRC Genk,Bilal El Khannouss,bilal-el-khannouss,B. E. Khannouss,M,11,180,25244,M,1126569,EUR,1084147200,M,10,10,False,38.0,32.0,6.0,5.0,7.0,8.0,29.0,36.0,,5.0,,,,,,,,79.0,54.0,8.4,10.0,0.575676,1,,Bilal,El Khannouss,bilalekns_34,,2.0,,1.0,3.0,2.0,1.0,1.0,1.0,,2.0,,0.1368,0.6961,,,,,,1.0,5.0,6.0,,4.0,1.0,,,,
11369873,home,KRC Genk,Joseph Paintsil,joseph-paintsil,J. Paintsil,F,28,167,2698,M,901285,EUR,886291200,M,28,28,False,36.0,31.0,2.0,,8.0,9.0,23.0,29.0,,6.0,,1.0,8.0,,,,,87.0,54.0,7.2,13.0,0.0864034,2,,,,,,5.0,,2.0,5.0,2.0,2.0,1.0,1.0,1.0,3.0,,0.1194,0.3132,,,,,,,2.0,2.0,,,,,,,
