match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_penaltyConceded,player_firstName,player_lastName,stat_accurateCross,stat_keyPass,stat_dispossessed,stat_shotOffTarget,captain,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalOffside,stat_wonContest,stat_outfielderBlock,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_goals,stat_bigChanceMissed,stat_penaltyMiss,stat_goalAssist,stat_penaltyWon,stat_bigChanceCreated
10385395,home,West Ham United,Łukasz Fabiański,lukasz-fabianski,Ł. Fabiański,G,22,190,3777,M,lukasz.fabianski,15479,EUR,482630400,G,1,1,False,15.0,12.0,7.0,4.0,10.0,10.0,2.0,5.0,5.0,1.0,2.0,1.0,1.0,4.0,90.0,23.0,7.3,3.0,0.0,0.0,0.0002705,0,-0.2116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385395,home,West Ham United,Thilo Kehrer,thilo-kehrer,T. Kehrer,D,5,186,1925,M,,281277,EUR,843264000,D,24,24,False,39.0,24.0,1.0,,15.0,21.0,9.0,21.0,6.0,,,,,,90.0,70.0,6.7,21.0,0.0,0.0,0.00599255,0,,3.0,3.0,4.0,5.0,8.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10385395,home,West Ham United,Craig Dawson,craig-dawson,C. Dawson,D,,188,419,M,,50027,EUR,641952000,D,15,15,False,53.0,39.0,10.0,5.0,31.0,37.0,8.0,16.0,10.0,,,,,,90.0,59.0,6.1,14.0,0.0,0.0,0.00429189,0,,,1.0,4.0,2.0,5.0,,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10385395,home,West Ham United,Kurt Zouma,kurt-zouma,K. Zouma,D,4,190,2248,M,,139227,EUR,783216000,D,4,4,False,7.0,4.0,1.0,,3.0,3.0,1.0,4.0,1.0,,,,,,15.0,8.0,6.2,3.0,0.0,0.0,0.00015245,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385395,home,West Ham United,Aaron Cresswell,aaron-cresswell,A. Cresswell,D,3,170,763,M,,43443,EUR,629683200,D,3,3,False,65.0,50.0,5.0,2.0,28.0,33.0,26.0,38.0,6.0,,,,,,90.0,88.0,6.9,18.0,0.0,0.0,0.20854,0,,6.0,1.0,1.0,2.0,4.0,1.0,,1.0,1.0,1.0,,2.0,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,
10385395,home,West Ham United,Tomáš Souček,tomas-soucek,T. Souček,M,28,192,3256,M,,799041,EUR,793843200,M,28,28,False,27.0,19.0,3.0,1.0,10.0,12.0,9.0,16.0,6.0,,,,,,75.0,37.0,6.8,12.0,0.0521,0.0,0.0213883,1,,1.0,1.0,4.0,4.0,7.0,,,1.0,3.0,2.0,1.0,,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
10385395,home,West Ham United,Declan Rice,declan-rice,D. Rice,M,41,188,64734,M,DeclanRice,856714,EUR,916272000,M,41,41,False,72.0,65.0,9.0,7.0,34.0,34.0,31.0,38.0,10.0,,,,,,90.0,90.0,7.1,12.0,0.1806,0.0,0.048071,3,,,,1.0,5.0,4.0,,1.0,1.0,3.0,1.0,,,,,,,,1.0,2.0,3.0,True,3.0,,,,,,,,,,,,,,,
10385395,home,West Ham United,Jarrod Bowen,jarrod-bowen,J. Bowen,M,20,174,9125,M,jarrodbowen,552884,EUR,851040000,M,20,20,False,28.0,19.0,1.0,,7.0,8.0,13.0,23.0,5.0,,,,,,90.0,51.0,6.9,17.0,0.1717,0.1776,0.26907,3,,3.0,2.0,2.0,4.0,6.0,1.0,,,1.0,1.0,5.0,3.0,,,,,1.0,2.0,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,
10385395,home,West Ham United,Lucas Paquetá,lucas-paqueta,L. Paquetá,M,20,180,63569,M,Paqueta,839981,EUR,872640000,M,11,11,False,51.0,42.0,2.0,2.0,17.0,17.0,25.0,35.0,5.0,,,,,,90.0,71.0,7.5,14.0,0.3036,0.3967,0.137952,4,,1.0,,2.0,5.0,6.0,,1.0,,4.0,4.0,3.0,,4.0,,,,,2.0,,2.0,,1.0,2.0,,1.0,,,,,,,,,,,,
10385395,home,West Ham United,Saïd Benrahma,said-benrahma,S. Benrahma,F,10,172,11234,M,said_benrahma11,354808,EUR,808012800,M,22,22,False,41.0,37.0,2.0,2.0,16.0,16.0,21.0,28.0,8.0,,,,,,90.0,68.0,7.3,14.0,0.3267,0.1454,0.0335967,3,,3.0,,,6.0,8.0,,1.0,1.0,,,1.0,1.0,,,,,,2.0,1.0,1.0,,12.0,2.0,,,7.0,,,,,,,,,,,
