match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_aerialWon,stat_duelLost,stat_fouls,stat_aerialLost,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_penaltyConceded,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_accurateCross,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_penaltyMiss,player_sofascoreId,stat_totalOffside,stat_penaltyWon,stat_penaltySave,stat_outfielderBlock,stat_errorLeadToAGoal
14065726,home,Nantes,Anthony Lopes,,,anthony-lopes,A. Lopes,G,1,184.0,1194,M,48535,EUR,654739200,G,1,1,False,26.0,24.0,8.0,6.0,0.0,22.0,22.0,2.0,4.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,35.0,6.9,2.0,0.0022693,0.0689,0,-0.6335,0.07,0.01,-0.14,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065726,home,Nantes,Kelvin Amian,,,kelvin-amian,K. Amian,D,98,179.0,199,M,802143,EUR,886896000,D,98,98,False,50.0,43.0,5.0,2.0,0.0,23.0,25.0,20.0,25.0,3.0,,,3.0,4.0,1.0,,,,,,90.0,69.0,6.6,10.0,0.0166604,,0,,0.1,0.06,-0.28,,True,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065726,home,Nantes,Chidozie Awaziem,,,chidozie-awaziem,C. Awaziem,D,6,189.0,1826,M,804764,EUR,852076800,D,6,6,False,64.0,53.0,9.0,3.0,0.0,47.0,47.0,6.0,17.0,2.0,,,3.0,4.0,1.0,,,,,,90.0,74.0,6.2,12.0,0.00368194,,0,,-0.04,0.15,-0.29,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14065726,home,Nantes,Tylel Tati,,,tylel-tati,T. Tati,D,78,190.0,819,M,2193204,EUR,1200700800,D,78,78,False,36.0,32.0,4.0,2.0,0.0,28.0,29.0,4.0,7.0,2.0,1.0,,3.0,1.0,,,,,,,66.0,45.0,5.9,6.0,0.0524982,,0,,0.12,0.08,-0.49,,,,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14065726,home,Nantes,Nicolas Cozza,,,nicolas-cozza,N. Cozza,D,3,178.0,184,M,886286,EUR,915753600,D,3,3,False,30.0,18.0,5.0,1.0,0.0,10.0,15.0,8.0,15.0,3.0,1.0,,1.0,2.0,1.0,,,,,,82.0,44.0,6.2,16.0,0.0465865,,0,,0.2,0.16,-0.37,,,,,1.0,1.0,2.0,3.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
14065726,home,Nantes,Junior Mwanga,,,junior-mwanga,J. Mwanga,M,18,184.0,472,M,1197153,EUR,1052611200,M,80,80,False,41.0,38.0,1.0,,0.0,25.0,25.0,13.0,16.0,3.0,2.0,1.0,2.0,5.0,1.0,,,,,,90.0,56.0,7.9,6.0,0.0162819,,1,,0.13,0.16,-0.05,,,,1.0,1.0,1.0,,1.0,,,,2.0,,1.0,1.0,0.2594,0.469,1.0,0.55,,,,,,,,,,,,,,
14065726,home,Nantes,Mayckel Lahdo,Mayckel Lahdo,,mayckel-lahdo,M. Lahdo,F,23,171.0,500,M,1046028,EUR,1041206400,M,15,15,False,11.0,9.0,,,0.0,3.0,4.0,6.0,7.0,5.0,,,,,3.0,,,,,,78.0,21.0,6.4,3.0,0.00427705,,0,,-0.14,0.02,-0.12,,,,,2.0,1.0,,3.0,1.0,3.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
14065726,home,Nantes,Johann Lepenant,,,johann-lepenant,J. Lepenant,M,8,176.0,892,M,963299,EUR,1035244800,M,8,8,False,35.0,29.0,6.0,5.0,0.0,13.0,14.0,16.0,21.0,7.0,,,,5.0,3.0,,,,,,90.0,59.0,6.6,16.0,0.177162,,1,,0.01,0.06,-0.21,,,4.0,2.0,3.0,1.0,1.0,7.0,,3.0,,4.0,,,,0.0481,,2.0,-0.05,2.0,2.0,1.0,1.0,,,,,,,,,,
14065726,home,Nantes,Louis Leroux,,,louis-leroux,L. Leroux,M,66,184.0,364,M,1405998,EUR,1137974400,M,66,66,False,20.0,10.0,1.0,,0.0,4.0,9.0,6.0,11.0,1.0,,,,3.0,1.0,,,,,,89.0,33.0,6.5,15.0,0.299877,,2,,0.29,0.04,-0.12,,,3.0,1.0,,,,3.0,,,,1.0,,,,0.047,,1.0,-0.16,1.0,2.0,,,1.0,2.0,,,,,,,,
14065726,home,Nantes,Matthis Abline,,,abline-matthis,M. Abline,F,10,182.0,1315,M,999070,EUR,1048809600,M,10,10,False,16.0,12.0,1.0,,1.0,1.0,2.0,11.0,14.0,10.0,5.0,4.0,,1.0,2.0,,,,,,90.0,39.0,7.1,11.0,0.678126,,6,,0.76,0.35,-0.24,,,2.0,,1.0,1.0,3.0,5.0,2.0,,,2.0,,1.0,,1.233,0.7997,2.0,-1.0,,2.0,2.0,3.0,,2.0,2.0,1.0,,,,,,
