match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,player_lastName,stat_keyPass,player_sofascoreId,stat_errorLeadToAShot,stat_penaltyConceded,stat_bigChanceCreated,stat_accurateCross,stat_blockedScoringAttempt,stat_lastManTackle,stat_totalOffside,stat_hitWoodwork,stat_penaltyWon,stat_penaltyMiss
12437827,home,Girona FC,Paulo Gazzaniga,paulo-gazzaniga,P. Gazzaniga,G,13,196,1913,M,164343,EUR,694310400,G,13,13,False,35.0,28.0,10.0,3.0,0.0,28.0,31.0,4.0,1.0,1.0,6.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,2.0,90.0,45.0,7.6,7.0,8.179e-05,0,0.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437827,home,Girona FC,Arnau Martínez,arnau-martinez,A. Martínez,D,4,181,1573,M,1084081,EUR,1051228800,D,4,4,False,46.0,34.0,5.0,1.0,0.0,20.0,26.0,23.0,7.0,4.0,5.0,2.0,,,,,,,,90.0,77.0,7.4,18.0,0.0145936,2,,Arnau Martinez,True,14.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.2591,0.5052,,,,,,,,,,,,,,,,,
12437827,home,Girona FC,David López,david-lopez,D. López,D,5,185,551,M,135116,EUR,623894400,D,5,5,False,77.0,67.0,7.0,2.0,0.0,44.0,47.0,30.0,4.0,5.0,10.0,,,,,,,,,90.0,87.0,6.6,11.0,0.0201763,0,,,,23.0,,2.0,3.0,1.0,1.0,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
12437827,home,Girona FC,Ladislav Krejčí,ladislav-krejci,L. Krejčí,D,37,191,2172,M,856250,EUR,924566400,D,18,18,False,94.0,81.0,11.0,3.0,0.0,63.0,68.0,27.0,4.0,2.0,3.0,1.0,,,,,,,,90.0,103.0,6.4,15.0,0.0130932,0,,,,18.0,1.0,3.0,3.0,,,,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,
12437827,home,Girona FC,Daley Blind,daley-blind,D. Blind,D,17,180,2785,M,44864,EUR,636940800,D,17,17,False,69.0,62.0,12.0,8.0,0.0,31.0,34.0,35.0,3.0,1.0,3.0,,,,,,,,,90.0,89.0,6.9,8.0,0.0188779,0,,,,31.0,,,5.0,,,,,,,,3.0,3.0,,1.0,,,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,
12437827,home,Girona FC,Oriol Romeu,oriol-romeu,O. Romeu,M,28,182,14412,M,69416,EUR,685670400,M,14,14,False,25.0,24.0,1.0,1.0,0.0,15.0,15.0,10.0,5.0,,4.0,2.0,,,,,,,,69.0,34.0,6.5,2.0,0.00464122,0,,,,9.0,,,2.0,,,,,,,,3.0,3.0,1.0,1.0,,,1.0,,,1.0,,,oriolromeu,1.0,1.0,,,,,,,,
12437827,home,Girona FC,Iván Martín,ivan-martin,I. Martín,M,23,178,895,M,973699,EUR,918950400,M,23,23,False,56.0,51.0,1.0,1.0,0.0,29.0,31.0,26.0,1.0,2.0,5.0,1.0,,,,,,,,90.0,68.0,7.1,12.0,0.246793,0,,,,22.0,1.0,,3.0,,,,,,,,,,4.0,,,,1.0,,2.0,1.0,,1.0,,,,1.0,,,,,,,
12437827,home,Girona FC,Viktor Tsygankov,viktor-tsygankov,V. Tsygankov,M,15,178,5432,M,319735,EUR,879552000,M,8,8,False,32.0,26.0,1.0,,1.0,13.0,14.0,28.0,4.0,1.0,2.0,3.0,,,,,,,,90.0,57.0,7.3,15.0,0.225449,0,,,,17.0,10.0,,2.0,1.0,,,,,,3.0,1.0,1.0,2.0,1.0,,,,,,,,1.0,viktortsygankov,,,1.0,4.0,,,,,,
12437827,home,Girona FC,Yáser Asprilla,yaser-asprilla,Y. Asprilla,M,22,176,9605,M,1092769,EUR,1069200000,M,10,10,False,26.0,21.0,2.0,1.0,0.0,10.0,11.0,16.0,3.0,,3.0,2.0,,,,,,,,69.0,34.0,6.5,9.0,0.0639025,0,,Yaser Asprilla,,11.0,1.0,,2.0,2.0,,,,,,,1.0,,1.0,,,,,,,,,1.0,yaser_asprilla_10,,,1.0,,,,,,,
12437827,home,Girona FC,Bryan Gil,bryan-gil,B. Gil,M,21,176,3585,M,910026,EUR,981849600,M,20,20,False,25.0,18.0,,,0.0,2.0,2.0,29.0,6.0,1.0,4.0,1.0,,,,,,,,89.0,51.0,6.5,21.0,0.0212678,1,,,,16.0,6.0,,10.0,9.0,4.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0165,0.009,,2.0,2.0,,,,bryan11gil,,,,,,,,,,
