match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,isHome,incidentClass,player_id,player_name,injury,playerName,rescinded,length,reason
12437550,FT,2.0,4.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,
12437550,,2.0,4.0,,90,8.0,,1,,,goal,261887838.0,False,regular,855833.0,Ferran Torres,,,,,
12437550,,,,,90,4.0,,1,,,substitution,123715810.0,False,regular,,,False,,,,
12437550,,,,,90,3.0,,1,,,card,122926766.0,False,yellow,1402912.0,Lamine Yamal,,Lamine Yamal,False,,
12437550,,2.0,3.0,,90,2.0,,1,,,goal,261887561.0,False,regular,1402912.0,Lamine Yamal,,,,,
12437550,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,6.0,
12437550,,,,,86,,,5,,,substitution,123715761.0,True,regular,,,False,,,,
12437550,,,,,86,,,5,,,substitution,123715763.0,False,regular,,,False,,,,
12437550,,,,,86,,,5,,,substitution,123715762.0,False,regular,,,False,,,,
12437550,,,,,79,,,12,,,substitution,123715710.0,True,regular,,,False,,,,
12437550,,,,,79,,,12,,,substitution,123715709.0,True,regular,,,False,,,,
12437550,,2.0,2.0,,78,,,13,,,goal,261887066.0,False,regular,855833.0,Ferran Torres,,,,,
12437550,,2.0,1.0,,72,,,19,,,goal,261886768.0,False,regular,41789.0,Robert Lewandowski,,,,,
12437550,,2.0,0.0,,70,,,21,,,goal,261886742.0,True,regular,309078.0,Alexander Sørloth,,,,,
12437550,,,,,67,,,24,,,substitution,123715607.0,False,regular,,,False,,,,
12437550,,,,,67,,,24,,,substitution,123715606.0,False,regular,,,False,,,,
12437550,,,,,64,,,27,,,card,122926617.0,False,yellow,997035.0,Alejandro Balde,,Alejandro Balde,False,,Foul
12437550,,,,,60,,,31,,,substitution,123715552.0,True,regular,,,False,,,,
12437550,,,,,60,,,31,,,substitution,123715551.0,True,regular,,,False,,,,
12437550,HT,1.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,
12437550,,1.0,0.0,,45,,,1,,,goal,261884650.0,True,regular,944656.0,Julián Alvarez,,,,,
12437550,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,2.0,
12437550,,,,,36,,,10,,,card,122926411.0,True,yellow,831424.0,Reinildo Mandava,,Reinildo Mandava,False,,Foul
12437550,,,,,26,,,20,,,card,122926379.0,False,yellow,827212.0,Jules Koundé,,Jules Koundé,False,,Foul
