match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_duelWon,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_totalClearance,stat_interceptionWon,stat_totalOffside,captain,stat_shotOffTarget,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_outfielderBlock,stat_expectedGoals,stat_shotValueNormalized,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_challengeLost,stat_errorLeadToAShot,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_errorLeadToAGoal,stat_goodHighClaim,stat_hitWoodwork,stat_goals
13981464,home,Genoa,Nicola Leali,nicola-leali,N. Leali,G,1,193.0,635,M,98059,EUR,729907200,G,1,1,False,20.0,19.0,2.0,1.0,0.0,19.0,20.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,26.0,6.6,1.0,4.546e-05,0.2104,0,-1.7465,0.01,0.0,0.22,-0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981464,home,Genoa,Brooke Norton-Cuffy,brooke-norton-cuffy,B. Norton-Cuffy,D,15,181.0,1189,M,1087514,EUR,1073865600,D,15,15,False,56.0,48.0,3.0,,0.0,29.0,33.0,3.0,4.0,,1.0,,,,,90.0,75.0,5.9,15.0,0.0875182,,0,,0.29,0.11,-0.54,,,,19.0,23.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
13981464,home,Genoa,Leo Østigård,leo-ostigard,L. Østigård,D,5,182.0,1809,M,879746,EUR,943747200,D,5,5,False,92.0,85.0,4.0,1.0,0.0,69.0,73.0,5.0,1.0,,,,,,,90.0,101.0,6.0,7.0,0.00735519,,0,,0.07,0.09,-0.52,,,,16.0,19.0,,,5.0,,,,,,2.0,,4.0,5.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
13981464,home,Genoa,Johan Vásquez,johan-vasquez,J. Vásquez,D,22,185.0,4788,M,889785,EUR,909014400,D,22,22,False,112.0,99.0,14.0,8.0,0.0,67.0,72.0,6.0,3.0,,2.0,,,,,90.0,123.0,7.2,15.0,0.0148445,,2,,0.24,0.17,-0.29,,,,32.0,40.0,,,3.0,,1.0,,1.0,,1.0,,1.0,4.0,3.0,,,True,1.0,1.0,1.0,1.0,0.0506,-0.11,,,,,,,,,,,,
13981464,home,Genoa,Aarón Martín,aaron-martin,A. Martín,D,3,180.0,1144,M,797286,EUR,861667200,D,3,3,False,53.0,43.0,10.0,3.0,0.0,17.0,17.0,3.0,2.0,,1.0,,,,,84.0,80.0,5.9,21.0,0.404613,,0,,0.37,0.1,-0.55,,,,26.0,36.0,7.0,1.0,9.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,,1.0,,,,,,,,,,2.0,2.0,,,,,,,,,,
13981464,home,Genoa,Patrizio Masini,patrizio-masini,P. Masini,M,73,182.0,291,M,970998,EUR,980553600,M,73,73,False,19.0,14.0,1.0,,0.0,8.0,10.0,4.0,2.0,,2.0,,,,,68.0,30.0,6.4,8.0,0.0230937,,1,,-0.07,0.08,-0.11,,,,6.0,9.0,3.0,1.0,2.0,,,,1.0,2.0,1.0,,1.0,,,,,,,1.0,,,0.0417,-0.05,,1.0,,,,,,,,,,
13981464,home,Genoa,Morten Frendrup,morten-frendrup,M. Frendrup,M,32,178.0,1679,M,918440,EUR,986601600,M,32,32,False,29.0,27.0,2.0,2.0,0.0,19.0,20.0,4.0,4.0,,1.0,,,,,90.0,42.0,6.1,7.0,0.00501942,,0,,0.03,-0.09,-0.34,,,,8.0,9.0,,,5.0,1.0,,,1.0,1.0,3.0,,1.0,2.0,,1.0,,,,,,,,,,4.0,1.0,1.0,,,,,,,,
13981464,home,Genoa,Mikael Ellertsson,mikael-ellertsson,M. Ellertsson,M,77,182.0,433,M,933203,EUR,1015804800,M,77,77,False,29.0,20.0,2.0,1.0,0.0,7.0,10.0,4.0,5.0,,,,,,,90.0,46.0,6.5,14.0,0.0174391,,1,,-0.12,0.31,-0.19,,,,13.0,19.0,,,5.0,,4.0,2.0,,1.0,1.0,,2.0,1.0,,1.0,,,,,,,0.4518,0.1,,2.0,,,1.0,1.0,0.269,,,,,
13981464,home,Genoa,Ruslan Malinovskyi,ruslan-malinovskyi,R. Malinovskyi,M,17,181.0,4666,M,195850,EUR,736473600,M,17,17,False,36.0,31.0,5.0,4.0,0.0,15.0,15.0,5.0,2.0,,1.0,,,,,69.0,52.0,6.4,11.0,0.021032,,2,,0.12,0.08,-0.23,,,,16.0,21.0,,,7.0,3.0,,,1.0,2.0,3.0,,1.0,2.0,1.0,,,,1.0,,,,0.0485,-0.07,,2.0,,,,1.0,0.0474,malinovskyi18,,,,
13981464,home,Genoa,Vitinha,vitinha,Vitinha,F,9,183.0,2248,M,1093695,EUR,953078400,M,9,9,False,13.0,10.0,,,0.0,3.0,4.0,6.0,1.0,,1.0,,,,,68.0,40.0,6.3,9.0,0.147579,,3,,0.34,0.22,-0.5,,,,7.0,9.0,6.0,4.0,4.0,1.0,1.0,,1.0,2.0,,3.0,2.0,3.0,,1.0,,,2.0,1.0,,,0.1026,-0.19,,2.0,,,,,,,1.0,,,
