match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_outfielderBlock,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_totalCross,stat_accurateCross,stat_fouls,stat_goalAssist,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,stat_unsuccessfulTouch,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,captain,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle
10411702,home,Inter,André Onana,,,andre-onana,A. Onana,G,24,190,53850,M,AndréOnana24,787498,EUR,828403200,G,24,24,False,41.0,33.0,12.0,4.0,31.0,32.0,2.0,9.0,5.0,1.0,90.0,44.0,7.1,8.0,0.0,0.0,0.00108241,74.495685860277,11.0,58.695,14.91,0,0.3653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411702,home,Inter,Matteo Darmian,,,matteo-darmian,M. Darmian,M,36,182,3779,M,,19352,EUR,628560000,D,36,36,False,76.0,66.0,13.0,5.0,53.0,56.0,13.0,20.0,6.0,,90.0,90.0,7.1,11.0,0.0,0.0,0.00433039,77.006228200446,12.0,32.34,9.66,0,,4.0,8.0,3.0,1.0,1.0,1.0,6.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
10411702,home,Inter,Francesco Acerbi,,,francesco-acerbi,F. Acerbi,D,15,192,5573,M,,126816,EUR,571449600,D,15,15,False,60.0,54.0,4.0,3.0,46.0,50.0,8.0,10.0,6.0,,90.0,73.0,7.9,6.0,0.0662,0.0,0.0534039,121.42439632478,14.0,87.255,28.35,1,,1.0,8.0,,,2.0,3.0,2.0,1.0,,1.0,6.0,1.0,2.0,28.671853026967,1.0,,,,,,,,,,,,,,,,,,,
10411702,home,Inter,Alessandro Bastoni,,,alessandro-bastoni,A. Bastoni,D,95,190,15274,M,alessandrobastoni,826188,EUR,923961600,D,95,95,False,51.0,44.0,9.0,4.0,28.0,30.0,17.0,25.0,5.0,,90.0,71.0,6.9,12.0,0.0401,0.0,0.0471574,117.31750316922,16.0,84.21,13.23,1,,6.0,3.0,1.0,1.0,,1.0,1.0,,,2.0,2.0,1.0,,15.63857397591,1.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,
10411702,home,Inter,Denzel Dumfries,,,denzel-dumfries,D. Dumfries,M,2,189,15021,M,ddumfries2,759520,EUR,829785600,M,2,2,False,30.0,22.0,,,13.0,17.0,10.0,17.0,1.0,,78.0,62.0,7.0,21.0,0.0099,0.0,0.0386991,62.55524267259,9.0,29.715,16.275,1,,7.0,5.0,1.0,2.0,,,1.0,1.0,1.0,2.0,2.0,,,17.29377717562,1.0,4.0,1.0,,1.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,
10411702,home,Inter,Nicolò Barella,,,nicolo-barella,N. Barella,M,23,175,21290,M,nicolo_barella,363856,EUR,855273600,M,23,23,False,50.0,42.0,1.0,1.0,21.0,22.0,22.0,30.0,7.0,,90.0,67.0,7.4,13.0,0.0,0.0,0.0797601,177.11236705086,17.0,49.14,39.585,0,,4.0,8.0,,2.0,1.0,,1.0,1.0,1.0,1.0,3.0,,,54.380368096045,2.0,2.0,1.0,1.0,1.0,3.0,3.0,,,1.0,2.0,1.0,,,,,,,,
10411702,home,Inter,Hakan Çalhanoğlu,,,hakan-calhanoglu,H. Çalhanoğlu,M,20,178,32988,M,HÇalhanoğlu,135700,EUR,760665600,M,20,20,False,63.0,56.0,11.0,7.0,29.0,29.0,31.0,44.0,5.0,,78.0,81.0,7.9,13.0,0.0922,0.1626,0.134348,132.78112279281,18.0,17.955,17.22,3,,1.0,2.0,1.0,,,1.0,1.0,1.0,,,,1.0,,,,10.0,4.0,,,1.0,1.0,,1.0,4.0,,,1.0,,,,,,,
10411702,home,Inter,Henrikh Mkhitaryan,,,henrikh-mkhitaryan,H. Mkhitaryan,M,22,178,8680,M,micki_taryan,37151,EUR,601344000,M,22,22,False,33.0,31.0,1.0,1.0,11.0,11.0,20.0,24.0,7.0,,71.0,48.0,7.4,10.0,0.1325,0.6018,0.0402539,84.988725914614,9.0,44.415,18.795,1,,1.0,2.0,,1.0,1.0,1.0,,,,,,,,18.796107070348,1.0,2.0,,,,2.0,2.0,,,,4.0,,1.0,1.0,,,,,,
10411702,home,Inter,Robin Gosens,,,robin-gosens,R. Gosens,D,21,183,3165,M,,377118,EUR,773366400,M,8,8,False,37.0,28.0,5.0,1.0,16.0,17.0,12.0,22.0,4.0,,89.0,62.0,6.6,17.0,0.0,0.0,0.0770624,95.939731261516,9.0,68.145,30.555,0,,5.0,5.0,1.0,2.0,,2.0,3.0,3.0,1.0,1.0,,,,48.395452429282,2.0,2.0,,2.0,,1.0,1.0,,,,2.0,,,,,,,,,
10411702,home,Inter,Edin Džeko,,,edin-dzeko,E. Džeko,F,10,193,23224,M,EDzeko,14990,EUR,511401600,F,9,9,False,30.0,21.0,4.0,1.0,6.0,7.0,16.0,25.0,5.0,,90.0,45.0,7.1,14.0,0.173,0.0403,0.0467985,62.383922190956,9.0,16.065,9.975,4,,5.0,4.0,,2.0,1.0,,1.0,1.0,2.0,3.0,1.0,2.0,,12.76833285907,1.0,2.0,1.0,,,,,,1.0,1.0,2.0,,1.0,,,,,,,
