match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,playerName,reason,rescinded,id,isHome,incidentClass,player_id,player_name,injury,length,from,confirmed,description
10438201,FT,1.0,3.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,,
10438201,,,,,90,5.0,,1,,,card,Leandro Sanca,Foul,False,120632129.0,False,yellow,1141665.0,Leandro Sanca,,,,,
10438201,,1.0,3.0,,90,4.0,,1,,,goal,,,,168124229.0,False,regular,1004278.0,Alexandre Penetra,,,,,
10438201,,,,,90,1.0,,1,,,substitution,,,,121577311.0,False,regular,,,False,,,,
10438201,,,,,90,,,1,,,substitution,,,,121577310.0,False,regular,,,False,,,,
10438201,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,,10.0,,,
10438201,,,,,86,,,5,,,substitution,,,,121577291.0,False,regular,,,False,,,,
10438201,,,,,84,,,7,,,substitution,,,,121577276.0,False,regular,,,False,,,,
10438201,,1.0,2.0,,82,,,9,,,goal,,,,168123874.0,False,ownGoal,1018886.0,Paulo,,,owngoal,,
10438201,,,,,81,,,10,,,substitution,,,,121577266.0,True,regular,,,False,,,,
10438201,,,,,81,,,10,,,substitution,,,,121577262.0,True,regular,,,False,,,,
10438201,,,,,76,,,15,,,card,Ygor Nogueira,Violent conduct,False,120632078.0,True,red,757980.0,Ygor Nogueira,,,,,
10438201,,,,,76,,,15,,,card,Jhonder Cádiz,Violent conduct,False,120632079.0,False,red,332257.0,Jhonder Cádiz,,,,,
10438201,,,,,75,,,16,,,card,Xavier Quintilla,Argument,False,120632083.0,True,yellow,286153.0,Xavi Quintilla,,,,,
10438201,,1.0,1.0,,75,,,16,,,goal,,,,168123595.0,True,penalty,286153.0,Xavi Quintilla,,,penalty,,
10438201,,,,,73,,,18,,,varDecision,,,,15525.0,True,penaltyNotAwarded,286153.0,Xavi Quintilla,,,,False,
10438201,,,,,70,,,21,,,substitution,,,,121577206.0,True,regular,,,False,,,,
10438201,,,,,52,,,39,,,substitution,,,,121577086.0,True,regular,,,False,,,,
10438201,,0.0,1.0,,48,,,43,,,goal,,,,168123122.0,False,regular,951986.0,Iván Jaime,,,,,
10438201,HT,0.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,,
10438201,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,,4.0,,,
10438201,,,,,38,,,8,,,varDecision,,,,15516.0,True,goalAwarded,1110161.0,Ítalo,,,,False,
10438201,,,,,34,,,12,,,inGamePenalty,,goalkeeperSave,,118416026.0,True,missed,1046794.0,Gabriel Silva,,,,,Goalkeeper save
10438201,,,,,33,,,13,,,card,Francisco Moura,Handball,False,120631873.0,False,yellow,985138.0,Francisco Moura,,,,,
10438201,,,,,32,,,14,,,varDecision,,,,15515.0,True,penaltyNotAwarded,1046794.0,Gabriel Silva,,,,False,
10438201,,,,,24,,,22,,,card,Adriano Firmino,Foul,False,120631845.0,True,yellow,989383.0,Adriano Firmino,,,,,
10438201,,,,,19,,,27,,,card,Zaydou Youssouf,Foul,False,120631818.0,False,yellow,862194.0,Zaydou Youssouf,,,,,
