match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialLost,stat_dispossessed,stat_totalContest,stat_wonContest,player_firstName,player_lastName,stat_challengeLost,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_totalOffside,stat_expectedGoals,player_sofascoreId,stat_accurateCross,stat_bigChanceCreated,stat_errorLeadToAShot,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_goals,stat_bigChanceMissed
12450260,home,RC Lens,Mathew Ryan,mathew-ryan,M. Ryan,G,13,184,1508,M,134029,EUR,702691200,G,30,30,False,31.0,14.0,20.0,3.0,0.0,12.0,16.0,2.0,15.0,1.0,2.0,13.0,1.0,2.0,3.0,5.0,1.0,1.0,90.0,43.0,7.8,17.0,0.00032911,0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450260,home,RC Lens,Jonathan Gradit,jonathan-gradit,J. Gradit,D,24,180,273,M,369650,EUR,722563200,D,24,24,False,42.0,33.0,5.0,2.0,0.0,21.0,24.0,12.0,19.0,3.0,8.0,1.0,3.0,,,,,,88.0,56.0,7.5,10.0,0.0130905,0,,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12450260,home,RC Lens,Abdulay Juma Bah,abdulay-juma-bah,A. J. Bah,D,28,195,5965,M,1606792,EUR,1144713600,D,27,27,False,33.0,32.0,,,0.0,27.0,28.0,5.0,5.0,4.0,9.0,3.0,,,,,,,90.0,57.0,7.7,4.0,0.00100557,0,,,10.0,9.0,1.0,3.0,3.0,3.0,3.0,1.0,5.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,
12450260,home,RC Lens,Facundo Medina,facundo-medina,F. Medina,D,32,184,4462,M,860307,EUR,927849600,D,14,14,False,58.0,48.0,5.0,2.0,0.0,33.0,38.0,15.0,20.0,,,7.0,,,,,,,90.0,64.0,7.1,10.0,0.287117,0,,,2.0,,,2.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12450260,home,RC Lens,Ruben Aguilar,ruben-aguilar,R. Aguilar,M,2,172,407,M,579576,EUR,735782400,M,2,2,False,57.0,45.0,4.0,2.0,0.0,14.0,20.0,31.0,37.0,1.0,6.0,10.0,1.0,,,,,,90.0,97.0,7.6,20.0,0.0641457,2,,,5.0,3.0,1.0,4.0,3.0,2.0,,2.0,3.0,1.0,1.0,1.0,,,1.0,2.0,4.0,1.0,0.0643,,,,,,,,,,
12450260,home,RC Lens,Nampalys Mendy,nampalys-mendy,N. Mendy,M,23,168,5158,M,123166,EUR,709257600,M,26,26,False,37.0,34.0,4.0,1.0,0.0,14.0,15.0,20.0,23.0,1.0,5.0,3.0,2.0,,,,,,66.0,50.0,6.4,9.0,0.0213852,1,,1.0,8.0,,,,2.0,1.0,3.0,,,3.0,1.0,,,,1.0,1.0,1.0,,0.0304,papy.mendy,,,,,,,,,
12450260,home,RC Lens,Neil El Aynaoui,neil-el-aynaoui,N. El Aynaoui,M,8,186,16055,M,1128530,EUR,994032000,M,23,23,False,39.0,29.0,3.0,2.0,1.0,17.0,20.0,15.0,25.0,2.0,7.0,10.0,1.0,,,,,,90.0,75.0,7.7,19.0,0.466233,0,,6.0,9.0,5.0,,6.0,4.0,3.0,4.0,2.0,2.0,,3.0,,Neil,El Aynaoui,1.0,,3.0,,,,3.0,1.0,,,,,,,
12450260,home,RC Lens,Deiver Machado,deiver-machado,D. Machado,M,27,179,1117,M,822110,EUR,746928000,M,3,3,False,24.0,16.0,1.0,,0.0,11.0,14.0,6.0,12.0,,6.0,5.0,3.0,,,,,,90.0,45.0,6.7,12.0,0.137138,0,,2.0,3.0,2.0,,1.0,2.0,1.0,1.0,,1.0,,2.0,1.0,,,,,2.0,,,,1.0,,1.0,,,,,,
12450260,home,RC Lens,Florian Sotoca,florian-sotoca,F. Sotoca,F,7,187,757,M,788921,EUR,656812800,F,7,7,False,54.0,39.0,1.0,1.0,0.0,10.0,14.0,29.0,42.0,2.0,9.0,4.0,2.0,,,,,,90.0,80.0,7.7,23.0,0.0217009,2,,2.0,9.0,2.0,,2.0,3.0,3.0,1.0,1.0,4.0,1.0,4.0,2.0,,,1.0,,2.0,,0.039,,,,,True,2.0,0.2291,,,
12450260,home,RC Lens,Wesley Saïd,wesley-said,W. Saïd,F,22,171,742,M,227862,EUR,798249600,F,22,22,False,28.0,24.0,1.0,1.0,0.0,8.0,10.0,16.0,19.0,1.0,5.0,3.0,,,,,,,87.0,44.0,8.0,8.0,0.0208254,3,,1.0,5.0,,,1.0,3.0,2.0,,1.0,2.0,1.0,1.0,1.0,,,2.0,,2.0,,0.5959,,,,,,2.0,0.332,1.0,1.0,
12450260,home,RC Lens,Jeremy Agbonifo,agbonifo-jeremy,J. Agbonifo,F,9,178,364,M,1403575,EUR,1130112000,F,25,25,False,8.0,4.0,,,0.0,2.0,5.0,2.0,4.0,,1.0,2.0,,,,,,,45.0,14.0,6.4,6.0,0.00184245,0,,1.0,5.0,,,,1.0,,1.0,,3.0,,,,,,1.0,,,1.0,,,,,,,,,,,
12450260,home,RC Lens,M'Bala Nzola,mbala-nzola,M. Nzola,F,8,185,2430,M,788061,EUR,840326400,F,8,8,True,9.0,7.0,,,0.0,4.0,5.0,3.0,4.0,2.0,3.0,1.0,,,,,,,45.0,21.0,6.2,9.0,0.0074476,1,,,8.0,,,,,,1.0,,4.0,,5.0,1.0,,,,1.0,3.0,2.0,0.0228,,,,,,,,,,
12450260,home,RC Lens,Adrien Thomasson,adrien-thomasson,A. Thomasson,M,28,177,523,M,231946,EUR,755481600,M,28,28,True,10.0,9.0,,,0.0,7.0,8.0,2.0,2.0,1.0,6.0,4.0,,,,,,,24.0,20.0,6.8,3.0,0.00196359,0,,,4.0,,,,5.0,3.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,
12450260,home,RC Lens,Andy Diouf,andy-diouf,A. Diouf,M,17,187,3993,M,1048889,EUR,1053129600,M,18,18,True,,,,,0.0,,,,,,,1.0,,,,,,,10.0,,6.2,,,0,,,2.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,
12450260,home,RC Lens,Malang Sarr,malang-sarr,M. Sarr,D,20,182,2159,M,826203,EUR,917049600,D,20,20,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,9.0,3.0,6.6,,0.00043472,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450260,home,RC Lens,Hervé Koffi,herve-koffi,H. Koffi,G,12,187,15844,M,867299,EUR,845424000,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,HKoffi,,,,,,,,,
12450260,home,RC Lens,Tom Pouilly,tom-pouilly,T. Pouilly,D,2,180,77,M,1387163,EUR,1055894400,M,34,34,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Tom Pouilly,,,,,,,,,,,,,,,,
12450260,home,RC Lens,Goduine Koyalipou,goduine-koyalipou,G. Koyalipou,F,9,183,1187,M,891505,EUR,950572800,F,19,19,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450260,home,RC Lens,Anass Zaroury,anass-zaroury,A. Zaroury,F,9,176,4199,M,877036,EUR,973555200,F,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,zaroury,,,,,,,,,
12450260,home,RC Lens,Rayan Fofana,rayan-fofana,R. Fofana,F,38,180,522,M,1545376,EUR,1139702400,F,38,38,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Rayan Fofana,,,,,,,,,,,,,,,,
12450260,away,Stade Rennais,Brice Samba,brice-samba,B. Samba,G,30,186,2098,M,164055,EUR,767232000,G,1,1,False,28.0,20.0,14.0,7.0,0.0,17.0,19.0,3.0,9.0,,,4.0,,,3.0,3.0,,,90.0,33.0,7.1,8.0,0.00086054,0,-0.4389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450260,away,Stade Rennais,Jérémy Jacquet,jeremy-jacquet,J. Jacquet,D,97,191,9015,M,1445625,EUR,1121212800,D,97,97,False,69.0,54.0,9.0,7.0,0.0,22.0,27.0,32.0,42.0,6.0,9.0,3.0,,,,,,,90.0,84.0,7.6,16.0,0.0271864,1,,,4.0,4.0,1.0,3.0,2.0,1.0,,1.0,2.0,,1.0,1.0,,,2.0,,,,0.0261,,,,,,,,1.0,,
12450260,away,Stade Rennais,Anthony Rouault,anthony-rouault,A. Rouault,D,24,186,600,M,991479,EUR,991094400,D,24,24,False,71.0,61.0,4.0,2.0,0.0,35.0,37.0,26.0,34.0,4.0,5.0,7.0,,,,,,,90.0,80.0,6.9,12.0,0.0358946,0,,,4.0,4.0,1.0,,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,
12450260,away,Stade Rennais,Mikayil Faye,mikayil-faye,M. Faye,D,30,183,9505,M,1002564,EUR,1089763200,D,15,15,False,75.0,67.0,2.0,1.0,0.0,37.0,41.0,30.0,34.0,6.0,10.0,3.0,1.0,,,,,,90.0,98.0,7.6,9.0,0.0231194,2,,,5.0,5.0,1.0,3.0,3.0,3.0,,,2.0,,1.0,,,,2.0,1.0,,,0.1021,mikayilfaye,,,,,1.0,0.0349,,,
12450260,away,Stade Rennais,Lorenz Assignon,lorenz-assignon,L. Assignon,M,22,179,641,M,1009334,EUR,961632000,M,22,22,False,31.0,25.0,3.0,,0.0,11.0,13.0,14.0,22.0,2.0,6.0,6.0,1.0,,,,,,90.0,57.0,6.5,15.0,0.0824986,2,,4.0,7.0,2.0,,1.0,3.0,,3.0,,1.0,2.0,,,,,1.0,1.0,2.0,,0.212,,,,,,,,1.0,,1.0
12450260,away,Stade Rennais,Jordan James,jordan-james,J. James,M,6,190,940,M,1136409,EUR,1083024000,M,17,17,False,27.0,22.0,3.0,1.0,0.0,7.0,7.0,16.0,23.0,,4.0,3.0,2.0,,,,,,62.0,42.0,6.9,12.0,0.0307547,0,,3.0,2.0,1.0,,,1.0,1.0,,1.0,,2.0,1.0,1.0,,,,,3.0,,,,1.0,,,,,,,,
12450260,away,Stade Rennais,Djaoui Cissé,djaoui-cisse,D. Cissé,M,6,188,1161,M,1445628,EUR,1075507200,M,38,38,False,42.0,36.0,7.0,7.0,0.0,11.0,13.0,26.0,31.0,,9.0,7.0,2.0,,,,,,90.0,68.0,7.6,11.0,0.0946068,3,,2.0,12.0,1.0,,1.0,5.0,4.0,3.0,2.0,4.0,2.0,4.0,2.0,,,1.0,1.0,,,0.0735,,1.0,,,,1.0,0.0327,1.0,,
