match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_blockedScoringAttempt,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal,stat_lastManTackle,stat_ownGoals,stat_bigChanceCreated,stat_errorLeadToAShot
14572632,home,FC Porto,Diogo Costa,diogo-costa,D. Costa,G,99,186.0,12685,M,diogomcosta99,843115,EUR,937699200,G,99,99,False,True,22.0,18.0,7.0,3.0,0.0,17.0,17.0,1.0,5.0,1.0,7.0,1.0,1.0,90.0,27.0,6.2,4.0,0.00464252,93.12978523216,14.0,63.887379370293,-0.0005,0,-0.2812,0.09,0.03,-0.13,-0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572632,home,FC Porto,Alberto Costa,alberto-baio,A. Costa,D,20,185.0,2739,M,,1160957,EUR,1064793600,D,20,20,False,,23.0,20.0,3.0,1.0,0.0,8.0,8.0,12.0,15.0,,1.0,,,61.0,38.0,6.4,6.0,0.0100163,113.78033387696,10.0,78.347330924005,,0,,0.01,0.13,-0.17,,Alberto Baio,,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,24.310161818194,37.301305942286,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14572632,home,FC Porto,Jan Bednarek,jan-bednarek,J. Bednarek,D,5,189.0,7025,M,janbednarek_,286085,EUR,829267200,D,5,5,False,,33.0,31.0,1.0,1.0,0.0,24.0,26.0,7.0,7.0,5.0,1.0,,,90.0,42.0,6.9,3.0,0.255883,87.409102479141,8.0,68.215588257369,,0,,0.28,0.06,-0.12,,,,,,7.0,7.0,1.0,,1.0,1.0,1.0,,2.0,25.657661141837,34.556539540295,1.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,
14572632,home,FC Porto,Jakub Kiwior,kiwior-jakub,J. Kiwior,D,4,189.0,15126,M,j_kiwior,976037,EUR,950572800,D,4,4,False,,60.0,50.0,3.0,1.0,0.0,33.0,37.0,17.0,23.0,7.0,3.0,,,90.0,75.0,7.0,10.0,0.0123208,131.08364139714,17.0,80.073271411068,,2,,0.17,0.12,-0.11,,,,,,2.0,7.0,1.0,,1.0,1.0,,1.0,,23.082424171355,47.352490678467,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0381,1.0,-0.19,,,,,,,,,,,,,,
14572632,home,FC Porto,Francisco Moura,francisco-moura,F. Moura,D,74,181.0,1196,M,,985138,EUR,934761600,D,74,74,False,,32.0,29.0,1.0,1.0,0.0,14.0,14.0,15.0,18.0,1.0,2.0,,,90.0,54.0,7.3,8.0,0.0807017,49.045125376156,7.0,37.550144520615,,1,,-0.1,0.06,-0.18,,,,3.0,1.0,2.0,1.0,,,1.0,,2.0,,2.0,,,,,,,,,1.0,1.0,0.9749,1.0,0.54,1.0,1.0,0.9928,,,,,,,,,,,
14572632,home,FC Porto,Victor Froholdt,victor-froholdt,V. Froholdt,M,8,187.0,3967,M,,1406639,EUR,1140825600,M,8,8,False,,8.0,6.0,,,0.0,2.0,2.0,4.0,6.0,1.0,2.0,,,68.0,21.0,6.2,9.0,0.00218417,79.112842980805,9.0,44.254328520365,,0,,0.02,0.1,-0.06,,,,1.0,,8.0,2.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,,,,1.0,,,1.0,,,,,,,,4.0,,,,,,,,,,
14572632,home,FC Porto,Alan Varela,alan-varela,A. Varela,M,22,177.0,5673,M,alan_varela01,1066560,EUR,994204800,M,22,22,False,,60.0,60.0,2.0,2.0,0.0,31.0,31.0,29.0,29.0,2.0,,,,90.0,74.0,6.9,3.0,0.0254714,85.156801027099,14.0,19.834796264021,,0,,0.25,0.07,-0.05,,Alan Varela,,1.0,,4.0,4.0,1.0,,1.0,,2.0,2.0,1.0,,,,2.0,1.0,,,,3.0,,,1.0,,,,,,,,,,,,,,,
14572632,home,FC Porto,Rodrigo Mora,mora-rodrigo,R. Mora,M,86,168.0,13992,M,,1410240,EUR,1178323200,M,86,86,False,,29.0,23.0,2.0,1.0,0.0,11.0,12.0,12.0,17.0,1.0,4.0,,,81.0,49.0,7.5,15.0,0.0206271,120.64403453479,13.0,83.491829823764,,3,,0.07,0.26,-0.14,,Rodrigo Mora,,3.0,,7.0,3.0,2.0,1.0,1.0,,1.0,1.0,,27.089776084778,62.12875395545,3.0,,,4.0,1.0,,1.0,,0.1922,1.0,0.53,1.0,1.0,0.3065,2.0,2.0,,,,,,,,,
14572632,home,FC Porto,William Gomes,william-gomes,W. Gomes,F,7,171.0,4704,M,,1639250,EUR,1142380800,F,7,7,False,,17.0,14.0,1.0,,0.0,4.0,4.0,10.0,13.0,,2.0,,,61.0,31.0,6.2,13.0,0.013745,103.14954448509,7.0,28.608208206169,,0,,0.01,0.08,-0.11,,William Gomes Carvalho Santos,,3.0,,9.0,3.0,2.0,,1.0,,3.0,1.0,3.0,13.60966985103,14.13293886635,1.0,,,2.0,1.0,,,,,1.0,,,,,3.0,,,,,,,,,,
14572632,home,FC Porto,Samu Aghehowa,omorodion-samuel,S. Aghehowa,F,9,193.0,14712,M,samuaghehowa9,1503836,EUR,1083715200,F,9,9,False,,7.0,5.0,,,0.0,3.0,4.0,2.0,3.0,1.0,2.0,,,68.0,15.0,6.5,4.0,0.00043816,20.375034468845,3.0,5.0912836822186,,2,,-0.04,0.07,-0.03,,Samuel,Aghehowa,1.0,,2.0,2.0,1.0,,,,,1.0,,,,,1.0,,1.0,1.0,2.0,1.0,1.0,0.1576,,-0.19,,,,,,,,,,,,,,
