match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalCross,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_challengeLost,stat_fouls,stat_dispossessed,stat_wasFouled,stat_keyPass,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock
14035900,away,RC Sporting Charleroi,Kevin Van Den Kerkhof,,,kevin-van-den-kerkhof,K. V. D. Kerkhof,D,3,190.0,2107,M,1130602,EUR,826675200,D,3,3,False,,16.0,10.0,5.0,1.0,0.0,7.0,10.0,3.0,6.0,6.0,,,,75.0,41.0,6.6,11.0,0.025109,,0,,0.05,0.1,-0.29,,,1.0,2.0,7.0,4.0,1.0,4.0,4.0,,3.0,2.0,2.0,,,,,2.0,,,,,1.0,,,,,,,,,
14035900,away,RC Sporting Charleroi,Aiham Ousou,,,aiham-ousou,A. Ousou,D,4,186.0,1246,M,965265,EUR,947376000,D,4,4,False,True,48.0,39.0,9.0,6.0,0.0,26.0,29.0,13.0,19.0,5.0,,,,90.0,61.0,6.4,10.0,0.00449754,,0,,0.11,0.02,-0.19,,2.0,2.0,5.0,3.0,10.0,,,,1.0,,,,,,,,3.0,,1.0,,,,,,,,,,,,
14035900,away,RC Sporting Charleroi,Cheick Keita,Cheick Keita,,cheick-keita,C. Keita,D,95,185.0,229,M,1407973,EUR,1049241600,D,95,95,False,,27.0,21.0,5.0,,0.0,18.0,19.0,3.0,8.0,7.0,,,,84.0,30.0,5.7,7.0,0.00109633,,0,,-0.01,0.01,-0.41,,5.0,1.0,5.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
14035900,away,RC Sporting Charleroi,Mardochee Nzita,,,mardochee-nzita,M. Nzita,D,24,178.0,111,M,990726,EUR,951350400,D,24,24,False,,38.0,27.0,11.0,5.0,0.0,14.0,17.0,13.0,21.0,7.0,,,,90.0,65.0,7.2,17.0,0.0961685,,0,,0.31,0.12,-0.2,,,5.0,1.0,7.0,4.0,1.0,,,,3.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,
14035900,away,RC Sporting Charleroi,Yassine Titraoui,Yacine Titraoui,,yassine-titraoui,Y. Titraoui,M,22,170.0,2454,M,1094538,EUR,1059177600,M,22,22,False,,53.0,48.0,6.0,5.0,0.0,27.0,29.0,21.0,24.0,3.0,,,,90.0,66.0,6.9,7.0,0.125039,,2,,0.33,0.13,-0.14,,1.0,1.0,4.0,4.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,0.0404,0.0,1.0,1.0,,1.0,2.0,,1.0,,2.0,,0.1178,,,,,
14035900,away,RC Sporting Charleroi,Etienne Camara,Etienne Camara,,etienne-camara,E. Camara,M,5,190.0,290,M,1097542,EUR,1048982400,M,5,5,False,,28.0,25.0,3.0,2.0,0.0,16.0,17.0,9.0,11.0,3.0,,,,84.0,32.0,6.4,3.0,0.00727145,,0,,0.05,0.01,-0.13,,2.0,1.0,4.0,3.0,2.0,,1.0,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
14035900,away,RC Sporting Charleroi,Patrick Pflücke,,,patrick-pflucke,P. Pflücke,M,14,170.0,191,M,281283,EUR,849312000,M,14,14,False,,32.0,22.0,8.0,3.0,0.0,10.0,12.0,12.0,20.0,3.0,,,,90.0,44.0,7.4,15.0,0.1837,,2,,-0.07,-0.33,-0.14,,,,1.0,1.0,1.0,1.0,,,1.0,4.0,1.0,1.0,1.0,0.0661,0.54,1.0,,,,1.0,,,1.0,1.0,1.0,0.3735,,,,,
14035900,away,RC Sporting Charleroi,Jakob Napoleon Romsaas,Jakob Napoleon Romsaas,,jakob-napoleon-romsaas,J. N. Romsaas,F,8,187.0,202,M,1198306,EUR,1084665600,M,8,8,False,,15.0,14.0,1.0,1.0,0.0,4.0,5.0,10.0,10.0,3.0,,,,90.0,29.0,6.2,7.0,0.00836524,,4,,0.0,-0.13,-0.13,,3.0,3.0,6.0,3.0,,1.0,,,3.0,,1.0,,1.0,0.2029,-0.22,,1.0,1.0,,1.0,,,,3.0,,0.3836,,1.0,,,
14035900,away,RC Sporting Charleroi,Antoine Bernier,,,antoine-bernier,A. Bernier,M,17,170.0,106,M,834261,EUR,873849600,M,17,17,False,,15.0,12.0,,,0.0,5.0,6.0,7.0,9.0,6.0,,,,68.0,24.0,6.9,4.0,0.299501,,0,,0.36,0.09,0.16,,3.0,1.0,4.0,3.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0
14035900,away,RC Sporting Charleroi,Aurélien Scheidler,,,aurelien-scheidler,A. Scheidler,F,21,192.0,170,M,915567,EUR,896918400,F,21,21,False,,28.0,19.0,,,0.0,4.0,5.0,15.0,23.0,,,,,90.0,36.0,6.5,17.0,0.0539721,,0,,-0.29,0.31,-0.06,,10.0,10.0,11.0,10.0,,,,,7.0,,,,,,,1.0,,,,2.0,,,,,,,,,,,
14035900,away,RC Sporting Charleroi,Lewin Blum,,,lewin-blum,L. Blum,D,27,181.0,164,M,966670,EUR,996192000,D,27,27,True,,8.0,6.0,2.0,,0.0,3.0,3.0,3.0,5.0,1.0,,,,22.0,13.0,6.2,7.0,0.0219836,,0,,-0.03,0.01,-0.24,,,,2.0,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,
14035900,away,RC Sporting Charleroi,Filip Szymczak,,,szymczak-filip,F. Szymczak,F,9,187.0,570,M,1012192,EUR,1020643200,F,9,9,True,,6.0,3.0,,,0.0,,,3.0,6.0,,,,,15.0,9.0,6.6,4.0,0.00106634,,0,,-0.07,-0.09,0.14,,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14035900,away,RC Sporting Charleroi,Raymond Asante,,,raymond-asante,R. Asante,F,20,186.0,138,M,1414276,EUR,1085616000,F,28,28,True,,2.0,1.0,,,0.0,,,1.0,2.0,,,,,12.0,8.0,6.7,2.0,0.00595006,,1,,0.0,0.19,0.17,,,1.0,1.0,2.0,2.0,,,,,,,,,0.0284,-0.15,,,1.0,1.0,,,,,1.0,,0.1611,,,,,
14035900,away,RC Sporting Charleroi,Quentin Benaets,,,quentin-benaets,Q. Benaets,F,43,,30,M,1396504,EUR,1061769600,F,43,43,True,,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,12.0,7.0,6.7,3.0,0.00408457,,0,,-0.07,0.02,0.29,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0
14035900,away,RC Sporting Charleroi,Mohamed Koné,Mohamed Koné,,mohamed-kone,M. Koné,G,30,186.0,1004,M,1131009,EUR,1015459200,G,30,30,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035900,away,RC Sporting Charleroi,Mehdi Boukamir,Mehdi Boukamir,,mehdi-boukamir,M. Boukamir,D,32,188.0,1014,M,1131463,EUR,1075075200,D,32,32,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035900,away,RC Sporting Charleroi,Jules Gaudin,,,jules-gaudin,J. Gaudin,D,23,180.0,64,M,1119498,EUR,957830400,D,23,23,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035900,away,RC Sporting Charleroi,Amine Boukamir,Amine Boukamir,,amine-boukamir,A. Boukamir,M,56,172.0,456,M,1469056,EUR,1161475200,M,56,56,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035900,away,RC Sporting Charleroi,Antoine Colassin,,,antoine-colassin,A. Colassin,F,25,188.0,181,M,909965,EUR,983145600,F,25,25,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
