match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_wasFouled,stat_dispossessed,stat_totalOffside,stat_hitWoodwork,stat_totalCross,stat_accurateCross,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox
11409181,home,Sporting CP,Antonio Adán,antonio-adan,A. Adán,G,1,192,816,M,59623,EUR,547862400,G,1,1,False,23.0,19.0,5.0,1.0,18.0,20.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,90.0,29.0,7.0,4.0,0.0,0.0,0.00059678,0,0.2725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409181,home,Sporting CP,Ousmane Diomande,diomande-ousmane,O. Diomande,D,26,190,4976,M,1394342,EUR,1070496000,D,26,26,False,79.0,69.0,2.0,,39.0,39.0,30.0,40.0,4.0,8.0,,5.0,,,,,,90.0,87.0,8.3,12.0,0.1806,0.9389,0.0346451,1,,Ousmane,Diomande,ousdiomande,2.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
11409181,home,Sporting CP,Sebastián Coates,sebastian-coates,S. Coates,D,4,196,2042,M,47443,EUR,655257600,D,4,4,False,96.0,89.0,5.0,2.0,54.0,57.0,35.0,39.0,4.0,9.0,,7.0,,,,,,90.0,110.0,7.8,8.0,0.2111,0.1479,0.0142073,3,,Sebastián,Coates,,1.0,2.0,1.0,2.0,,,3.0,1.0,1.0,,,True,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,
11409181,home,Sporting CP,Gonçalo Inácio,goncalo-inacio,G. Inácio,D,25,186,6686,M,1001196,EUR,998697600,D,25,25,False,116.0,110.0,9.0,8.0,52.0,54.0,58.0,62.0,2.0,4.0,1.0,7.0,,,,,,90.0,123.0,7.3,6.0,0.0,0.0,0.0250467,0,,Gonçalo,Inácio,goncaloinacio_25,2.0,5.0,1.0,,,1.0,1.0,1.0,,2.0,,,,,,,1.0,,,,,,,,,,
11409181,home,Sporting CP,Ricardo Esgaio,ricardo-esgaio,R. Esgaio,D,47,171,673,M,97000,EUR,737510400,M,47,47,False,32.0,26.0,2.0,1.0,11.0,12.0,15.0,20.0,1.0,5.0,,4.0,,,,,,75.0,53.0,7.0,9.0,0.0,0.0,0.0224801,0,,,,,1.0,3.0,1.0,,,,3.0,1.0,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
11409181,home,Sporting CP,Morten Hjulmand,hjulmand-morten,M. Hjulmand,M,42,185,4443,M,859917,EUR,930268800,M,42,42,False,67.0,59.0,1.0,,23.0,24.0,36.0,43.0,,6.0,1.0,5.0,,,,,,83.0,87.0,8.0,11.0,0.0809,0.1589,0.0422259,2,,Morten,Hjulmand,,,3.0,,1.0,1.0,,3.0,1.0,2.0,2.0,,,2.0,2.0,1.0,3.0,1.0,1.0,,1.0,,,,,,,
11409181,home,Sporting CP,Hidemasa Morita,hidemasa-morita,H. Morita,M,5,177,3106,M,926560,EUR,800064000,M,5,5,False,104.0,96.0,9.0,8.0,46.0,47.0,51.0,59.0,1.0,3.0,,9.0,,,,,,90.0,117.0,7.2,13.0,0.5409,1.3092,0.143317,4,,Hidemasa,Morita,,1.0,4.0,1.0,2.0,,,1.0,1.0,2.0,1.0,2.0,,,,1.0,,1.0,1.0,,1.0,2.0,1.0,2.0,1.0,,,
11409181,home,Sporting CP,Nuno Santos,nuno-santos,N. Santos,M,11,179,1386,M,352882,EUR,792547200,M,11,11,False,29.0,23.0,3.0,1.0,11.0,12.0,14.0,25.0,1.0,4.0,,2.0,,,,,,75.0,53.0,7.7,14.0,0.0309,0.0201,0.434005,2,,Nuno,Santos,,,2.0,,1.0,,,2.0,1.0,,1.0,2.0,,,,1.0,,1.0,1.0,,,8.0,2.0,,,1.0,1.0,
11409181,home,Sporting CP,Marcus Edwards,edwards-marcus,M. Edwards,M,10,167,2823,M,795066,EUR,912643200,F,10,10,False,33.0,19.0,3.0,,1.0,3.0,19.0,34.0,,3.0,,5.0,,,,,,75.0,46.0,6.7,21.0,0.0,0.0,0.102975,0,,,,,,5.0,2.0,,,,1.0,1.0,1.0,,1.0,,1.0,,,,2.0,2.0,,,4.0,1.0,,,,,
11409181,home,Sporting CP,Viktor Gyökeres,viktor-gyokeres,V. Gyökeres,F,14,187,198098,M,804508,EUR,896918400,F,9,9,False,27.0,25.0,1.0,,2.0,2.0,23.0,25.0,3.0,15.0,1.0,8.0,,,,,,90.0,59.0,9.4,12.0,0.5449,0.4283,0.165972,4,,,,VGyökeres,2.0,9.0,,2.0,1.0,,2.0,1.0,4.0,1.0,4.0,,2.0,1.0,2.0,,9.0,5.0,,,,,,,1.0,,
