match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_goals,stat_keyPass,player_lastName,stat_dispossessed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_accurateCross,stat_totalContest,stat_wonContest,stat_goalAssist,stat_bigChanceCreated,player_sofascoreId,stat_goodHighClaim,stat_punches,stat_totalOffside,stat_bigChanceMissed
12117020,home,Red Bull Bragantino,Cleiton,cleiton,Cleiton,G,1,190,551,M,844576,EUR,871948800,G,1,1,False,True,34.0,23.0,17.0,6.0,21.0,23.0,2.0,11.0,1.0,2.0,12.0,1.0,2.0,5.0,2.0,2.0,90.0,50.0,7.6,11.0,0.00144479,0,0.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117020,home,Red Bull Bragantino,Nathan Mendes,nathan-mendes,N. Mendes,D,45,182,358,M,1116955,EUR,1029715200,D,45,45,False,,31.0,21.0,3.0,2.0,10.0,15.0,11.0,17.0,7.0,2.0,5.0,2.0,,,,,90.0,60.0,6.9,19.0,0.00914951,2,,Nathan,1.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.038,0.3591,,,,,,,,,,,,,,,,
12117020,home,Red Bull Bragantino,Pedro Henrique,pedro-henrique,P. Henrique,D,14,188,417,M,551774,EUR,812592000,D,14,14,False,,33.0,22.0,10.0,4.0,15.0,16.0,7.0,17.0,5.0,5.0,3.0,1.0,,,,,90.0,44.0,7.7,12.0,0.0145984,1,,,,,4.0,1.0,,,1.0,2.0,,,,1.0,1.0,0.14,0.8157,1.0,1.0,,,,,,,,,,,,,,
12117020,home,Red Bull Bragantino,Eduardo Santos,eduardo-santos,Eduardo,D,3,196,161,M,925189,EUR,880675200,D,3,3,False,,28.0,24.0,5.0,3.0,13.0,15.0,11.0,14.0,6.0,2.0,5.0,,,,,,90.0,44.0,7.3,8.0,0.00888007,0,,,1.0,,2.0,1.0,,,,2.0,1.0,4.0,3.0,2.0,,,,,,,1.0,,,,,,,,,,,,
12117020,home,Red Bull Bragantino,Luan Cândido,luan-candido,L. Cândido,D,36,187,716,M,905459,EUR,981072000,D,36,36,False,,17.0,12.0,2.0,,4.0,6.0,8.0,11.0,5.0,5.0,1.0,,,,,,90.0,43.0,7.0,11.0,0.0105224,3,,,,1.0,3.0,5.0,1.0,1.0,,2.0,,2.0,1.0,2.0,3.0,0.0796,,,1.0,,,2.0,,,,,,,,,,,
12117020,home,Red Bull Bragantino,Eric Ramires,eric-ramires,E. Ramires,M,7,172,386,M,950545,EUR,965865600,M,7,7,False,,14.0,10.0,1.0,,2.0,4.0,8.0,11.0,2.0,1.0,7.0,1.0,,,,,62.0,27.0,6.7,8.0,0.014704,3,,,1.0,1.0,,5.0,1.0,2.0,,,1.0,1.0,,1.0,1.0,0.0768,,,,,2.0,1.0,1.0,,,,,,,,,,
12117020,home,Red Bull Bragantino,Juninho Capixaba,juninho-capixaba,J. Capixaba,D,29,176,909,M,870556,EUR,868147200,M,29,29,False,,29.0,21.0,4.0,3.0,11.0,14.0,11.0,19.0,8.0,1.0,4.0,2.0,,,,,74.0,50.0,7.3,13.0,0.0730875,3,,,4.0,1.0,3.0,5.0,,,,,2.0,2.0,,,2.0,0.1318,,,2.0,,1.0,3.0,,1.0,2.0,1.0,,,,,,,
12117020,home,Red Bull Bragantino,Henry Mosquera,henry-mosquera,H. Mosquera,F,30,175,705,M,1170680,EUR,1005782400,M,30,30,False,,15.0,12.0,1.0,,1.0,1.0,11.0,15.0,5.0,,3.0,1.0,,,,,74.0,36.0,6.8,13.0,0.110012,0,,Henry Mosquera,1.0,2.0,,10.0,1.0,,,,,,,2.0,1.0,,,,2.0,,3.0,,,,7.0,4.0,,,,,,,
12117020,home,Red Bull Bragantino,Gustavo Neves,gustavo-neves,G. Neves,M,22,176,308,M,1463904,EUR,1082678400,M,22,22,False,,17.0,14.0,1.0,,3.0,4.0,13.0,19.0,7.0,1.0,3.0,1.0,,,,,62.0,37.0,7.3,13.0,0.142172,0,,,6.0,,2.0,7.0,1.0,,,,,2.0,,1.0,1.0,,,,3.0,,3.0,,,2.0,4.0,2.0,1.0,1.0,,,,,
12117020,home,Red Bull Bragantino,Vitinho,vitinho,Vitinho,M,28,181,1064,M,982405,EUR,922924800,M,28,28,False,,31.0,22.0,4.0,1.0,5.0,7.0,18.0,30.0,3.0,3.0,7.0,,,,,,90.0,54.0,7.0,17.0,0.519601,2,,,6.0,2.0,1.0,7.0,2.0,,1.0,,1.0,1.0,1.0,3.0,3.0,0.071,0.0443,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,
