match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_keyPass,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_shotOffTarget,stat_goalAssist,stat_bigChanceCreated,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_penaltyConceded,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_blockedScoringAttempt,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches
10583928,home,Al-Nassr,Vincent Aboubakar,,,vincent-aboubakar,V. Aboubakar,F,45,184.0,11201,M,aboubakarvincent,116869,EUR,696038400,F,9,9,False,13.0,9.0,1.0,,2.0,4.0,7.0,9.0,,1.0,,,,,63.0,27.0,7.0,13.0,3,,,1.0,8.0,2.0,4.0,,,,,1.0,,,,4.0,1.0,,,,1.0,2.0,,,,1.0,1.0,2.0,2.0,,,
10583928,home,Al-Nassr,Abdullah Madu,,,abdullah-madu,A. Madu,D,3,186.0,189,M,,794347,EUR,742694400,D,3,3,True,55.0,52.0,8.0,6.0,38.0,38.0,14.0,17.0,2.0,5.0,,,,,74.0,58.0,6.7,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583928,home,Al-Nassr,Khalid Al-Ghannam,,,khalid-al-ghannam,K. Al-Ghannam,M,17,171.0,713,M,,976538,EUR,973641600,M,11,11,True,5.0,5.0,,,1.0,1.0,5.0,5.0,,,,,,,27.0,10.0,6.4,1.0,0,,1.0,,1.0,1.0,,,,1.0,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,
10583928,home,Al-Nassr,Abdulrahman Ghareeb,,,abdulrahman-ghareeb,A. Ghareeb,F,29,164.0,2201,M,,1014447,EUR,859766400,F,29,29,True,5.0,4.0,,,2.0,3.0,2.0,2.0,,1.0,,,,,27.0,8.0,6.8,2.0,1,,,,1.0,1.0,,,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,
10583928,home,Al-Nassr,Mohammed Al-Fatil,,,mohammed-al-fatil,M. Al-Fatil,D,33,181.0,549,M,,328829,EUR,694483200,D,4,4,True,,,,,,,,,,,,,,,2.0,2.0,,,1,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,
10583928,home,Al-Nassr,Mohammed Khalil Marran,,,mohammed-khalil-marran,M. K. Marran,F,16,180.0,1521,M,,1115775,EUR,982195200,F,16,16,True,,,,,,,,,,,,,,,2.0,2.0,,,0,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
10583928,home,Al-Nassr,Amin Al-Bukhari,,,amin-al-bukhari,A. Al-Bukhari,G,97,194.0,341,M,,818493,EUR,862531200,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583928,home,Al-Nassr,Mansour Al Shammari,,,mansour-al-shammari,M. A. Shammari,D,12,173.0,169,M,,1019342,EUR,966816000,D,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583928,home,Al-Nassr,Abdulmajeed Al-Sulaiheem,,,abdulmajeed-al-sulaiheem,A. Al-Sulaiheem,M,8,165.0,600,M,,538320,EUR,768960000,M,8,8,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583928,away,Al Adalah,Milan Mijatović,,,milan-mijatovic,M. Mijatović,G,1,192.0,102,M,,55655,EUR,554256000,G,1,1,False,23.0,15.0,10.0,2.0,14.0,15.0,1.0,8.0,2.0,6.0,,,,,90.0,31.0,5.9,8.0,0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0
10583928,away,Al Adalah,Arif Al-Haydar,Arif Al-Haydar,,arif-al-haydar,A. Al-Haydar,D,25,172.0,6,M,,1084262,EUR,866764800,D,7,7,False,10.0,6.0,3.0,,4.0,5.0,2.0,7.0,,1.0,,,,,45.0,22.0,5.4,11.0,0,,2.0,,5.0,2.0,3.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10583928,away,Al Adalah,Martin Angha,,,martin-angha,M. Angha,D,2,188.0,38,M,,134246,EUR,759196800,D,2,2,False,25.0,22.0,6.0,4.0,16.0,17.0,6.0,8.0,1.0,2.0,,,,,90.0,35.0,6.2,5.0,0,,,2.0,4.0,5.0,1.0,1.0,,,,,,3.0,,,,,,,1.0,2.0,1.0,,,,,,,,,
10583928,away,Al Adalah,Mikael Dyrestam,,,mikael-dyrestam,M. Dyrestam,D,6,185.0,84,M,,49190,EUR,692323200,D,4,4,False,22.0,18.0,3.0,2.0,16.0,18.0,2.0,4.0,6.0,2.0,,,,,90.0,34.0,6.5,5.0,1,,,2.0,3.0,4.0,,,1.0,,1.0,1.0,,2.0,2.0,,,1.0,,,,1.0,1.0,,,,,,,,,
10583928,away,Al Adalah,Mohammed Al Oufi,Mohammed Al Oufi,,mohammed-al-oufi,M. A. Oufi,D,23,168.0,14,M,,1050350,EUR,1028764800,D,23,23,False,16.0,10.0,4.0,1.0,7.0,7.0,4.0,11.0,1.0,2.0,,,,,71.0,32.0,6.1,11.0,0,,2.0,,4.0,4.0,1.0,,1.0,1.0,2.0,,,4.0,2.0,2.0,,,,,,1.0,,,,,,,,,,
10583928,away,Al Adalah,Edson,,,edson,Edson,D,3,183.0,68,M,,578420,EUR,678326400,M,19,19,False,26.0,23.0,1.0,1.0,16.0,17.0,7.0,9.0,1.0,4.0,,,,,90.0,39.0,6.8,3.0,0,True,,3.0,1.0,5.0,,4.0,,,1.0,,,2.0,2.0,,,,,,,,1.0,,,,,,,,,
10583928,away,Al Adalah,Fwaz Altryes,,,fwaz-altryes,F. Altryes,F,8,170.0,19,M,,902358,EUR,861840000,M,27,27,False,5.0,4.0,,,2.0,2.0,2.0,3.0,,4.0,,,,,57.0,11.0,6.2,3.0,0,,,,4.0,3.0,3.0,,,,3.0,,3.0,,,2.0,,,,,,1.0,,,,,,,1.0,,,
10583928,away,Al Adalah,Christofer Gonzáles,,,christofer-gonzales,C. Gonzáles,M,10,176.0,434,M,,345779,EUR,718848000,M,17,17,False,24.0,19.0,3.0,2.0,4.0,4.0,16.0,21.0,,8.0,,,,,90.0,42.0,7.0,10.0,1,,1.0,,3.0,7.0,2.0,,,1.0,,1.0,1.0,1.0,,2.0,5.0,,,,1.0,,,,,1.0,1.0,,,,,
10583928,away,Al Adalah,Abdularahman Al Hurib,,,abdularahman-al-hurib,A. A. Hurib,M,4,174.0,1,M,,818876,EUR,697248000,M,14,14,False,13.0,7.0,2.0,1.0,2.0,5.0,5.0,8.0,,2.0,,,,,45.0,19.0,6.3,7.0,1,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,
10583928,away,Al Adalah,Reinaldo Lenis,,,reinaldo-lenis,R. Lenis,F,,180.0,49,,,325679,EUR,711590400,M,10,10,False,24.0,19.0,1.0,,8.0,9.0,12.0,19.0,2.0,7.0,,,,,90.0,42.0,6.6,10.0,0,,4.0,,2.0,4.0,,1.0,,1.0,,,,1.0,1.0,1.0,3.0,,,,1.0,1.0,,,,,,,,,,
10583928,away,Al Adalah,Lautaro Palacios,,,lautaro-palacios,L. Palacios,F,9,177.0,76,M,,986637,EUR,804384000,F,9,9,False,19.0,17.0,,,7.0,7.0,10.0,12.0,1.0,1.0,,,,,86.0,27.0,6.6,6.0,1,,,,3.0,1.0,2.0,,1.0,,,1.0,1.0,,,2.0,,1.0,,,,1.0,,,,,,,,,,
10583928,away,Al Adalah,Murtadh Al-Barrih,Murtadh,Al-Barrih,murtadh-al-barrih,M. Al-Barrih,D,5,180.0,1,M,,847232,EUR,647568000,D,5,5,True,13.0,12.0,2.0,1.0,12.0,12.0,,1.0,,1.0,,,,,45.0,13.0,6.3,1.0,0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
10583928,away,Al Adalah,Hussain Alnattar,Hussain Alnattar,,hussain-alnattar,H. Alnattar,M,,169.0,34,M,,1085122,EUR,952992000,M,96,96,True,15.0,8.0,4.0,1.0,8.0,9.0,,6.0,,4.0,,,,,45.0,22.0,6.7,8.0,0,,,,2.0,4.0,1.0,1.0,,,,,1.0,2.0,1.0,1.0,1.0,,,,2.0,,,,,,,,,,,
10583928,away,Al Adalah,Abdullah Alhdheriti,,,abdullah-alhdheriti,A. Alhdheriti,F,,,1,,,818783,EUR,713404800,F,77,77,True,1.0,,,,,,,1.0,,,,,,,33.0,5.0,6.5,2.0,0,,,,2.0,1.0,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,
10583928,away,Al Adalah,Nasser Al-Abdali,Nasser,Al-Abdali,nasser-al-abdali,N. Al-Abdali,M,7,167.0,2,M,,849661,EUR,749260800,F,70,70,True,6.0,3.0,1.0,,1.0,1.0,2.0,6.0,,,,,,,19.0,11.0,6.6,5.0,0,,1.0,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
10583928,away,Al Adalah,Mohammed Abo Abd,Mohammed Abo Abd,,mohammed-abo-abd,M. A. Abd,D,21,163.0,15,M,,1398850,EUR,1009324800,F,20,20,True,,,,,,,,,,,,,,,8.0,,6.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583928,away,Al Adalah,Ali Al-Amri,,,ali-al-amri,A. Al-Amri,G,22,178.0,1,M,,847381,EUR,777427200,G,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583928,away,Al Adalah,Abdulaziz Aljamman,Abdulaziz,Aljamman,abdulaziz-aljamman,A. Aljamman,D,29,176.0,2,M,,880822,EUR,823132800,D,11,11,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583928,away,Al Adalah,Fahd Mohammed Al-Harbi,,,fahd-mohammed-al-harbi,F. M. Al-Harbi,D,12,182.0,14,M,,974013,EUR,856828800,D,3,3,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583928,away,Al Adalah,Hassan Al-Habib,,,hassan-al-habib,H. Al-Habib,M,15,183.0,6,M,,847228,EUR,779500800,M,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
