match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialWon,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_totalOffside,stat_shotOffTarget,stat_blockedScoringAttempt,captain,stat_goals,player_firstName,player_lastName,player_sofascoreId,stat_outfielderBlock,stat_ownGoals
11406894,home,Cagliari,Simone Scuffet,simone-scuffet,S. Scuffet,G,22,193,684,M,284349,EUR,833500800,G,22,22,False,25.0,16.0,12.0,3.0,15.0,15.0,1.0,10.0,1.0,8.0,1.0,2.0,3.0,90.0,35.0,6.9,9.0,0.00022039,0,-0.1445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406894,home,Cagliari,Gabriele Zappa,gabriele-zappa,G. Zappa,D,28,183,617,M,927304,EUR,945820800,D,28,28,False,47.0,37.0,8.0,4.0,29.0,31.0,8.0,16.0,5.0,2.0,,,,90.0,62.0,6.9,11.0,0.0044461,1,,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0154,0.0197,,,,,,,,,,,,,,,,,,,,,
11406894,home,Cagliari,Mateusz Wieteska,mateusz-wieteska,M. Wieteska,D,4,187,1515,M,286087,EUR,855619200,D,23,23,False,41.0,36.0,4.0,2.0,32.0,32.0,4.0,9.0,11.0,1.0,,,,90.0,54.0,7.2,5.0,0.00354265,0,,1.0,1.0,3.0,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,
11406894,home,Cagliari,Alberto Dossena,dossena-alberto,A. Dossena,D,4,195,511,M,870211,EUR,908236800,D,4,4,False,39.0,34.0,8.0,5.0,27.0,27.0,7.0,12.0,5.0,1.0,,,,90.0,49.0,7.2,6.0,0.127415,0,,,2.0,3.0,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
11406894,home,Cagliari,Tommaso Augello,tommaso-augello,T. Augello,M,3,181,354,M,596736,EUR,778204800,D,27,27,False,19.0,13.0,,,10.0,11.0,3.0,8.0,2.0,3.0,,,,45.0,22.0,6.4,7.0,0.00456947,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406894,home,Cagliari,Ibrahim Sulemana,ibrahim-sulemana,I. Sulemana,M,25,180,1979,M,105905,EUR,1053561600,M,25,25,False,21.0,18.0,3.0,1.0,8.0,8.0,10.0,13.0,,4.0,,,,90.0,31.0,6.7,4.0,0.00594533,0,,,5.0,6.0,4.0,,,1.0,1.0,1.0,,,,,,,5.0,2.0,1.0,,,,,,,,,,,,,,
11406894,home,Cagliari,Matteo Prati,matteo-prati,M. Prati,M,4,182,705,M,1111640,EUR,1072569600,M,16,16,False,37.0,27.0,1.0,,17.0,25.0,10.0,12.0,1.0,3.0,,,,90.0,44.0,6.5,12.0,0.00561831,0,,1.0,3.0,1.0,,1.0,,,,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,
11406894,home,Cagliari,Antoine Makoumbou,antoine-makoumbou,A. Makoumbou,M,29,186,535,M,920391,EUR,900720000,M,29,29,False,38.0,31.0,3.0,1.0,19.0,21.0,13.0,18.0,1.0,2.0,,,,89.0,54.0,6.8,9.0,0.0330563,0,,,3.0,6.0,1.0,2.0,,,,,,,,,,,3.0,1.0,,1.0,1.0,3.0,3.0,1.0,,,,,,,,,
11406894,home,Cagliari,Nicolas Viola,nicolas-viola,N. Viola,F,10,180,280,M,21608,EUR,624153600,M,10,10,False,24.0,14.0,2.0,,7.0,9.0,7.0,17.0,,4.0,,,,86.0,42.0,6.6,16.0,0.00782424,2,,3.0,5.0,6.0,,,,1.0,2.0,,0.0916,,1.0,,,,2.0,1.0,1.0,2.0,,3.0,1.0,,1.0,1.0,,,,,,,
11406894,home,Cagliari,Nahitan Nández,nahitan-nandez,N. Nandez,M,8,175,1922,M,589620,EUR,820108800,M,8,8,False,34.0,27.0,2.0,,18.0,21.0,9.0,17.0,,10.0,,,,81.0,54.0,6.7,13.0,0.0071388,0,,,6.0,4.0,,2.0,,1.0,,4.0,,,,1.0,,,1.0,1.0,,4.0,,3.0,3.0,,,,True,,,,,,
