match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_hitWoodwork,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_shotOffTarget,stat_wasFouled,stat_fouls,stat_totalClearance,stat_interceptionWon,stat_accurateCross,stat_dispossessed,stat_wonContest,captain,stat_goalAssist,stat_goals,stat_totalOffside
10382091,home,Vitesse,Kjell Scherpen,kjell-scherpen,K. Scherpen,G,37,205,781,M,852394,EUR,948585600,G,16,16,False,29.0,21.0,14.0,6.0,19.0,21.0,2.0,8.0,4.0,2.0,3.0,5.0,1.0,1.0,90.0,39.0,7.5,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382091,home,Vitesse,Carlens Arcus,carlens-arcus,C. Arcus,D,2,180,5896,M,794373,EUR,835920000,D,2,2,False,57.0,47.0,4.0,1.0,24.0,27.0,23.0,35.0,6.0,,,,,,90.0,79.0,6.9,19.0,2,5.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
10382091,home,Vitesse,Ryan Flamingo,ryan-flamingo,R. Flamingo,D,6,186,1614,M,1046960,EUR,1041292800,D,3,3,False,58.0,45.0,13.0,6.0,27.0,34.0,18.0,25.0,4.0,,,,,,90.0,73.0,6.8,17.0,1,1.0,2.0,3.0,6.0,6.0,2.0,,,,1.0,2.0,2.0,1.0,,Ryan Flamingo,,1.0,1.0,1.0,1.0,,,,,,,,,
10382091,home,Vitesse,Melle Meulensteen,melle-meulensteen,M. Meulensteen,M,21,185,201,M,891795,EUR,931046400,D,20,20,False,67.0,59.0,9.0,5.0,37.0,39.0,22.0,28.0,7.0,,,,,,90.0,71.0,7.0,8.0,1,,,1.0,,2.0,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,
10382091,home,Vitesse,Enzo Cornelisse,enzo-cornelisse,E. Cornelisse,M,6,178,40,M,1046725,EUR,1025308800,D,13,13,False,65.0,51.0,15.0,7.0,29.0,32.0,22.0,34.0,2.0,,,,,,85.0,74.0,6.7,15.0,0,1.0,2.0,3.0,3.0,3.0,,,,,,,,,,,,,,,1.0,4.0,1.0,,,,,,,
10382091,home,Vitesse,Maximilian Wittek,maximilian-wittek,M. Wittek,D,32,173,158,M,254125,EUR,808963200,D,32,32,False,50.0,39.0,3.0,1.0,11.0,16.0,31.0,48.0,7.0,,,,,,90.0,96.0,7.6,26.0,4,14.0,1.0,1.0,4.0,5.0,1.0,2.0,1.0,,,2.0,1.0,2.0,3.0,,,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,,,,
10382091,home,Vitesse,Matúš Bero,matus-bero,M. Bero,M,19,181,413,M,187207,EUR,810345600,M,21,21,False,50.0,38.0,1.0,1.0,12.0,13.0,26.0,38.0,6.0,,,,,,90.0,74.0,6.8,19.0,1,1.0,4.0,4.0,7.0,7.0,1.0,,1.0,,,1.0,,2.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,True,,,
10382091,home,Vitesse,Sondre Tronstad,sondre-tronstad,S. Trondstad,M,6,173,144,M,228374,EUR,809395200,M,8,8,False,66.0,57.0,7.0,6.0,27.0,30.0,30.0,36.0,11.0,,,,,,90.0,74.0,7.1,11.0,1,,2.0,,5.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,2.0,,,,,,2.0,,1.0,,1.0,,,,,
10382091,home,Vitesse,Kacper Kozłowski,kacper-kozlowski,K. Kozłowski,M,10,182,3151,M,984602,EUR,1066262400,M,17,17,False,33.0,27.0,2.0,,12.0,14.0,16.0,23.0,6.0,,,,,,71.0,59.0,6.8,20.0,3,4.0,1.0,,11.0,2.0,6.0,2.0,1.0,,,1.0,1.0,3.0,3.0,,,,,,2.0,,2.0,1.0,3.0,1.0,,1.0,,
10382091,home,Vitesse,Gabriel Vidović,gabriel-vidovic,G. Vidović,M,10,180,3478,M,1129940,EUR,1070236800,M,10,10,False,31.0,29.0,1.0,1.0,8.0,8.0,21.0,23.0,7.0,,,,,,76.0,48.0,6.1,13.0,0,,1.0,,9.0,5.0,5.0,,,,,,,4.0,1.0,,,1.0,,3.0,2.0,,,,2.0,2.0,,,,
