match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_shotOffTarget,stat_expectedGoals,stat_challengeLost,stat_dispossessed,captain,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,player_sofascoreId,stat_blockedScoringAttempt,stat_punches,stat_goals,stat_bigChanceMissed,stat_bigChanceCreated
12499506,home,VfL Wolfsburg,Kamil Grabara,grabara-kamil,K. Grabara,G,1,195,3175,M,902080,EUR,915753600,G,1,1,False,39.0,27.0,22.0,10.0,0.0,18.0,19.0,9.0,20.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,90.0,46.0,6.8,12.0,0.00684432,0,0.2613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499506,home,VfL Wolfsburg,Kilian Fischer,kilian-fischer,K. Fischer,D,2,179,189,M,995316,EUR,971308800,D,2,2,False,21.0,17.0,3.0,3.0,0.0,6.0,7.0,11.0,16.0,1.0,4.0,1.0,,,,,90.0,43.0,7.0,8.0,0.0309899,0,,,,2.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12499506,home,VfL Wolfsburg,Denis Vavro,denis-vavro,D. Vavro,D,3,187,674,M,293127,EUR,829094400,D,18,18,False,40.0,33.0,12.0,7.0,0.0,22.0,24.0,11.0,18.0,1.0,2.0,3.0,,,,,90.0,61.0,7.5,10.0,0.0136509,2,,,,2.0,1.0,1.0,,,11.0,2.0,1.0,1.0,1.0,1.0,,2.0,0.0651,,,,,,,,,,,,,,
12499506,home,VfL Wolfsburg,Konstantinos Koulierakis,konstantinos-koulierakis,K. Koulierakis,D,4,188,3369,M,1184855,EUR,1069977600,D,4,4,False,52.0,40.0,12.0,6.0,0.0,22.0,26.0,18.0,27.0,6.0,11.0,6.0,1.0,,,,90.0,75.0,7.3,16.0,0.047288,1,,,,1.0,4.0,6.0,2.0,1.0,5.0,,3.0,3.0,1.0,2.0,,1.0,0.1466,1.0,,,,,,,,,,,,,
12499506,home,VfL Wolfsburg,Kevin Paredes,kevin-paredes,K. Paredes,M,40,175,775,M,1016810,EUR,1052265600,M,40,40,False,16.0,13.0,,,0.0,5.0,6.0,8.0,11.0,1.0,3.0,3.0,2.0,,,,62.0,22.0,6.5,6.0,0.0223065,0,,,,1.0,1.0,4.0,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,
12499506,home,VfL Wolfsburg,Bence Dárdai,bence-dardai,B. Dárdai,M,8,185,1186,M,1418624,EUR,1138060800,M,24,24,False,23.0,21.0,2.0,1.0,0.0,9.0,9.0,12.0,14.0,,2.0,1.0,,,,,78.0,34.0,6.5,4.0,0.0101246,0,,Bence Dárdai,,,,3.0,,,6.0,,,2.0,1.0,1.0,,,,2.0,1.0,,,,,,,,,,,,
12499506,home,VfL Wolfsburg,Maximilian Arnold,maximilian-arnold,M. Arnold,M,27,184,898,M,147289,EUR,769996800,M,27,27,False,10.0,8.0,3.0,1.0,0.0,5.0,5.0,3.0,5.0,,1.0,2.0,,,,,26.0,14.0,4.9,3.0,0.0583046,0,,,,,,1.0,,,1.0,,,1.0,1.0,,1.0,,,,,True,1.0,,,,,,,,,,
12499506,home,VfL Wolfsburg,Patrick Wimmer,patrick-wimmer,P. Wimmer,M,39,182,1034,M,987504,EUR,991180800,M,39,39,False,30.0,21.0,4.0,1.0,0.0,10.0,13.0,12.0,20.0,1.0,5.0,7.0,,,,,78.0,48.0,7.2,15.0,0.153798,2,,,,3.0,1.0,6.0,4.0,3.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0439,1.0,2.0,,1.0,1.0,1.0,0.0504,,,,,,,
12499506,home,VfL Wolfsburg,Joakim Mæhle,joakim-maehle,J. Mæhle,D,21,185,1469,M,842364,EUR,864086400,M,21,21,False,33.0,23.0,8.0,2.0,0.0,9.0,12.0,14.0,23.0,1.0,4.0,7.0,,,,,90.0,57.0,6.3,17.0,0.242563,0,,,,2.0,,6.0,4.0,1.0,3.0,,,2.0,1.0,2.0,,,,3.0,,,2.0,,,,,,,,,,
12499506,home,VfL Wolfsburg,Jonas Wind,jonas-wind,J. Wind,F,23,190,2374,M,826069,EUR,918345600,F,23,23,False,29.0,17.0,3.0,2.0,0.0,7.0,8.0,10.0,21.0,8.0,10.0,2.0,1.0,,,,78.0,41.0,7.0,18.0,0.0414339,1,,,,,5.0,7.0,,,1.0,,1.0,1.0,1.0,4.0,,1.0,0.038,,2.0,,1.0,,,,1.0,,,,,,
