match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_errorLeadToAGoal,stat_fouls,captain,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_expectedGoals,stat_shotValueNormalized,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_unsuccessfulTouch,stat_wasFouled,stat_interceptionWon,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_saves,stat_keeperSaveValue,stat_goals,stat_totalOffside
14131887,away,CD Nacional,Chiheb Labidi,chiheb-labidi,C. Labidi,M,15,190,432,M,1011997,EUR,991353600,M,15,15,False,20.0,13.0,2.0,,0.0,6.0,8.0,7.0,12.0,5.0,,,82.0,36.0,6.0,14.0,0.0242863,0,,-0.02,0.0,0.31,,,,,5.0,,14.0,3.0,1.0,,4.0,,,,,1.0,2.0,,,,,4.0,2.0,1.0,,2.0,,,,,,,,,,,,
14131887,away,CD Nacional,Witi,witi,Witi,M,7,178,442,M,786269,EUR,841017600,F,7,7,False,10.0,6.0,2.0,1.0,0.0,2.0,4.0,4.0,6.0,4.0,,,68.0,22.0,6.4,12.0,0.00362297,1,,-0.09,0.2,-0.03,,,,1.0,1.0,,4.0,2.0,,,1.0,,,1.0,,,2.0,2.0,,0.0047,-0.02,1.0,1.0,,,3.0,,,,,,,,,,,,
14131887,away,CD Nacional,Jesús Ramírez,jesus-ramirez,J. Ramírez,F,9,187,1078,M,987597,EUR,894240000,F,9,9,False,21.0,14.0,2.0,,0.0,7.0,7.0,7.0,14.0,7.0,,,88.0,44.0,7.2,15.0,0.00653884,3,,-0.17,0.26,-0.02,,,,,6.0,5.0,14.0,9.0,,,3.0,,,,2.0,,,,,0.4315,0.48,6.0,3.0,3.0,,2.0,2.0,,,,,1.0,0.2498,,,,1.0,1.0
14131887,away,CD Nacional,Paulinho Bóia,paulinho-boia,Paulinho Bóia,M,11,171,270,M,912781,EUR,898819200,F,11,11,False,13.0,9.0,2.0,,0.0,3.0,5.0,6.0,8.0,1.0,,,88.0,29.0,7.8,9.0,0.198259,2,,0.09,0.23,0.19,,,,1.0,3.0,1.0,5.0,3.0,3.0,,,,1.0,1.0,,,1.0,,,0.7836,0.55,1.0,,,,3.0,1.0,,,,2.0,1.0,0.849,,,,1.0,
14131887,away,CD Nacional,Filipe Soares,filipe-soares,F. Soares,M,22,180,145,M,851030,EUR,927158400,M,22,22,True,10.0,7.0,1.0,,0.0,5.0,5.0,2.0,5.0,3.0,,,22.0,19.0,6.3,8.0,0.00174523,0,,0.05,-0.1,-0.01,,,,,,,5.0,1.0,,,2.0,,,,,,,,,,,1.0,3.0,1.0,,2.0,,2.0,,,,,,,,,,
14131887,away,CD Nacional,Martim Gustavo Watts,martim-gustavo-watts,M. Gustavo,F,30,184,22,M,1410338,EUR,1121299200,M,30,30,True,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,,,,22.0,4.0,6.5,,0.00014996,0,,-0.04,0.02,-0.08,,Martim Gustavo,,,1.0,,3.0,1.0,,,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14131887,away,CD Nacional,Ulisses,ulisses,Ulisses,D,4,183,102,M,926869,EUR,938476800,D,4,4,True,4.0,4.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,,,,8.0,5.0,6.5,,0.00032646,0,,0.01,0.01,-0.05,,,,,1.0,,2.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131887,away,CD Nacional,Lucas João,lucas-joao,L. João,F,19,192,449,M,253837,EUR,747100800,F,19,19,True,2.0,2.0,,,0.0,,,2.0,2.0,1.0,,,8.0,4.0,6.5,2.0,0.00053385,0,,-0.01,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
14131887,away,CD Nacional,Motez Nourani,motez-nourani,M. Nourani,F,17,180,253,M,1640310,EUR,1010707200,F,17,17,True,,,,,0.0,,,,,,,,8.0,3.0,6.7,,,0,,,0.0,0.13,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
14131887,away,CD Nacional,Kaique,kaique,Kaique,G,1,190,577,M,1167067,EUR,1050451200,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,Kaique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131887,away,CD Nacional,Lenny Vallier,lenny-vallier,L. Vallier,D,24,178,31,M,878283,EUR,924912000,D,24,24,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131887,away,CD Nacional,Joel Silva,joel-silva,J. Silva,M,26,185,56,M,1393991,EUR,1044921600,M,26,26,True,,,,,,,,,,,,,,,,,,0,,,,,,Joel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131887,away,CD Nacional,André Sousa,andre-sousa,A. Sousa,M,18,181,24,M,167857,EUR,647481600,M,18,18,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
