match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_onTargetScoringAttempt,stat_interceptionWon,stat_wasFouled,stat_penaltyWon,stat_expectedGoalsOnTarget,stat_keyPass,stat_wonContest,stat_outfielderBlock,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_penaltyConceded,captain,stat_goals,stat_errorLeadToAShot,stat_goalAssist,stat_bigChanceCreated,stat_punches,stat_hitWoodwork,stat_totalOffside,player_sofascoreId
11396185,home,1. FC Köln,Marvin Schwäbe,,,marvin-schwabe,M. Schwäbe,G,1,189,324,M,187185,EUR,798768000,G,1,1,False,34.0,24.0,19.0,9.0,18.0,18.0,6.0,16.0,9.0,1.0,3.0,1.0,4.0,1.0,1.0,90.0,43.0,7.3,10.0,0.110562,0,0.3085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396185,home,1. FC Köln,Benno Schmitz,,,benno-schmitz,B. Schmitz,D,6,182,70,M,147775,EUR,785030400,D,2,2,False,21.0,16.0,3.0,2.0,8.0,10.0,8.0,12.0,3.0,,,,,,,45.0,30.0,6.2,7.0,0.0457817,1,,1.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0739,,,,,,,,,,,,,,,,,,,,,,,
11396185,home,1. FC Köln,Timo Hübers,,,timo-hubers,T. Hübers,D,4,190,271,M,387220,EUR,837820800,D,4,4,False,78.0,62.0,18.0,6.0,37.0,43.0,25.0,35.0,4.0,,,,,,,90.0,96.0,7.7,16.0,0.120206,1,,,2.0,6.0,4.0,10.0,1.0,,,7.0,2.0,1.0,1.0,0.0085,1.0,3.0,2.0,1.0,0.0747,1.0,,,,,,,,,,,,,,,,,
11396185,home,1. FC Köln,Jeff Chabot,,,julian-chabot,J. Chabot,D,24,194,723,M,863271,EUR,887241600,D,24,24,False,62.0,54.0,12.0,6.0,35.0,37.0,19.0,25.0,4.0,,,,,,,90.0,75.0,7.5,8.0,0.0113062,0,,,2.0,4.0,2.0,9.0,,1.0,,4.0,1.0,,,,,,3.0,,,,1.0,3.0,,,,,,,,,,,,,,,
11396185,home,1. FC Köln,Max Finkgräfe,Max Finkgräfe,,finkgrafe-max,M. Finkgräfe,D,35,183,310,M,1146250,EUR,1080345600,D,35,35,False,26.0,14.0,4.0,1.0,7.0,9.0,9.0,23.0,1.0,,,,,,,90.0,53.0,6.6,18.0,0.253077,1,,6.0,2.0,1.0,6.0,5.0,2.0,2.0,,1.0,1.0,1.0,,0.0539,1.0,,2.0,,0.0587,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,
11396185,home,1. FC Köln,Denis Huseinbašić,,,denis-huseinbasic,D. Huseinbašić,M,8,184,959,M,1064842,EUR,994118400,M,8,8,False,49.0,42.0,3.0,1.0,14.0,14.0,28.0,36.0,4.0,,,,,,,90.0,64.0,6.3,12.0,0.0322727,2,,1.0,,,8.0,2.0,1.0,2.0,,1.0,2.0,2.0,4.0,0.0351,,1.0,,,,1.0,,,,2.0,2.0,,,,,,,,,,,,
11396185,home,1. FC Köln,Eric Martel,,,martel-eric,E. Martel,M,6,186,936,M,988639,EUR,1020038400,M,6,6,False,29.0,19.0,5.0,,13.0,18.0,6.0,12.0,2.0,,,,,,,61.0,38.0,6.0,14.0,0.00291499,0,,1.0,4.0,1.0,9.0,2.0,,,,2.0,1.0,1.0,4.0,,,1.0,,,,,,,,2.0,,1.0,,,,,,,,,,,
11396185,home,1. FC Köln,Faride Alidou,,,alidou-faride,F. Alidou,F,10,186,307,M,994197,EUR,995414400,M,40,40,False,10.0,7.0,1.0,1.0,4.0,4.0,4.0,8.0,1.0,,,,,,,75.0,26.0,6.1,8.0,0.00485015,4,,2.0,2.0,3.0,4.0,6.0,,1.0,1.0,,,,2.0,0.699,,,2.0,,,,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,
11396185,home,1. FC Köln,Luca Waldschmidt,,,luca-waldschmidt,L. Waldschmidt,F,7,181,704,M,319861,EUR,832464000,M,9,9,False,4.0,4.0,,,2.0,2.0,2.0,2.0,,,,,,,,20.0,6.0,6.4,,0.00074812,1,,,,,,1.0,,,1.0,,,,,0.009,,,1.0,,,,,,,,,,,,,,,,,,,,
11396185,home,1. FC Köln,Florian Kainz,,,florian-kainz,F. Kainz,M,11,176,502,M,78781,EUR,719884800,M,11,11,False,35.0,25.0,7.0,4.0,1.0,3.0,27.0,39.0,2.0,,,,,,,90.0,51.0,7.0,18.0,0.151542,1,,7.0,1.0,1.0,5.0,2.0,1.0,2.0,,1.0,,,1.0,0.7884,1.0,,1.0,,0.991,4.0,1.0,,3.0,1.0,,2.0,,,True,1.0,1.0,,,,,,
