match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_aerialWon,stat_dispossessed,stat_outfielderBlock,stat_lastManTackle,stat_aerialLost,stat_clearanceOffLine,stat_wonContest,stat_unsuccessfulTouch,stat_totalCross,stat_keyPass,stat_bigChanceMissed,stat_totalOffside,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_goodHighClaim,stat_shotOffTarget,stat_errorLeadToAShot,stat_hitWoodwork
12436466,home,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185,7610,M,jpickford1,138530,EUR,762998400,G,1,1,False,37.0,17.0,28.0,8.0,0.0,10.0,10.0,7.0,27.0,10.0,2.0,4.0,90.0,45.0,7.4,20.0,0.00299625,0,0.5136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436466,home,Everton,Ashley Young,ashley-young,A. Young,D,15,180,1712,M,,10589,EUR,489715200,D,18,18,False,12.0,10.0,3.0,2.0,0.0,3.0,4.0,7.0,8.0,1.0,,,73.0,26.0,6.8,3.0,0.00415951,1,,8.0,6.0,4.0,1.0,1.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0378,0.0901,,,,,,,,,,,,,,,,,,,,,,
12436466,home,Everton,James Tarkowski,james-tarkowski,J. Tarkowski,D,6,185,2558,M,,145188,EUR,722131200,D,6,6,False,16.0,12.0,4.0,1.0,0.0,10.0,11.0,2.0,5.0,5.0,,,90.0,27.0,7.0,7.0,0.00063637,0,,5.0,6.0,1.0,,,1.0,2.0,2.0,1.0,1.0,2.0,,,True,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,
12436466,home,Everton,Jarrad Branthwaite,jarrad-branthwaite,J. Branthwaite,D,32,195,2591,M,,979563,EUR,1025136000,D,32,32,False,23.0,18.0,5.0,1.0,0.0,15.0,15.0,3.0,8.0,3.0,,,90.0,32.0,7.1,5.0,0.00519987,0,,,5.0,,,,2.0,,4.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
12436466,home,Everton,Vitaliy Mykolenko,vitaliy-mykolenko,V. Mykolenko,D,16,180,4082,M,mikola_16,876643,EUR,927936000,D,19,19,False,19.0,16.0,4.0,2.0,0.0,6.0,8.0,10.0,11.0,2.0,,,90.0,42.0,7.8,4.0,0.00655838,0,,5.0,7.0,3.0,,,6.0,3.0,5.0,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
12436466,home,Everton,Orel Mangala,orel-mangala,O. Mangala,M,5,178,1576,M,,793988,EUR,890179200,M,8,8,False,8.0,5.0,1.0,,0.0,4.0,5.0,1.0,3.0,1.0,,,90.0,22.0,6.6,8.0,0.00448029,2,,5.0,2.0,,1.0,2.0,,1.0,1.0,,1.0,1.0,0.1382,0.3668,,,3.0,,,,,,,,,,,,,,,,,,,
12436466,home,Everton,Idrissa Gueye,idrissa-gueye,I. Gueye,M,27,174,21481,M,iganagueye,106337,EUR,622771200,M,27,27,False,26.0,20.0,3.0,1.0,0.0,12.0,13.0,8.0,13.0,4.0,,,90.0,34.0,6.5,8.0,0.00457586,0,,6.0,4.0,3.0,1.0,,,1.0,2.0,1.0,1.0,2.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,
12436466,home,Everton,Abdoulaye Doucouré,abdoulaye-doucoure,A. Doucouré,M,8,182,1269,M,,96535,EUR,725846400,M,16,16,False,20.0,16.0,,,0.0,7.0,8.0,9.0,13.0,3.0,,,90.0,35.0,6.5,10.0,0.0255622,0,,11.0,6.0,2.0,4.0,,1.0,,4.0,2.0,,4.0,,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,
12436466,home,Everton,Jack Harrison,jack-harrison,J. Harrison,M,17,175,1145,M,,829570,EUR,848448000,F,11,11,False,13.0,11.0,3.0,2.0,0.0,4.0,4.0,7.0,10.0,4.0,,,74.0,27.0,6.7,6.0,0.00410901,1,,5.0,4.0,1.0,2.0,1.0,3.0,,3.0,3.0,,1.0,0.5621,0.2754,,,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,
12436466,home,Everton,Dominic Calvert-Lewin,dominic-calvert-lewin,D. Calvert-Lewin,F,9,187,5857,M,CalvertLewin14,372344,EUR,858470400,F,9,9,False,10.0,7.0,,,0.0,2.0,3.0,5.0,7.0,2.0,,,73.0,24.0,6.4,11.0,0.00214939,0,,10.0,3.0,,1.0,,1.0,1.0,,,,3.0,,,,3.0,3.0,1.0,,3.0,,,4.0,,,,2.0,,,,,,,,,
