match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_blockedScoringAttempt,stat_outfielderBlock,stat_challengeLost,stat_interceptionWon,stat_fouls,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,captain,stat_penaltyWon,stat_aerialLost,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_penaltyConceded
12437865,home,Real Betis,Adrián,adrian,Adrián,G,13,190.0,2131,M,50539,EUR,536630400,G,13,13,False,18.0,14.0,7.0,3.0,0.0,13.0,13.0,1.0,5.0,4.0,5.0,1.0,3.0,1.0,1.0,90.0,26.0,6.7,4.0,9.342e-05,0,0.0066999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437865,home,Real Betis,Youssouf Sabaly,youssouf-sabaly,Y. Sabaly,D,17,174.0,5678,M,111803,EUR,731289600,D,23,23,False,41.0,36.0,1.0,1.0,0.0,21.0,25.0,16.0,19.0,1.0,4.0,,,,,80.0,65.0,6.8,11.0,0.0723339,1,,,,youssouf_sabaly23,3.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.004,1.0,,,,,,,,,,,,,,,,,
12437865,home,Real Betis,Marc Bartra,marc-bartra,M. Bartra,D,5,183.0,1917,M,99519,EUR,663897600,D,5,5,False,24.0,18.0,7.0,3.0,0.0,13.0,14.0,5.0,10.0,5.0,2.0,,,,,90.0,38.0,7.3,7.0,0.00090643,3,,,,,,,1.0,1.0,4.0,,1.0,2.0,3.0,3.0,,,0.1577,,1.0,2.0,,,,,,,,,,,,,,,
12437865,home,Real Betis,Diego Llorente,diego-llorente,D. Llorente,D,3,185.0,1146,M,305278,EUR,745459200,D,3,3,False,28.0,26.0,1.0,1.0,0.0,20.0,21.0,6.0,7.0,2.0,2.0,,,,,90.0,37.0,6.7,3.0,0.0118347,0,,,,,,,2.0,2.0,4.0,,,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
12437865,home,Real Betis,Ricardo Rodríguez,ricardo-rodriguez,R. Rodríguez,D,12,182.0,1729,M,67769,EUR,714700800,D,12,12,False,39.0,35.0,1.0,,0.0,15.0,16.0,20.0,24.0,3.0,5.0,,,,,90.0,66.0,7.1,11.0,0.0155305,2,,,,,1.0,,1.0,2.0,5.0,,,1.0,4.0,1.0,1.0,,0.0644,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,
12437865,home,Real Betis,Johnny Cardoso,johnny,J. Cardoso,M,5,186.0,5097,M,990169,EUR,1000944000,M,4,4,False,38.0,33.0,1.0,1.0,0.0,17.0,19.0,16.0,19.0,3.0,5.0,,,,,90.0,64.0,7.5,9.0,0.0106647,3,,,,,,,,10.0,6.0,1.0,4.0,,3.0,,1.0,1.0,0.6046,,1.0,,3.0,5.0,4.0,2.0,2.0,1.0,0.8466,,,,,,,,
12437865,home,Real Betis,Sergi Altimira,sergi-altimira,S. Altimira,M,6,188.0,1049,M,1137814,EUR,998697600,M,16,16,False,42.0,40.0,2.0,1.0,0.0,14.0,15.0,26.0,27.0,2.0,3.0,,,,,89.0,58.0,6.8,6.0,0.0314561,1,,,,,,,1.0,7.0,7.0,1.0,4.0,,4.0,2.0,1.0,1.0,0.0173,1.0,1.0,,2.0,1.0,2.0,2.0,,,,,,,,,,,
12437865,home,Real Betis,Antony,antony,Antony,M,7,172.0,219783,M,958380,EUR,951350400,M,7,7,False,39.0,35.0,1.0,,0.0,10.0,12.0,26.0,30.0,2.0,6.0,,,,,90.0,65.0,7.2,16.0,0.120956,1,,,,Antony,3.0,1.0,,7.0,7.0,3.0,2.0,,6.0,3.0,5.0,1.0,0.0339,2.0,1.0,,2.0,1.0,,,,,,1.0,,,,,,,
12437865,home,Real Betis,Isco,isco,Isco,M,22,176.0,26276,M,103417,EUR,703814400,M,22,22,False,68.0,61.0,7.0,5.0,1.0,14.0,16.0,50.0,59.0,,6.0,,,,,90.0,97.0,8.7,18.0,0.542872,3,,,,iscoalarcon,7.0,3.0,,7.0,6.0,,5.0,,2.0,1.0,3.0,3.0,0.8865,6.0,2.0,,1.0,2.0,3.0,1.0,1.0,1.0,0.7099,1.0,True,,,,,,
12437865,home,Real Betis,Jesús Rodriguez,jesus-rodriguez,J. Rodriguez,M,17,185.0,4146,M,1800245,EUR,1132531200,M,36,36,False,16.0,12.0,,,0.0,2.0,3.0,10.0,13.0,,4.0,,,,,71.0,31.0,7.1,9.0,0.0166189,1,,,,,,,,5.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.2279,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,,,,
12437865,home,Real Betis,Cucho Hernández,cucho-hernandez,C. Hernández,F,19,175.0,8926,M,887055,EUR,924566400,F,19,19,False,19.0,16.0,,,0.0,4.0,5.0,12.0,14.0,,,,,,,80.0,35.0,6.4,10.0,0.0791245,3,,,,cuchohernandez,,,1.0,7.0,4.0,3.0,2.0,1.0,,,4.0,1.0,0.3913,1.0,2.0,,2.0,,1.0,2.0,,,,,,,1.0,1.0,,,
12437865,home,Real Betis,Chimy Ávila,chimy-avila,C. Ávila,F,9,171.0,2160,M,789381,EUR,760492800,F,9,9,True,7.0,5.0,,,0.0,1.0,1.0,4.0,7.0,,,,,,,19.0,11.0,6.4,5.0,0.00307285,0,,,,,1.0,,,3.0,,1.0,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,
12437865,home,Real Betis,Aitor Ruibal,aitor-ruibal,A. Ruibal,D,24,176.0,879,M,893062,EUR,827452800,D,24,24,True,5.0,5.0,,,0.0,3.0,3.0,2.0,2.0,,2.0,,,,,10.0,7.0,6.5,,0.0005827,0,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
12437865,home,Real Betis,Cédric Bakambu,cedric-bakambu,C. Bakambu,F,11,182.0,44768,M,115665,EUR,671328000,F,11,11,True,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,10.0,5.0,6.4,,0.00010633,0,,,,bakambu17,,,,4.0,,,,,,,,,,,,,1.0,,2.0,,,,,,,,1.0,,,,
12437865,home,Real Betis,Natan,natan,Natan,D,4,188.0,3251,M,1015287,EUR,981417600,D,6,6,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,,1.0,1.0,,,1.7e-07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437865,home,Real Betis,Francisco Vieites,francisco-vieites,F. Vieites,G,13,196.0,313,M,929975,EUR,926035200,G,25,25,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437865,home,Real Betis,Manu González,manu-gonzalez,M. González,G,13,,202,M,1823954,EUR,1176854400,G,41,41,True,,,,,,,,,,,,,,,,,,,,,0,,Manu González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437865,home,Real Betis,Romain Perraud,romain-perraud,R. Perraud,D,15,173.0,596,M,827519,EUR,874886400,D,15,15,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
