match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_totalCross,stat_accurateCross,stat_totalContest,stat_blockedScoringAttempt,stat_expectedGoals,stat_dispossessed,stat_wonContest,stat_totalOffside,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_penaltyConceded,stat_goals,stat_errorLeadToAShot,stat_shotOffTarget,player_lastName,player_sofascoreId,stat_bigChanceCreated,stat_goodHighClaim,stat_punches,stat_penaltyWon,stat_bigChanceMissed,stat_hitWoodwork
12450276,away,Paris Saint-Germain,Senny Mayulu,mayulu-senny,S. Mayulu,M,24,183,21840,M,1473491,EUR,1147824000,M,24,24,False,,52.0,48.0,3.0,3.0,0.0,20.0,21.0,28.0,31.0,2.0,2.0,,,,90.0,74.0,7.6,10.0,0.0696077,1,,,8.0,6.0,1.0,2.0,2.0,2.0,3.0,,,,1.0,1.0,,,5.0,,0.0963,1.0,2.0,,1.0,,0.5921,,1.0,,,,,,,,,,
12450276,away,Paris Saint-Germain,Warren Zaïre-Emery,warren-zaire-emery,W. Zaïre-Emery,M,33,178,16154,M,1142672,EUR,1141776000,M,33,33,False,True,79.0,75.0,2.0,2.0,1.0,33.0,33.0,42.0,47.0,,5.0,,,,90.0,99.0,8.3,9.0,0.122821,0,,,3.0,8.0,1.0,5.0,3.0,2.0,3.0,,,4.0,4.0,2.0,1.0,,1.0,,,,1.0,,,,,,,,,,wzairemery6,1.0,,,,,
12450276,away,Paris Saint-Germain,Kang-in Lee,kang-in-lee,K. Lee,M,19,173,19307,M,917087,EUR,982540800,M,19,19,False,,56.0,52.0,4.0,2.0,0.0,24.0,24.0,28.0,34.0,,6.0,,,,90.0,68.0,6.8,10.0,0.0317421,1,,,6.0,3.0,,,,3.0,2.0,,,1.0,,1.0,2.0,,,1.0,0.0317,4.0,,,,,,,,,,,kanginlee,1.0,,,,,
12450276,away,Paris Saint-Germain,Désiré Doué,desire-doue,D. Doué,F,14,181,91970,M,1154605,EUR,1117756800,M,14,14,False,,42.0,40.0,,,0.0,14.0,14.0,26.0,30.0,,3.0,,,,60.0,73.0,7.6,15.0,0.0328271,0,,Désiré Doué,7.0,10.0,,4.0,3.0,3.0,,,,,3.0,,2.0,,7.0,,,3.0,3.0,,,,,,,,,,DD14,,,,1.0,,
12450276,away,Paris Saint-Germain,Ibrahim Mbaye,ibrahim-mbaye,I. Mbaye,F,49,175,36953,M,1590918,EUR,1201132800,F,49,49,False,,28.0,25.0,,,1.0,9.0,10.0,16.0,19.0,,1.0,,,,90.0,43.0,6.5,10.0,0.0957128,2,,,4.0,4.0,,1.0,,,,,,,2.0,1.0,1.0,,6.0,,0.109,1.0,3.0,,2.0,,0.2055,,,,,,,1.0,,,,2.0,
12450276,away,Paris Saint-Germain,Gonçalo Ramos,goncalo-ramos,G. Ramos,F,9,185,23725,M,934510,EUR,992995200,F,9,9,False,,21.0,19.0,,,0.0,4.0,5.0,15.0,16.0,,3.0,,,,90.0,30.0,9.1,5.0,0.0191236,4,,,1.0,,,,,,,,,,2.0,,,,1.0,,1.0653,,,,4.0,,2.0923,,3.0,,,,goncaloramos88,,,,,,
12450276,away,Paris Saint-Germain,Bradley Barcola,barcola-bradley,B. Barcola,F,29,182,37510,M,996952,EUR,1030924800,F,29,29,False,,32.0,28.0,,,0.0,4.0,4.0,24.0,28.0,2.0,3.0,,,,68.0,41.0,6.5,7.0,0.0666838,1,,,4.0,2.0,,,,,1.0,,1.0,,,,,,3.0,,0.1661,1.0,1.0,,1.0,,0.5158,,,,,,bradley_b,,,,,1.0,1.0
12450276,away,Paris Saint-Germain,Noham Kamara,noham-kamara,N. Kamara,D,85,183,3238,M,1937750,EUR,1169424000,D,43,43,True,,34.0,33.0,3.0,2.0,0.0,22.0,22.0,11.0,12.0,,,,,,30.0,35.0,6.5,1.0,0.00406885,0,,Noham Kamara,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12450276,away,Paris Saint-Germain,Yoram Zague,zague-yoram,Y. Zague,D,24,168,2143,M,1403218,EUR,1147651200,D,42,42,True,,20.0,19.0,1.0,1.0,0.0,8.0,8.0,11.0,13.0,,2.0,,,,22.0,30.0,7.2,4.0,0.0140727,0,,,1.0,5.0,1.0,4.0,3.0,,,,,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,
12450276,away,Paris Saint-Germain,Matvey Safonov,matvey-safonov,M. Safonov,G,39,191,16026,M,800749,EUR,919900800,G,39,39,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSafonov,,,,,,
12450276,away,Paris Saint-Germain,João Neves,joao-neves,J. Neves,M,87,174,37142,M,1190933,EUR,1096243200,M,87,87,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joao_neves,,,,,,
12450276,away,Paris Saint-Germain,Wassim Slama,wassim-slama,W. Slama,M,48,181,1131,M,1937852,EUR,1222387200,M,34,34,True,,,,,,,,,,,,,,,,,,,,,0,,Wassim Slama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450276,away,Paris Saint-Germain,Quentin Ndjantou,quentin-ndjantou,Q. Ndjantou,F,47,182,8365,M,1861665,EUR,1185148800,F,44,44,True,,,,,,,,,,,,,,,,,,,,,0,,Quentin Ndjantou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450276,away,Paris Saint-Germain,Khvicha Kvaratskhelia,khvicha-kvaratskhelia,K. Kvaratskhelia,F,7,183,97764,M,889259,EUR,981936000,F,7,7,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kvaradona,,,,,,
