match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_interceptionWon,stat_aerialLost,stat_totalContest,stat_goals,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_keyPass,stat_blockedScoringAttempt,stat_totalOffside,captain,stat_penaltyWon,player_sofascoreId,player_firstName,player_lastName,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_goalsPrevented,stat_penaltyConceded,stat_outfielderBlock
12117224,home,Internacional,Sergio Rochet,sergio-rochet,S. Rochet,G,1,190.0,2554,M,581060,EUR,732844800.0,G,1,1,False,14.0,12.0,3.0,2.0,0.0,12.0,14.0,2.0,1.0,90.0,16.0,6.8,2.0,8.027e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117224,home,Internacional,Bruno Gomes,bruno-gomes,B. Gomes,D,15,175.0,903,M,995071,EUR,986342400.0,D,15,15,False,82.0,74.0,4.0,2.0,0.0,22.0,23.0,3.0,,90.0,105.0,7.3,13.0,0.0376164,1,53.0,62.0,3.0,1.0,1.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0516,0.0551,,,,,,,,,,,,,,,,,,,,,,,
12117224,home,Internacional,Vitão,vitao,Vitão,D,44,185.0,3503,M,876625,EUR,949449600.0,D,44,44,False,66.0,60.0,7.0,5.0,0.0,32.0,34.0,2.0,,90.0,73.0,7.2,6.0,0.0150945,0,28.0,32.0,,,,1.0,1.0,1.0,,,2.0,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
12117224,home,Internacional,Gabriel Mercado,gabriel-mercado,G. Mercado,D,25,180.0,995,M,128376,EUR,543024000.0,D,25,25,False,63.0,57.0,5.0,1.0,0.0,39.0,42.0,2.0,,90.0,71.0,7.7,7.0,0.00624061,1,18.0,21.0,,,1.0,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,0.0387,0.525,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12117224,home,Internacional,Alexandro Bernabei,alexandro-bernabei,A. Bernabei,D,26,169.0,2144,M,989200,EUR,969753600.0,D,26,26,False,69.0,60.0,3.0,1.0,1.0,18.0,19.0,7.0,,84.0,96.0,7.8,15.0,0.127783,1,42.0,50.0,,,2.0,6.0,6.0,,1.0,,,3.0,3.0,1.0,,1.0,0.469,,1.0,1.0,4.0,,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,
12117224,home,Internacional,Fernando,fernando-reges,Fernando,M,,183.0,1104,M,41837,EUR,554169600.0,M,5,5,False,76.0,73.0,7.0,6.0,0.0,26.0,27.0,8.0,,90.0,85.0,7.3,3.0,0.0347675,2,47.0,49.0,,,,2.0,4.0,,,,,3.0,1.0,,1.0,,0.1294,,,2.0,,,,,,1.0,,,1.0,,,,,,,,,,,,
12117224,home,Internacional,Thiago Maia,thiago-maia,T. Maia,M,29,179.0,1392,M,358550,EUR,859075200.0,M,29,29,False,54.0,46.0,4.0,1.0,0.0,11.0,12.0,5.0,,65.0,63.0,7.2,10.0,0.0346772,1,35.0,42.0,,,1.0,2.0,4.0,1.0,,1.0,,2.0,1.0,1.0,1.0,,0.0193,0.1892,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,
12117224,home,Internacional,Gabriel Carvalho,gabriel-teixeira,G. Carvalho,M,20,168.0,1272,M,1485218,EUR,1187308800.0,M,34,34,False,53.0,45.0,2.0,1.0,0.0,16.0,16.0,3.0,,65.0,61.0,6.5,12.0,0.0412678,1,29.0,37.0,,,,6.0,,,3.0,,,,,,,1.0,0.0749,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,
12117224,home,Internacional,Alan Patrick,alan-patrick,A. Patrick,M,10,177.0,6630,M,124997,EUR,674092800.0,M,10,10,False,66.0,60.0,2.0,2.0,0.0,19.0,20.0,5.0,,90.0,86.0,9.0,16.0,0.952026,2,43.0,51.0,5.0,2.0,,4.0,5.0,,4.0,2.0,,2.0,2.0,2.0,2.0,,0.832,1.3029,,,1.0,1.0,1.0,2.0,,,,6.0,,,True,,,,,,,,,,
12117224,home,Internacional,Wesley Ribeiro,wesley,W. Ribeiro,M,21,175.0,1823,M,985766,EUR,922752000.0,M,21,21,False,32.0,26.0,3.0,3.0,0.0,10.0,11.0,4.0,,79.0,55.0,8.3,13.0,0.0601848,1,17.0,24.0,3.0,1.0,2.0,2.0,10.0,,,,,4.0,4.0,2.0,3.0,,0.0444,,,,3.0,,1.0,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,
