match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_wonTackle,stat_unsuccessfulTouch,captain,player_firstName,player_lastName,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_keyPass,stat_onTargetScoringAttempt,stat_totalOffside,stat_shotOffTarget,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_goals,stat_goalAssist,stat_bigChanceMissed,player_sofascoreId
11067627,home,Coritiba,Gabriel Vasconcelos,gabriel-vasconcelos,G. Vasconcelos,G,1,193,501,M,147467,EUR,717552000,G,1,1,False,41.0,27.0,17.0,3.0,25.0,27.0,2.0,14.0,1.0,1.0,11.0,2.0,1.0,90.0,51.0,6.7,14.0,0.0,0.0,0.00627358,0,0.1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067627,home,Coritiba,Natanael,natanael,Natanael,D,2,172,1029,M,1046805,EUR,1010188800,D,16,16,False,14.0,9.0,2.0,1.0,3.0,4.0,6.0,14.0,2.0,7.0,2.0,,,60.0,38.0,6.9,12.0,0.0,0.0,0.00279909,0,,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11067627,home,Coritiba,Benjamin Kuscevic,benjamin-kuscevic,B. Kuscevic,D,13,185,1470,M,590324,EUR,830995200,D,13,13,False,49.0,37.0,12.0,7.0,24.0,27.0,13.0,22.0,2.0,6.0,9.0,,,90.0,72.0,7.2,13.0,0.0,0.0,0.00972468,0,,,4.0,6.0,1.0,1.0,4.0,3.0,,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11067627,home,Coritiba,Henrique,henrique,Henrique,D,,185,55,,37288,EUR,529632000,D,3,3,False,44.0,37.0,7.0,5.0,26.0,28.0,11.0,16.0,2.0,2.0,4.0,,,90.0,50.0,6.4,7.0,0.0,0.0,0.00322444,0,,,2.0,4.0,,,,,,1.0,1.0,2.0,,,,True,,,,,,,,,,,,,,,,,,
11067627,home,Coritiba,Jamerson,jamerson,Jamerson,D,83,177,408,M,972373,EUR,905299200,D,83,83,False,29.0,19.0,4.0,1.0,14.0,21.0,7.0,15.0,4.0,10.0,9.0,,,90.0,69.0,6.9,25.0,0.0423,0.0,0.0725359,1,,7.0,1.0,7.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,
11067627,home,Coritiba,Andrey,andrey,Andrey,M,5,176,251,M,822513,EUR,887500800,M,7,7,False,11.0,6.0,,,6.0,6.0,,6.0,3.0,4.0,1.0,,,39.0,14.0,6.4,6.0,0.0,0.0,0.00011359,0,,1.0,,4.0,,,,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11067627,home,Coritiba,Kaio César,kaio-cesar,Kaio César,M,37,168,5030,M,1396009,EUR,1076803200,M,37,37,False,11.0,10.0,,,3.0,3.0,8.0,12.0,,7.0,3.0,,,59.0,28.0,6.3,9.0,0.0,0.0,0.044664,0,,4.0,4.0,13.0,4.0,2.0,,2.0,3.0,4.0,2.0,,,2.0,2.0,,Kaio César,,1.0,1.0,,,,,,,,,,,,,,
11067627,home,Coritiba,Matheus Bianqui,matheus-bianqui,M. Bianqui,M,17,187,122,M,981746,EUR,886204800,M,17,17,False,16.0,12.0,3.0,1.0,9.0,10.0,3.0,8.0,2.0,5.0,5.0,,,59.0,34.0,6.7,9.0,0.1441,0.1585,0.00209309,2,,2.0,2.0,4.0,,,,1.0,3.0,2.0,,1.0,,,2.0,,,,,,1.0,,1.0,,,,,,,,,,,
11067627,home,Coritiba,Bruno Gomes,bruno-gomes,B. Gomes,D,15,175,903,M,995071,EUR,986342400,M,6,6,False,23.0,15.0,4.0,2.0,6.0,10.0,9.0,13.0,1.0,6.0,6.0,,,74.0,39.0,6.6,12.0,0.0,0.0,0.00696603,0,,,4.0,8.0,,,1.0,4.0,1.0,2.0,,,,3.0,2.0,,,,,2.0,,,,1.0,,,,,,,,,,
11067627,home,Coritiba,Marcelino Moreno,marcelino-moreno,M. Moreno,M,10,175,936,M,848472,EUR,804038400,M,10,10,False,22.0,20.0,5.0,5.0,3.0,3.0,19.0,24.0,,8.0,5.0,,,90.0,50.0,7.2,15.0,0.0,0.0,0.191724,0,,5.0,1.0,5.0,7.0,4.0,,,4.0,,,,1.0,,5.0,,,,2.0,1.0,,2.0,,,,,,,,,,,,
