match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_onTargetScoringAttempt,stat_interceptionWon,stat_shotOffTarget,captain,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_totalOffside,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalAssist,stat_bigChanceMissed,stat_bigChanceCreated,player_sofascoreId
10437962,home,Paços de Ferreira,Marafona,marafona,Marafona,G,28,190,49,M,59715,EUR,547430400,G,28,28,False,26.0,18.0,12.0,4.0,16.0,20.0,2.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,90.0,32.0,6.4,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437962,home,Paços de Ferreira,Juan Delgado,juan-delgado,J. Delgado,D,15,177,146,M,339695,EUR,731289600,D,15,15,False,51.0,38.0,10.0,3.0,20.0,24.0,20.0,32.0,,4.0,,,,,90.0,81.0,6.7,19.0,0,5.0,2.0,1.0,6.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,
10437962,home,Paços de Ferreira,Nuno Lima,nuno-lima,N. Lima,D,3,184,122,M,1133301,EUR,984700800,D,3,3,False,64.0,59.0,11.0,7.0,36.0,37.0,23.0,27.0,2.0,7.0,,,,,90.0,73.0,7.1,6.0,1,,,2.0,3.0,2.0,,,1.0,,1.0,1.0,1.0,,,,Nuno Lima,,1.0,1.0,1.0,,,,,,,,,,,,
10437962,home,Paços de Ferreira,Maracás,maracas,Maracás,D,26,184,121,M,931485,EUR,767404800,D,25,25,False,48.0,46.0,5.0,4.0,39.0,40.0,7.0,8.0,3.0,7.0,,,,,90.0,57.0,7.1,2.0,1,,,2.0,4.0,6.0,1.0,,,,2.0,2.0,2.0,1.0,1.0,,,,3.0,,,1.0,,,,,,,,,,,
10437962,home,Paços de Ferreira,Vitorino Antunes,vitorino-antunes,V. Antunes,D,,175,105,M,28386,EUR,544233600,D,5,5,False,51.0,36.0,7.0,,18.0,21.0,18.0,35.0,2.0,7.0,,,,,90.0,74.0,6.9,20.0,1,5.0,,,1.0,3.0,,,,,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,,True,,,,,,,,,,
10437962,home,Paços de Ferreira,Jordan Holsgrove,jordan-holsgrove,J. Holsgrove,M,10,180,223,M,920684,EUR,936921600,M,6,6,False,54.0,49.0,10.0,7.0,26.0,28.0,23.0,26.0,,6.0,,,,,90.0,63.0,6.7,6.0,0,,,,6.0,3.0,2.0,,1.0,,,2.0,1.0,,3.0,,,,1.0,,4.0,,,,,,,,,,,,
10437962,home,Paços de Ferreira,Matchoi Djaló,matchoi-djalo,M. Djaló,M,17,175,190,M,989599,EUR,1049932800,M,16,16,False,24.0,19.0,,,10.0,11.0,10.0,21.0,,2.0,,,,,80.0,56.0,6.4,21.0,4,8.0,1.0,1.0,12.0,10.0,,6.0,3.0,2.0,,3.0,2.0,5.0,4.0,1.0,,,,,,1.0,,3.0,2.0,1.0,,,,,,,
10437962,home,Paços de Ferreira,Luiz Carlos,luiz-carlos,L. Carlos,M,,175,24,M,94203,EUR,489369600,M,22,22,False,36.0,33.0,1.0,1.0,11.0,11.0,22.0,25.0,,4.0,,,,,72.0,42.0,6.7,5.0,1,,,1.0,3.0,2.0,,,,,,1.0,1.0,,2.0,1.0,,,1.0,,1.0,1.0,,,2.0,,,,,,,,
10437962,home,Paços de Ferreira,Nicolás Gaitán,nicolas-gaitan,N. Gaitán,M,,173,446,,42455,EUR,572572800,M,10,10,False,27.0,15.0,2.0,,6.0,6.0,11.0,28.0,,2.0,,,,,72.0,48.0,6.9,22.0,4,7.0,2.0,,2.0,3.0,1.0,1.0,,,,,,1.0,,2.0,,,2.0,,1.0,2.0,,2.0,3.0,,,,,,,,
10437962,home,Paços de Ferreira,Uilton Silva,uilton-silva,U. Silva,F,,175,21,M,943391,EUR,712022400,M,9,9,False,22.0,17.0,1.0,1.0,6.0,7.0,11.0,17.0,,6.0,,,,,84.0,34.0,7.2,11.0,3,2.0,,,3.0,2.0,,2.0,,,,,,2.0,1.0,2.0,,,,2.0,,,,1.0,,,1.0,,,,,,
