match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_penaltyWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_clearanceOffLine,stat_interceptionWon,stat_totalOffside,stat_dispossessed,stat_wonContest,stat_challengeLost,player_sofascoreId,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_crossNotClaimed,stat_goodHighClaim,stat_penaltyFaced,stat_blockedScoringAttempt,stat_penaltyConceded
14109688,home,Fatih Karagümrük,Ivo Grbić,,,ivo-grbic,I. Grbić,G,13,195,1121,M,283847,EUR,821923200,G,13,13,False,22.0,19.0,7.0,4.0,0.0,17.0,18.0,2.0,4.0,2.0,12.0,4.0,6.0,1.0,1.0,90.0,37.0,7.1,3.0,0.0001998,0.5124,0,0.3931,0.04,-0.25,-0.13,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109688,home,Fatih Karagümrük,Atakan Çankaya,Atakan Cankaya,,atakan-cankaya,A. Çankaya,D,35,180,44,M,1066338,EUR,898732800,D,6,6,False,30.0,18.0,1.0,,0.0,5.0,7.0,13.0,23.0,2.0,6.0,,,,,90.0,61.0,8.6,19.0,0.195208,,2,,0.36,0.11,-0.03,,True,2.0,1.0,1.0,3.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,2.0,1.0,0.9113,0.9946,1.0,0.45,,,,,,,,,,,,,,
14109688,home,Fatih Karagümrük,Enzo Roco,,,enzo-roco,E. Roco,D,3,191,398,M,105971,EUR,713923200,D,3,3,False,46.0,35.0,8.0,1.0,0.0,26.0,28.0,9.0,18.0,4.0,6.0,,,,,90.0,60.0,7.8,14.0,0.00538897,,0,,0.26,0.11,0.25,,,,,2.0,3.0,3.0,5.0,1.0,,,,,2.0,2.0,2.0,1.0,,1.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,
14109688,home,Fatih Karagümrük,Anıl Yiğit Çınar,Anil Yigit Cinar,,anil-yigit-cinar,A. Y. Çınar,D,94,193,44,M,1198959,EUR,1057795200,D,94,94,False,44.0,34.0,9.0,4.0,0.0,25.0,27.0,9.0,17.0,3.0,3.0,,,,,90.0,57.0,6.4,13.0,0.00321557,,0,,0.11,0.09,-0.22,,,1.0,,3.0,2.0,5.0,5.0,1.0,,,,,1.0,,,1.0,3.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,
14109688,home,Fatih Karagümrük,Çağtay Kurukalıp,,,cagtay-kurukalip,Ç. Kurukalıp,D,33,172,81,M,962620,EUR,1014508800,D,33,33,False,42.0,33.0,2.0,1.0,1.0,18.0,22.0,15.0,20.0,2.0,7.0,,,,,90.0,68.0,7.1,15.0,0.239158,,0,,0.3,0.09,-0.24,,,5.0,1.0,1.0,1.0,4.0,6.0,,1.0,,,,,5.0,3.0,2.0,,2.0,,,,1.0,,,2.0,,,,1.0,,,,,,,,
14109688,home,Fatih Karagümrük,Berkay Özcan,,,berkay-ozcan,B. Özcan,M,8,178,161,M,806964,EUR,887500800,M,8,8,False,27.0,24.0,,,0.0,9.0,10.0,15.0,17.0,2.0,2.0,,,,,76.0,43.0,7.1,6.0,0.0618451,,0,,0.19,-0.2,0.15,,,,,,,2.0,7.0,2.0,,,,,1.0,3.0,3.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,
14109688,home,Fatih Karagümrük,Matías Kranevitter,,,matias-kranevitter,M. Kranevitter,M,5,179,496,M,295159,EUR,737942400,M,5,5,False,49.0,35.0,6.0,3.0,0.0,18.0,18.0,17.0,31.0,,5.0,,,,,89.0,54.0,6.4,15.0,0.0268112,,1,,0.25,0.05,-0.21,,,,,1.0,2.0,6.0,4.0,,,1.0,,,,1.0,,,1.0,3.0,,0.0165,,1.0,-0.08,,1.0,,1.0,,2.0,,,,,,,,
14109688,home,Fatih Karagümrük,Serginho,,,serginho,Serginho,M,70,180,332,M,849301,EUR,797126400,M,70,70,False,14.0,9.0,2.0,1.0,0.0,5.0,7.0,4.0,7.0,,4.0,,,,,89.0,31.0,6.2,15.0,0.0147673,,0,,-0.04,0.19,-0.12,,,1.0,,1.0,,6.0,4.0,3.0,,,,,,2.0,1.0,5.0,1.0,1.0,,,,,,,,1.0,2.0,1.0,,,,,,,,,
14109688,home,Fatih Karagümrük,Sam Larsson,,,sam-larsson,S. Larsson,M,23,179,231,M,229800,EUR,734400000,M,23,23,False,31.0,26.0,3.0,2.0,0.0,7.0,7.0,19.0,24.0,1.0,3.0,,,,,90.0,44.0,6.9,11.0,0.0641718,,2,,0.25,0.06,-0.14,,,1.0,,,,4.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,3.0,,2.0,,0.8042,0.798,2.0,0.31,,1.0,,,,1.0,,,,,,,,
14109688,home,Fatih Karagümrük,Ahmet Sivri,,,ahmet-sivri,A. Sivri,F,17,185,31,M,941378,EUR,931219200,M,17,17,False,15.0,11.0,2.0,,0.0,1.0,1.0,10.0,14.0,,4.0,,,,,76.0,43.0,6.0,18.0,0.00826878,,3,,0.31,0.09,-0.18,,,2.0,,1.0,1.0,11.0,4.0,5.0,,3.0,,,,2.0,,6.0,1.0,4.0,,0.0759,,,-0.27,,3.0,,,,2.0,,,,,,,,
