match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_aerialLost,stat_totalClearance,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_wasFouled,stat_blockedScoringAttempt,stat_errorLeadToAShot,player_sofascoreId,stat_shotOffTarget,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_outfielderBlock,stat_lastManTackle,stat_clearanceOffLine
14064444,home,RC Strasbourg,Mike Penders,Mike Penders,,mike-penders,M. Penders,G,39,199,4381,M,1149148,EUR,1122768000,G,39,39,False,39.0,35.0,8.0,4.0,0.0,33.0,34.0,2.0,5.0,4.0,2.0,90.0,43.0,7.1,4.0,0.00042723,36.334268368075,7.0,18.375,9.345,0.1984,0,0.5653,0.04,0.01,0.14,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064444,home,RC Strasbourg,Guéla Doué,,,guela-doue,G. Doué,D,22,187,10608,M,1002033,EUR,1034812800,D,22,22,False,95.0,89.0,2.0,1.0,0.0,39.0,40.0,50.0,55.0,6.0,,90.0,113.0,7.5,10.0,0.346774,187.77531170755,25.0,78.645,14.595,,0,,0.48,0.1,-0.03,,3.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
14064444,home,RC Strasbourg,Mamadou Sarr,Mamadou Sarr,,sarr-mamadou,M. Sarr,D,19,194,21849,M,1154657,EUR,1125273600,D,23,23,False,48.0,48.0,1.0,1.0,0.0,43.0,43.0,5.0,5.0,1.0,,45.0,50.0,6.9,,0.00190889,111.75301539279,15.0,74.025,17.115,,0,,0.07,0.05,0.21,,,,1.0,2.0,1.0,,,,,,,,,,1.0,,True,1.0,1.0,,,,,,,,,,,,,,,,,
14064444,home,RC Strasbourg,Ismael Doukouré,Ismael Doukoure,,ismael-doukoure,I. Doukouré,D,6,183,1100,M,1049517,EUR,1059004800,D,6,6,False,105.0,100.0,3.0,2.0,0.0,58.0,60.0,42.0,45.0,5.0,,90.0,111.0,7.3,5.0,0.140753,291.62654467187,37.0,158.235,27.09,,1,,0.29,0.14,0.21,,1.0,1.0,3.0,3.0,3.0,,,,,1.0,1.0,,,,,1.0,,3.0,2.0,1.0,1.0,0.0269,0.0573,-0.11,,,,,,,,,,,,
14064444,home,RC Strasbourg,Samuel Amo-Ameyaw,,,amo-ameyaw-samuel,S. Amo-Ameyaw,M,27,174,1482,M,1407484,EUR,1153180800,M,27,27,False,51.0,44.0,2.0,,0.0,13.0,15.0,31.0,36.0,2.0,,90.0,71.0,6.7,13.0,0.168113,244.34678035546,27.0,155.505,25.83,,0,,-0.05,0.27,-0.03,,5.0,1.0,,3.0,2.0,1.0,1.0,1.0,,,2.0,1.0,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,
14064444,home,RC Strasbourg,Samir El Mourabet,Samir El Mourabet,,el-mourabet-samir,S. E. Mourabet,M,29,186,2528,M,1605921,EUR,1128556800,M,29,29,False,56.0,51.0,2.0,2.0,0.0,22.0,24.0,29.0,32.0,3.0,,81.0,72.0,6.7,11.0,0.184314,138.1279165877,18.0,48.51,15.54,,1,,0.21,0.09,-0.19,,,,,8.0,6.0,2.0,2.0,4.0,1.0,,,5.0,2.0,1.0,1.0,,,,,,,0.0089,,0.0,,1.0,1.0,,,,,,,,,
14064444,home,RC Strasbourg,Valentín Barco,Valentín Barco,,valentin-barco,V. Barco,M,32,172,11515,M,1127057,EUR,1090540800,M,32,32,False,87.0,83.0,4.0,3.0,0.0,30.0,30.0,53.0,57.0,4.0,,90.0,125.0,7.0,24.0,0.399815,347.39450604904,47.0,205.065,20.895,,3,,0.42,0.23,-0.05,,16.0,5.0,,6.0,2.0,,1.0,4.0,,1.0,2.0,,,4.0,1.0,2.0,,,,,,0.1096,,-0.03,2.0,2.0,,colo.barco,1.0,,,,,,,
14064444,home,RC Strasbourg,Diego Moreira,Diego,Moreira,diego-moreira,D. Moreira,F,7,179,6007,M,1142233,EUR,1091750400,M,7,7,False,70.0,63.0,3.0,1.0,0.0,27.0,27.0,36.0,43.0,7.0,,90.0,97.0,6.9,16.0,0.0889237,230.24157376675,30.0,113.61,18.585,,1,,0.1,0.26,-0.02,,8.0,2.0,,3.0,3.0,1.0,,5.0,3.0,,4.0,,,1.0,,,,,,,,0.0213,,-0.02,,,,diegzyyy,1.0,1.0,,,,,,
14064444,home,RC Strasbourg,Julio Enciso,,,julio-enciso,J. Enciso,M,19,173,12907,M,973556,EUR,1074816000,F,19,19,False,25.0,23.0,,,0.0,7.0,8.0,16.0,17.0,2.0,,75.0,34.0,6.8,7.0,0.179543,57.840914183875,8.0,-3.675,3.78,,0,,0.28,0.06,0.13,,1.0,,,3.0,2.0,,3.0,2.0,2.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,julioenciso.33,,,,,,,,
14064444,home,RC Strasbourg,Sebastian Nanasi,Sebastian Nanasi,,sebastian-nanasi,S. Nanasi,M,11,178,2778,M,962068,EUR,1021507200,F,11,11,False,24.0,22.0,1.0,1.0,0.0,6.0,6.0,16.0,18.0,,,75.0,29.0,6.6,3.0,0.0302028,132.95161245603,11.0,76.755,30.555,,1,,0.01,0.26,-0.01,,,,1.0,4.0,3.0,,,,,,1.0,2.0,,,,,,4.0,,1.0,,0.168,,-0.3,,,,,1.0,,,,,,,
