match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_shotOffTarget,stat_goals,captain,player_firstName,player_lastName,stat_totalOffside,stat_hitWoodwork,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_saves,stat_bigChanceMissed,stat_outfielderBlock,stat_bigChanceCreated,stat_punches
12501543,home,Bologna,Federico Ravaglia,federico-ravaglia,F. Ravaglia,G,13,196.0,580,M,850952,EUR,942278400,G,34,34,False,28.0,22.0,10.0,5.0,0.0,17.0,19.0,5.0,9.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,90.0,31.0,5.9,6.0,0.00068639,0,-0.6485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501543,home,Bologna,Emil Holm,emil-holm,E. Holm,D,2,191.0,1648,M,965264,EUR,958176000,D,2,2,False,20.0,13.0,4.0,1.0,0.0,7.0,10.0,8.0,13.0,,2.0,,,,,,45.0,37.0,5.5,17.0,0.0857131,0,,3.0,2.0,7.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12501543,home,Bologna,Nicolò Casale,nicolo-casale,N. Casale,D,16,191.0,431,M,862697,EUR,887414400,D,15,15,False,37.0,32.0,4.0,2.0,1.0,22.0,23.0,10.0,14.0,6.0,,,2.0,6.0,,,90.0,54.0,6.8,8.0,0.202713,1,,,,3.0,1.0,,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,0.1068,0.2909,,,,,,,,,,,,,,,
12501543,home,Bologna,Jhon Lucumí,jhon-lucumi,J. Lucumí,D,26,185.0,4571,M,818481,EUR,898819200,D,26,26,False,56.0,50.0,9.0,6.0,0.0,34.0,35.0,16.0,22.0,5.0,,,1.0,7.0,,,90.0,66.0,6.7,9.0,0.0144407,1,,1.0,,1.0,,,,,,1.0,3.0,,1.0,2.0,1.0,,,0.0577,,1.0,,,,,,,,,,,,,,
12501543,home,Bologna,Charalampos Lykogiannis,charalampos-lykogiannis,C. Lykogiannīs,D,22,188.0,706,M,98212,EUR,751248000,D,22,22,False,34.0,25.0,6.0,1.0,0.0,11.0,14.0,17.0,32.0,9.0,1.0,1.0,7.0,,,,75.0,65.0,6.9,20.0,0.142829,1,,12.0,3.0,3.0,,,1.0,2.0,1.0,1.0,6.0,,1.0,2.0,2.0,,,0.0214,,1.0,,,,,,,,,,,,,,
12501543,home,Bologna,Michel Aebischer,michel-aebischer,M. Aebischer,M,20,182.0,1236,M,850891,EUR,852508800,M,20,20,False,28.0,23.0,4.0,1.0,0.0,10.0,12.0,13.0,17.0,2.0,1.0,,,5.0,,,45.0,37.0,6.5,8.0,0.0181527,1,,1.0,,4.0,,1.0,,2.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,0.0263,0.0092,,,,,,,,,,,,,,,
12501543,home,Bologna,Remo Freuler,remo-freuler,R. Freuler,M,8,181.0,1928,M,115516,EUR,703296000,M,8,8,False,58.0,48.0,5.0,5.0,0.0,17.0,18.0,31.0,41.0,3.0,,,1.0,1.0,,,81.0,65.0,6.9,11.0,0.0268765,0,,1.0,,2.0,1.0,,,1.0,2.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,
12501543,home,Bologna,Riccardo Orsolini,riccardo-orsolini,R. Orsolini,M,7,183.0,5740,M,793645,EUR,854064000,M,7,7,False,23.0,15.0,4.0,1.0,0.0,6.0,6.0,10.0,19.0,6.0,3.0,2.0,,3.0,,,90.0,43.0,7.5,14.0,0.0728205,4,,2.0,1.0,2.0,,,4.0,1.0,1.0,,1.0,1.0,,2.0,1.0,,1.0,0.2187,0.4495,2.0,1.0,1.0,,,,,,,,,,,,
12501543,home,Bologna,Lewis Ferguson,lewis-ferguson,L. Ferguson,M,19,181.0,1972,M,907152,EUR,935452800,M,19,19,False,48.0,39.0,3.0,2.0,0.0,10.0,11.0,30.0,44.0,14.0,1.0,1.0,,2.0,,,90.0,72.0,7.8,18.0,0.10426,1,,7.0,1.0,3.0,1.0,,2.0,,3.0,2.0,6.0,,,3.0,2.0,,4.0,0.0333,,,1.0,,True,,,,,,,,,,,
12501543,home,Bologna,Dan Ndoye,dan-ndoye,D. Ndoye,M,14,184.0,4721,M,944327,EUR,972432000,M,11,11,False,17.0,12.0,3.0,1.0,0.0,2.0,2.0,10.0,16.0,8.0,2.0,1.0,,2.0,,,90.0,49.0,6.7,18.0,0.0277835,2,,1.0,,7.0,1.0,1.0,8.0,1.0,1.0,3.0,,,1.0,2.0,1.0,,5.0,0.0615,,1.0,1.0,,,,,4.0,,,,,,,,
