match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_wonContest,stat_outfielderBlock,stat_fouls,captain,stat_totalCross,stat_aerialWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_accurateCross,stat_totalOffside,stat_keyPass,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_errorLeadToAGoal,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_ownGoals,stat_hitWoodwork,stat_bigChanceMissed
14771808,home,Al-Najma SC,Victor Braga,victor-braga,V. Braga,G,1,193,79,M,805020,EUR,698284800,G,1,1,False,27.0,14.0,18.0,5.0,0.0,10.0,11.0,4.0,16.0,1.0,1.0,3.0,6.0,1.0,1.0,5.0,1.0,90.0,42.0,5.6,14.0,0.00117863,0.095,0,-1.0378,0.05,0.07,-0.43,-0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771808,home,Al-Najma SC,Abdullah Al-Hawsawi,abdullah-al-hawsawi,A. Al-Hawsawi,D,24,176,23,M,1127819,EUR,823132800,D,24,24,False,12.0,8.0,2.0,,0.0,7.0,7.0,1.0,5.0,3.0,,1.0,2.0,,,,,83.0,29.0,6.0,10.0,0.00047479,,0,,-0.05,0.07,-0.17,,Abdullah Al-Hawsawi,,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14771808,home,Al-Najma SC,Khalid Al-Shammari,khalid-al-shammari,K. Al-Shammari,D,6,181,12,,1914895,EUR,947116800,D,6,6,False,26.0,20.0,6.0,3.0,0.0,18.0,21.0,2.0,5.0,3.0,2.0,6.0,5.0,,,,,90.0,44.0,6.7,8.0,0.00029769,,0,,-0.01,0.05,-0.11,,Khalid Al-Shammari,,,4.0,1.0,1.0,,3.0,1.0,2.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14771808,home,Al-Najma SC,Jawad El Yamiq,jawad-el-yamiq,J. E. Yamiq,D,18,190,4432,M,877103,EUR,699321600,D,5,5,False,17.0,12.0,5.0,1.0,0.0,9.0,12.0,3.0,5.0,2.0,1.0,7.0,4.0,,,,,76.0,33.0,5.9,6.0,0.00716693,,2,,0.05,0.01,-0.29,,,,,5.0,,,,1.0,1.0,,,,1.0,1.0,True,1.0,4.0,1.0,1.0,0.1526,-0.35,,,,,,,,,,,,,,,
14771808,home,Al-Najma SC,Samir Caetano,samir-caetano,S. Caetano,D,3,188,361,M,331405,EUR,786585600,D,3,3,False,29.0,28.0,5.0,4.0,0.0,22.0,23.0,6.0,6.0,,,7.0,3.0,,,,,90.0,39.0,6.3,1.0,0.00269715,,0,,0.09,0.01,-0.44,,,,,2.0,1.0,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
14771808,home,Al-Najma SC,Vitor Vargas,vitor-vargas,V. Vargas,D,2,182,49,M,1473258,EUR,1078704000,D,2,2,False,23.0,19.0,2.0,1.0,0.0,16.0,19.0,3.0,4.0,2.0,2.0,6.0,5.0,,,,,90.0,47.0,6.3,10.0,0.00106036,,0,,-0.03,0.14,-0.52,,,,,5.0,1.0,,,3.0,2.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
14771808,home,Al-Najma SC,Abdulelah Alshamary,abdulelah-alshamary,A. Alshamary,M,8,172,38,M,931838,EUR,917136000,M,8,8,False,22.0,17.0,1.0,,0.0,14.0,16.0,3.0,6.0,5.0,2.0,,4.0,,,,,83.0,29.0,6.3,8.0,0.0298588,,0,,0.06,0.02,-0.29,,,,,4.0,1.0,,,1.0,,1.0,,,,2.0,,2.0,3.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,
14771808,home,Al-Najma SC,Deybi Flores,deybi-flores,D. Flores,M,,179,432,M,791600,EUR,834883200,M,20,20,False,35.0,30.0,6.0,2.0,0.0,22.0,24.0,8.0,11.0,4.0,1.0,3.0,4.0,,,,,90.0,51.0,7.1,8.0,0.00896286,,0,,0.13,0.2,0.19,,,,1.0,7.0,2.0,2.0,,2.0,,1.0,1.0,2.0,1.0,,,,2.0,,,,,,,,2.0,,,,,,,,,,,
14771808,home,Al-Najma SC,Rakan Al-Tulayhi,rakan-al-tulayhi,R. Al-Tulayhi,M,23,173,75,,1862895,EUR,1037750400,M,23,23,False,13.0,12.0,2.0,2.0,0.0,9.0,10.0,3.0,3.0,6.0,3.0,,2.0,,,,,64.0,24.0,6.8,3.0,0.117122,,0,,0.24,0.02,-0.12,,Rakan Al-Tulayhi,,1.0,4.0,1.0,1.0,,1.0,,,2.0,1.0,,,,1.0,,,,,,1.0,,1.0,2.0,,,,,,,,,,,
14771808,home,Al-Najma SC,Romell Quioto,romell-quioto,R. Quioto,F,66,180,785,M,238974,EUR,681696000,F,9,9,False,10.0,9.0,1.0,1.0,0.0,6.0,6.0,3.0,4.0,4.0,,1.0,2.0,,,,,79.0,19.0,6.6,5.0,0.0223421,,0,,-0.18,0.26,0.17,,,,1.0,3.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,
14771808,home,Al-Najma SC,Lázaro,lazaro,Lázaro,F,7,181,1899,M,1002556,EUR,1015891200,F,7,7,False,12.0,10.0,1.0,1.0,0.0,4.0,4.0,6.0,8.0,8.0,,,1.0,,,,,58.0,28.0,6.7,11.0,0.0019709,,2,,-0.05,0.0,-0.01,,,,,3.0,3.0,1.0,,,,2.0,2.0,,,1.0,,,1.0,,,0.143,0.54,,,,4.0,2.0,1.0,0.6896,,,,,,,,
14771808,home,Al-Najma SC,Abdulaziz Al Harabi,abdulaziz-al-harabi,A. A. Harabi,M,18,176,18,M,1127117,EUR,864777600,M,18,18,True,6.0,3.0,,,0.0,2.0,4.0,1.0,2.0,1.0,,,,,,,,26.0,10.0,6.3,3.0,0.00087954,,0,,-0.1,,-0.17,,Abdulaziz Al Harabi,,,2.0,,1.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
14771808,home,Al-Najma SC,Nasser Al Haleel,nasser-al-haleel,N. A. Haleel,D,4,170,17,M,1549093,EUR,949795200,D,4,4,True,4.0,3.0,1.0,,0.0,2.0,3.0,1.0,1.0,,,,,,,,,11.0,7.0,5.7,2.0,0.00299501,,0,,-0.04,0.01,-0.54,,Nasser Al Haleel,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,,,,,,,
14771808,home,Al-Najma SC,Fahad Al Abdulrazzaq,fahad-al-abdulrazzaq,F. A. Abdulrazzaq,D,19,170,23,M,1521216,EUR,956534400,D,19,19,True,1.0,1.0,1.0,1.0,0.0,,,1.0,1.0,1.0,1.0,,,,,,,13.0,3.0,6.3,,0.00560132,,0,,0.09,,-0.21,,Fahad Al Abdulrazzaq,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771808,home,Al-Najma SC,Ali Jasim,elaibi-ali-jasim,A. Jasim,M,14,182,8482,M,1066729,EUR,1074556800,F,14,14,True,4.0,4.0,,,0.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,13.0,7.0,6.6,1.0,0.00061537,,1,,0.01,0.0,0.0,,Ali Jasim Elaibi,,,1.0,2.0,,,,,,,1.0,,,,,,,,0.0292,0.01,,,,,1.0,,0.0222,,ali_jasim.7,,,,,,
14771808,home,Al-Najma SC,Khalid Al Muqiatyb,khalid-al-muqiatyb,K. A. Muqiatyb,G,22,191,11,M,818747,EUR,707529600,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771808,home,Al-Najma SC,Nawaf Al-Hawsawi,nawaf-al-hawsawi,N. Al-Hawsawi,D,50,170,18,M,1048000,EUR,975801600,D,50,50,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Nawaf Al-Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771808,home,Al-Najma SC,Faisal Al Mutairi,faisal-al-mutairi,F. A. Mutairi,M,18,168,13,M,1549100,EUR,832723200,F,10,10,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Faisal Al Mutairi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771808,home,Al-Najma SC,Hisham Al-Dubais,al-dubais-hisham,H. Al-Dubais,F,77,175,35,M,1653046,EUR,1001462400,F,77,77,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771808,home,Al-Najma SC,Ammar Al Najjar,ammar-al-najjar,A. A. Najjar,F,90,166,17,M,869269,EUR,856742400,M,15,15,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771808,away,Al-Hilal,Bono,bono,Bono,G,37,195,54623,M,360938,EUR,670809600,G,37,37,False,11.0,11.0,,,0.0,11.0,11.0,,,,,1.0,4.0,,1.0,2.0,,90.0,16.0,6.2,,8.871e-05,0.1501,0,-1.2882,0.06,0.01,-0.17,-0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BonoY,1.0,1.0,,,,
14771808,away,Al-Hilal,Moteb Al-Harbi,moteb-al-harbi,M. Al-Harbi,D,24,171,848,M,1022679,EUR,950918400,D,24,24,False,14.0,12.0,,,1.0,4.0,4.0,8.0,10.0,,,1.0,2.0,,,,,24.0,20.0,6.5,3.0,0.13393,,0,,-0.05,0.05,-0.18,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,
14771808,away,Al-Hilal,Hassan Al Tambakti,hassan-al-tambakti,H. A. Tambakti,D,87,182,1188,M,881837,EUR,918518400,D,87,87,False,66.0,61.0,4.0,3.0,0.0,21.0,23.0,40.0,43.0,4.0,,3.0,5.0,,,,,90.0,75.0,6.3,6.0,0.0280396,,0,,0.11,0.23,-0.33,,,,3.0,4.0,,,1.0,4.0,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,
14771808,away,Al-Hilal,Yusuf Akçiçek,akcicek-yusuf,Y. Akçiçek,D,4,193,4010,M,1479523,EUR,1138147200,D,4,4,False,42.0,38.0,5.0,4.0,0.0,10.0,11.0,28.0,31.0,4.0,,1.0,2.0,,,,,60.0,46.0,6.4,4.0,0.024681,,0,,0.14,0.14,-0.18,,,,2.0,1.0,,1.0,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
14771808,away,Al-Hilal,Theo Hernández,theo-hernandez,T. Hernández,D,19,184,26472,M,788027,EUR,876096000,D,19,19,False,60.0,52.0,1.0,,0.0,4.0,4.0,48.0,56.0,6.0,,1.0,5.0,,,,,83.0,86.0,6.6,15.0,0.0989016,,4,,-0.7,0.34,-0.34,,,,,3.0,4.0,,,1.0,1.0,1.0,,1.0,,2.0,,,1.0,,2.0,0.3284,0.47,,1.0,1.0,1.0,2.0,1.0,0.965,,TheoHdez,,,,,,
14771808,away,Al-Hilal,Rúben Neves,ruben-neves,R. Neves,M,8,181,15472,M,280955,EUR,858211200,M,8,8,False,104.0,99.0,7.0,6.0,0.0,16.0,16.0,83.0,88.0,1.0,,,4.0,,,,,90.0,122.0,8.4,14.0,0.34858,,2,,0.34,0.5,-0.65,,,,,3.0,1.0,,,2.0,2.0,,,1.0,,1.0,,10.0,,,,0.2179,0.57,1.0,,2.0,,2.0,1.0,0.3021,,rubenneves,,,,1.0,,
14771808,away,Al-Hilal,Nasser Al-Dawsari,nasser-al-dawsari,N. Al-Dawsari,M,16,178,1153,M,872607,EUR,914025600,M,16,16,False,56.0,55.0,2.0,1.0,0.0,3.0,3.0,52.0,53.0,2.0,1.0,,4.0,,,,,90.0,64.0,6.9,4.0,0.0809606,,1,,0.12,0.26,-0.14,,,,,4.0,1.0,,,3.0,1.0,,,1.0,,1.0,,3.0,,1.0,,0.0575,-0.13,,2.0,,,,,,,,,,,,,
