match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_hitWoodwork,stat_outfielderBlock,stat_keyPass,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_dispossessed,stat_blockedScoringAttempt,stat_goals,stat_penaltyConceded,stat_penaltyWon,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,player_sofascoreId
12441762,home,Sparta Rotterdam,Nick Olij,nick-olij,N. Olij,G,1,185,555,M,227192,EUR,807235200,G,1,1,False,True,43.0,35.0,15.0,7.0,0.0,31.0,33.0,4.0,10.0,12.0,2.0,1.0,1.0,4.0,90.0,56.0,7.9,8.0,0.00389571,0,0.5858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441762,home,Sparta Rotterdam,Saïd Bakari,said-bakari,S. Bakari,D,22,176,127,M,896210,EUR,780192000,D,2,2,False,,24.0,20.0,3.0,3.0,0.0,11.0,13.0,9.0,11.0,1.0,,,,,90.0,39.0,6.9,7.0,0.010944,0,,1.0,4.0,7.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12441762,home,Sparta Rotterdam,Marvin Young,marvin-young,M. Young,D,3,182,187,M,1648759,EUR,1128211200,D,3,3,False,,41.0,36.0,5.0,3.0,0.0,29.0,33.0,7.0,8.0,2.0,,,,,90.0,56.0,7.2,5.0,0.00465234,1,,2.0,2.0,6.0,,,,5.0,3.0,2.0,,1.0,Marvin,Young ,1.0,1.0,1.0,3.0,1.0,0.5494,0.8506,,,,,,,,,,,,,,,,,
12441762,home,Sparta Rotterdam,Mike Eerdhuijzen,mike-eerdhuijzen,M. Eerdhuijzen,D,44,194,180,M,947842,EUR,963446400,D,4,4,False,,58.0,53.0,11.0,8.0,0.0,40.0,40.0,13.0,18.0,2.0,,,,,90.0,77.0,7.7,7.0,0.00657572,1,,3.0,1.0,8.0,1.0,2.0,2.0,7.0,3.0,1.0,1.0,,,,,1.0,,2.0,,0.052,,1.0,1.0,2.0,,,,,,,,,,,,,,
12441762,home,Sparta Rotterdam,Patrick van Aanholt,patrick-van-aanholt,P. v. Aanholt,D,14,175,555,M,74577,EUR,651888000,D,5,5,False,,31.0,27.0,4.0,2.0,0.0,18.0,20.0,9.0,11.0,11.0,,,,,90.0,47.0,6.6,8.0,0.162824,1,,1.0,4.0,1.0,1.0,2.0,,,,,2.0,1.0,,,,,,1.0,,0.0286,,1.0,1.0,,2.0,,,,,,,,,,,,,
12441762,home,Sparta Rotterdam,Kristian Hlynsson,hlynsson-kristian,K. Hlynsson,M,14,176,998,M,1160026,EUR,1074816000,M,10,10,False,,25.0,21.0,1.0,,1.0,8.0,10.0,15.0,18.0,4.0,,,,,90.0,45.0,7.7,11.0,0.603268,1,,,5.0,3.0,2.0,1.0,1.0,,,,5.0,2.0,,,1.0,,,2.0,2.0,0.0387,,1.0,,,2.0,3.0,2.0,2.0,1.0,,,,,,,,,
12441762,home,Sparta Rotterdam,Gjivai Zechiël,gjivai-zechiel,G. Zechiël,M,21,179,686,M,1433802,EUR,1086048000,M,6,6,False,,40.0,34.0,2.0,1.0,0.0,24.0,25.0,10.0,15.0,10.0,,,,,89.0,54.0,7.2,9.0,0.0782561,1,,,5.0,7.0,,2.0,1.0,,3.0,1.0,1.0,1.0,,,2.0,,,1.0,3.0,0.0585,,1.0,,,2.0,,,,1.0,1.0,,,,,,,,
12441762,home,Sparta Rotterdam,Carel Eiting,carel-eiting,C. Eiting,M,6,178,347,M,803025,EUR,887155200,M,8,8,False,,23.0,14.0,2.0,,0.0,8.0,12.0,6.0,13.0,2.0,,,,,66.0,35.0,7.2,13.0,1.03863,0,,2.0,1.0,3.0,,1.0,,2.0,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,2.0,,1.0,,,,,,,,,,
12441762,home,Sparta Rotterdam,Mitchell van Bergen,mitchell-van-bergen,M. v. Bergen,F,7,170,248,M,827662,EUR,935712000,F,7,7,False,,13.0,12.0,,,0.0,3.0,3.0,11.0,17.0,1.0,,,,,82.0,32.0,7.5,10.0,0.386808,3,,,4.0,2.0,1.0,2.0,,,,,1.0,,,,1.0,,2.0,,2.0,0.7533,1.0673,,,,3.0,7.0,2.0,,1.0,,1.0,1.0,,,,,,
12441762,home,Sparta Rotterdam,Tobias Lauritsen,tobias-lauritsen,T. Lauritsen,F,9,192,737,M,796943,EUR,872899200,F,9,9,False,,12.0,9.0,,,0.0,2.0,4.0,7.0,8.0,,,,,,82.0,23.0,6.9,8.0,0.00558224,3,,5.0,5.0,5.0,1.0,,,,,,3.0,1.0,,,3.0,1.0,2.0,,,0.9422,0.929,,,,,,,,,1.0,1.0,1.0,,,,,,
