match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_aerialWon,stat_challengeLost,stat_shotOffTarget,stat_fouls,stat_expectedGoals,stat_outfielderBlock,stat_wonContest,stat_keyPass,stat_dispossessed,stat_wasFouled,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated,stat_punches,stat_goalAssist,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals
11407509,home,Hellas Verona,Lorenzo Montipò,lorenzo-montipo,L. Montipò,G,1,191.0,564,M,253391,EUR,820454400,G,1,1,False,28.0,25.0,11.0,8.0,19.0,19.0,6.0,9.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,90.0,35.0,7.1,3.0,0.00125447,0,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407509,home,Hellas Verona,Jackson Tchatchoua,jackson-tchatchoua,J. Tchatchoua,M,38,180.0,2199,M,1096210,EUR,1000425600,D,38,38,False,14.0,14.0,2.0,2.0,8.0,8.0,7.0,7.0,4.0,3.0,,,,,,60.0,28.0,6.8,2.0,0.0133234,0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11407509,home,Hellas Verona,Paweł Dawidowicz,pawel-dawidowicz,P. Dawidowicz,D,27,188.0,1744,M,288321,EUR,800928000,D,27,27,False,47.0,39.0,6.0,2.0,25.0,27.0,14.0,20.0,4.0,6.0,,,,,,90.0,63.0,7.1,9.0,0.00410274,1,,,,1.0,4.0,8.0,,1.0,6.0,4.0,1.0,True,2.0,1.0,1.0,2.0,0.0722,,,,,,,,,,,,,,,,
11407509,home,Hellas Verona,Isak Hien,hien-isak,I. Hien,D,4,191.0,2306,M,1157713,EUR,916185600,D,6,6,False,54.0,40.0,9.0,5.0,26.0,29.0,14.0,25.0,3.0,2.0,,,,,,90.0,65.0,7.2,15.0,0.00740121,1,,,,3.0,5.0,11.0,,1.0,3.0,2.0,1.0,,8.0,1.0,1.0,1.0,0.1823,1.0,,,,,,,,,,,,,,,
11407509,home,Hellas Verona,Josh Doig,josh-doig,J. Doig,D,3,189.0,836,M,989276,EUR,1021680000,D,3,3,False,23.0,18.0,5.0,1.0,9.0,11.0,10.0,16.0,3.0,8.0,,,,,,87.0,55.0,7.1,13.0,0.0159889,0,,4.0,1.0,3.0,6.0,6.0,4.0,3.0,3.0,1.0,2.0,,,,,2.0,,,3.0,1.0,,,,,,,,,,,,,
11407509,home,Hellas Verona,Martin Hongla,martin-hongla,M. Hongla,M,78,183.0,1195,M,856062,EUR,890006400,M,18,18,False,36.0,30.0,6.0,1.0,16.0,17.0,14.0,20.0,1.0,9.0,,,,,,90.0,51.0,7.0,9.0,0.00879452,0,,1.0,,,2.0,7.0,1.0,1.0,4.0,2.0,1.0,,1.0,,,1.0,,,1.0,2.0,1.0,1.0,,,,,,,,,,,
11407509,home,Hellas Verona,Tomáš Suslov,tomas-suslov,T. Suslov,F,31,175.0,1258,M,964154,EUR,1023408000,M,31,31,False,24.0,16.0,5.0,1.0,10.0,12.0,6.0,14.0,1.0,3.0,,,,,,90.0,51.0,6.6,21.0,0.00625659,4,,2.0,,1.0,6.0,4.0,4.0,1.0,,,6.0,,,1.0,3.0,2.0,0.2669,,3.0,,2.0,1.0,,,1.0,,,,,,,,
11407509,home,Hellas Verona,Cyril Ngonge,cyril-ngonge,C. Ngonge,F,16,179.0,1937,M,877037,EUR,959299200,M,26,26,False,22.0,11.0,2.0,,1.0,4.0,12.0,26.0,2.0,4.0,,,,,,90.0,54.0,6.7,27.0,0.0746434,2,,8.0,2.0,2.0,7.0,8.0,5.0,1.0,,,8.0,,2.0,1.0,2.0,3.0,0.0989,,3.0,2.0,,3.0,,,,1.0,,,,,,,
11407509,home,Hellas Verona,Michael Folorunsho,michael-folorunsho,M. Folorunsho,M,90,190.0,1521,M,869795,EUR,886809600,M,90,90,False,23.0,14.0,5.0,3.0,8.0,12.0,6.0,12.0,3.0,8.0,,,,,,87.0,40.0,7.0,11.0,0.00149203,0,,1.0,,1.0,4.0,5.0,1.0,3.0,4.0,2.0,,,,2.0,,,,2.0,,,,1.0,,,,,,,,,,,
11407509,home,Hellas Verona,Darko Lazović,darko-lazovic,D. Lazović,M,88,181.0,680,M,41157,EUR,653356800,M,8,8,False,13.0,10.0,4.0,2.0,3.0,5.0,9.0,13.0,1.0,4.0,,,,,,60.0,27.0,6.9,8.0,0.232864,1,,5.0,2.0,1.0,3.0,4.0,2.0,,2.0,1.0,1.0,,,1.0,,,0.0399,,2.0,2.0,1.0,,,,1.0,,2.0,,,,,,
