match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_totalClearance,stat_outfielderBlock,stat_fouls,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_keyPass,captain,stat_totalContest,stat_wonTackle,stat_errorLeadToAShot,stat_totalCross,stat_accurateCross,stat_wonContest,stat_shotOffTarget,stat_wasFouled,stat_expectedGoals,stat_dispossessed,stat_unsuccessfulTouch,stat_interceptionWon,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside,stat_goals
12436900,home,Southampton,Alex McCarthy,,,alex-mccarthy,A. McCarthy,G,1,193,297,M,45502,EUR,628646400,G,1,1,False,23.0,20.0,4.0,2.0,0.0,19.0,21.0,1.0,2.0,9.0,1.0,5.0,7.0,90.0,39.0,8.1,3.0,0.00049434,0,0.6303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436900,home,Southampton,Taylor Harwood-Bellis,,,taylor-harwood-bellis,T. Harwood-Bellis,D,6,185,1654,M,980637,EUR,1012348800,D,6,6,False,92.0,81.0,6.0,2.0,0.0,56.0,61.0,25.0,31.0,1.0,,,,76.0,96.0,6.7,11.0,0.0141289,0,,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436900,home,Southampton,Jan Bednarek,,,jan-bednarek,J. Bednarek,D,5,189,6978,M,286085,EUR,829267200,D,35,35,False,122.0,121.0,4.0,4.0,0.0,84.0,85.0,37.0,37.0,8.0,,,,90.0,131.0,7.0,1.0,0.0131369,0,,3.0,4.0,,1.0,janbednarek_,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12436900,home,Southampton,Jack Stephens,Jack,Stephens,jack-stephens,J. Stephens,D,5,185,213,M,134361,EUR,759628800,D,5,5,False,98.0,93.0,1.0,,0.0,54.0,54.0,39.0,44.0,2.0,,,,90.0,105.0,6.7,6.0,0.0327373,0,,5.0,,1.0,1.0,,2.0,1.0,4.0,1.0,3.0,,True,1.0,2.0,1.0,,,,,,,,,,,,,,,,
12436900,home,Southampton,Yukinari Sugawara,,,yukinari-sugawara,Y. Sugawara,D,3,179,2828,M,905347,EUR,962150400,M,16,16,False,40.0,30.0,2.0,1.0,0.0,18.0,19.0,13.0,23.0,1.0,,,,72.0,62.0,7.2,13.0,0.073167,1,,4.0,3.0,1.0,1.0,,2.0,,6.0,,3.0,,,2.0,3.0,,2.0,1.0,1.0,1.0,2.0,0.0224,,,,,,,,,,
12436900,home,Southampton,Will Smallbone,,,will-smallbone,W. Smallbone,M,39,173,484,M,970435,EUR,951091200,M,8,8,False,35.0,28.0,2.0,1.0,0.0,16.0,17.0,12.0,21.0,4.0,,,,84.0,47.0,6.3,13.0,0.0146913,0,,3.0,1.0,,1.0,,,,2.0,1.0,1.0,,,,,1.0,3.0,,,,1.0,,1.0,2.0,,,,,,,,
12436900,home,Southampton,Flynn Downes,Flynn,Downes,flynn-downes,F. Downes,M,4,172,375,M,879810,EUR,916790400,M,4,4,False,56.0,52.0,1.0,,0.0,31.0,33.0,21.0,23.0,7.0,,,,90.0,80.0,6.8,10.0,0.058602,0,,10.0,2.0,,1.0,,3.0,1.0,8.0,3.0,4.0,1.0,,,1.0,,,,,,3.0,,3.0,3.0,2.0,,,,,,,
12436900,home,Southampton,Joe Aribo,,,joe-aribo,J. Aribo,M,18,183,1387,M,818073,EUR,837907200,M,7,7,False,31.0,30.0,,,0.0,16.0,16.0,14.0,16.0,4.0,,,,76.0,40.0,6.5,5.0,0.0267561,0,,5.0,,2.0,2.0,,,,1.0,,,,,1.0,,,1.0,,,,1.0,,2.0,,,,,,,,,
12436900,home,Southampton,Kyle Walker-Peters,,,kyle-walker-peters,K. Walker-Peters,D,2,173,1504,M,823085,EUR,860889600,M,2,2,False,62.0,58.0,,,0.0,31.0,33.0,27.0,30.0,5.0,,,,90.0,94.0,6.7,15.0,0.0161526,3,,9.0,5.0,,1.0,,,,6.0,,3.0,,,3.0,3.0,,1.0,,1.0,,2.0,0.0993,6.0,,,1.0,2.0,0.0243,,,,
12436900,home,Southampton,Adam Armstrong,Adam,Armstrong,adam-armstrong,A. Armstrong,F,9,172,1450,M,361352,EUR,855532800,F,9,9,False,24.0,21.0,1.0,,0.0,5.0,6.0,16.0,18.0,2.0,,,,71.0,37.0,6.2,9.0,0.0133671,1,,5.0,1.0,,1.0,,,,2.0,,1.0,,,4.0,1.0,,,,,,1.0,0.0191,,1.0,,,1.0,,,,,
