match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_keyPass,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,captain,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_wonTackle,stat_expectedGoalsOnTarget,stat_accurateCross,stat_challengeLost,stat_outfielderBlock,player_sofascoreId,stat_hitWoodwork,stat_blockedScoringAttempt,stat_errorLeadToAShot
12448274,home,FC Utrecht,Vasilis Barkas,,,vasilis-barkas,V. Barkas,G,1,196,390,M,347726,EUR,770256000,G,1,1,False,35.0,25.0,18.0,8.0,0.0,17.0,20.0,8.0,15.0,6.0,1.0,1.0,2.0,1.0,1.0,90.0,43.0,5.8,12.0,0.00260941,0,-2.3036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448274,home,FC Utrecht,Niklas Vesterlund,,,niklas-vesterlund,N. B. V. Nielsen,D,23,185,77,M,837010,EUR,928627200,D,23,23,False,41.0,34.0,5.0,2.0,1.0,24.0,28.0,10.0,14.0,3.0,,,,,,90.0,55.0,6.0,11.0,0.0996824,0,,1.0,4.0,1.0,5.0,2.0,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12448274,home,FC Utrecht,Mike van der Hoorn,,,mike-van-der-hoorn,M. v. d. Hoorn,D,3,190,158,M,152414,EUR,719107200,D,3,3,False,61.0,54.0,11.0,6.0,0.0,29.0,31.0,25.0,30.0,2.0,3.0,,,,,90.0,79.0,6.3,12.0,0.0103397,1,,,4.0,7.0,7.0,8.0,,6.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0475,,,,,,,,,,,,,,
12448274,home,FC Utrecht,Nick Viergever,,,nick-viergever,N. Viergever,D,24,182,150,M,46900,EUR,618105600,D,24,24,False,75.0,67.0,5.0,3.0,0.0,41.0,47.0,26.0,28.0,6.0,1.0,,,,,90.0,89.0,7.0,9.0,0.00774676,2,,,2.0,5.0,4.0,8.0,1.0,5.0,1.0,1.0,,,,,1.0,2.0,,0.8307,True,1.0,1.0,2.0,1.0,1.0,1.3054,,,,,,,
12448274,home,FC Utrecht,Souffian El Karouani,,,souffian-el-karouani,S. El Karouani,D,16,178,3591,M,991679,EUR,971913600,D,16,16,False,61.0,51.0,7.0,3.0,0.0,19.0,22.0,34.0,45.0,7.0,,,,,,90.0,99.0,7.2,25.0,0.263947,2,,6.0,5.0,,10.0,6.0,2.0,1.0,,4.0,7.0,2.0,,1.0,1.0,1.0,,0.0588,,1.0,,1.0,,3.0,0.0527,2.0,1.0,1.0,,,,
12448274,home,FC Utrecht,Zidane Iqbal,,,zidane-iqbal,Z. Iqbal,M,14,180,7223,M,1014225,EUR,1051401600,M,14,14,False,64.0,59.0,5.0,4.0,0.0,25.0,26.0,34.0,39.0,7.0,,,,,,90.0,71.0,6.8,7.0,0.0634785,1,,1.0,,,1.0,2.0,,2.0,,,,1.0,,,2.0,,,0.1395,,,,1.0,,,0.674,,,,zidaneiqbal,1.0,,
12448274,home,FC Utrecht,Alonzo Engwanda,,,alonzo-engwanda,A. Engwanda,M,27,173,362,M,1000548,EUR,1043625600,M,27,27,False,36.0,32.0,1.0,1.0,0.0,9.0,10.0,23.0,26.0,1.0,3.0,,,,,75.0,50.0,6.7,7.0,0.011252,1,,,,2.0,3.0,6.0,,,2.0,4.0,,,,,,,,0.007,,,,,,2.0,,,3.0,,,,1.0,
12448274,home,FC Utrecht,Miguel Rodríguez,,,miguel-rodriguez,M. Rodríguez,M,22,179,648,M,1014118,EUR,1051574400,M,22,22,False,13.0,9.0,1.0,1.0,1.0,2.0,2.0,7.0,13.0,4.0,4.0,,,,,65.0,38.0,7.5,11.0,0.00380679,2,,2.0,,1.0,5.0,10.0,1.0,,1.0,2.0,1.0,,1.0,2.0,7.0,,,0.2076,,,1.0,,,1.0,,,4.0,,,,,
12448274,home,FC Utrecht,Victor Jensen,,,victor-jensen,V. Jensen,M,7,175,409,M,856648,EUR,949968000,M,7,7,False,26.0,16.0,1.0,1.0,0.0,11.0,12.0,5.0,14.0,1.0,3.0,,,,,75.0,38.0,6.2,14.0,0.123263,2,,,2.0,,7.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,3.0,,0.1155,,,,,,1.0,,,1.0,1.0,,,2.0,1.0
12448274,home,FC Utrecht,Yoann Cathline,,,cathline-yoann,Y. Cathline,M,10,176,517,M,1105700,EUR,1027296000,M,20,20,False,30.0,23.0,2.0,1.0,0.0,6.0,6.0,17.0,25.0,7.0,2.0,,,,,90.0,51.0,6.6,18.0,0.0862286,2,,1.0,1.0,,8.0,3.0,4.0,,,1.0,1.0,3.0,,,2.0,,,0.1982,,,,1.0,1.0,1.0,0.4208,,,,,,1.0,
