match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_unsuccessfulTouch,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_dispossessed,stat_wonContest,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_goals
12449875,home,Go Ahead Eagles,Luca Plogmann,luca-plogmann,L. Plogmann,G,1,187,85,M,877840,EUR,952646400,G,1,1,False,29.0,22.0,9.0,3.0,0.0,21.0,23.0,1.0,6.0,10.0,1.0,2.0,90.0,37.0,6.1,7.0,0.00015032,0,-0.4745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12449875,home,Go Ahead Eagles,Mats Deijl,mats-deijl,M. Deijl,D,20,180,337,M,794013,EUR,868924800,D,2,2,False,61.0,50.0,8.0,4.0,0.0,19.0,22.0,31.0,41.0,5.0,,,90.0,88.0,7.1,16.0,0.103581,2,,,,True,2.0,1.0,2.0,4.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,0.5363,0.3075,,,,,,,,,,,,,
12449875,home,Go Ahead Eagles,Jamal Amofa,jamal-amofa,J. Amofa,D,6,185,110,M,1049653,EUR,911952000,D,25,25,False,57.0,48.0,9.0,3.0,0.0,29.0,33.0,19.0,24.0,2.0,,,79.0,63.0,6.2,10.0,0.0090476,1,,Jamal Amofa,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,3.0,,,,0.2324,,1.0,,,,,,,,,,,,
12449875,home,Go Ahead Eagles,Joris Kramer,joris-kramer,J. Kramer,D,4,190,140,M,793742,EUR,838944000,D,4,4,False,75.0,69.0,6.0,5.0,0.0,32.0,37.0,37.0,38.0,8.0,,,90.0,94.0,7.5,9.0,0.0385661,1,,,,,,1.0,9.0,5.0,10.0,2.0,,,,1.0,,5.0,,,1.0,0.0547,0.2659,3.0,3.0,1.0,2.0,1.0,,,,,,,,
12449875,home,Go Ahead Eagles,Dean James,dean-james,D. James,D,5,177,6697,M,1046722,EUR,957052800,D,5,5,False,41.0,39.0,2.0,2.0,0.0,12.0,13.0,29.0,36.0,5.0,,,85.0,57.0,7.0,8.0,0.351957,2,,,,,8.0,1.0,,1.0,,,,,1.0,,,,,,,0.0442,,,,,,4.0,2.0,1.0,1.0,,,,,
12449875,home,Go Ahead Eagles,Evert Linthorst,evert-linthorst,E. Linthorst,M,8,187,123,M,932555,EUR,952041600,M,8,8,False,49.0,36.0,3.0,1.0,0.0,13.0,17.0,24.0,33.0,5.0,,,70.0,54.0,6.7,14.0,0.0276962,0,,,,,1.0,,1.0,1.0,2.0,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,1.0,,,,
12449875,home,Go Ahead Eagles,Calvin Twigt,calvin-twigt,C. Twigt,M,8,183,95,M,1084944,EUR,1043884800,M,6,6,False,44.0,35.0,7.0,4.0,0.0,14.0,15.0,22.0,30.0,1.0,,,79.0,52.0,7.4,11.0,0.432743,0,,Calvin Twigt,,,1.0,1.0,4.0,4.0,6.0,1.0,,,,,,,1.0,1.0,1.0,,,2.0,1.0,,2.0,2.0,1.0,1.0,,,,,,
12449875,home,Go Ahead Eagles,Bobby Adekanye,bobby-adekanye,B. Adekanye,M,11,170,177,M,825851,EUR,918950400,M,11,11,False,18.0,15.0,1.0,1.0,0.0,2.0,4.0,17.0,20.0,1.0,,,79.0,40.0,6.7,9.0,0.0820191,1,,,,,6.0,1.0,,7.0,6.0,2.0,5.0,,1.0,,,1.0,1.0,1.0,3.0,0.0387,,1.0,,,1.0,1.0,4.0,,,,2.0,1.0,,
12449875,home,Go Ahead Eagles,Søren Tengstedt,soren-tengstedt,S. Tengstedt,M,10,187,88,M,987647,EUR,962323200,M,10,10,False,23.0,20.0,,,0.0,5.0,6.0,15.0,18.0,1.0,,,90.0,36.0,6.8,6.0,0.0143974,4,,,,,1.0,,2.0,2.0,4.0,,2.0,,2.0,,,1.0,,,2.0,0.2994,,,,,1.0,,,,2.0,,1.0,,,
12449875,home,Go Ahead Eagles,Jakob Breum,jakob-breum,J. Breum,M,7,173,868,M,1029724,EUR,1069027200,M,7,7,False,54.0,46.0,4.0,2.0,0.0,11.0,13.0,35.0,43.0,4.0,,,90.0,68.0,7.3,14.0,0.228719,3,,,,,2.0,1.0,,5.0,3.0,2.0,1.0,,1.0,1.0,,,1.0,1.0,2.0,0.1184,0.058,2.0,,,,2.0,,,1.0,1.0,,,,
12449875,home,Go Ahead Eagles,Victor Kaj Edvardsen,victor-kaj-edvardsen,V. K. Edvardsen,F,16,185,433,M,841420,EUR,821577600,F,16,16,False,28.0,20.0,,,0.0,5.0,5.0,15.0,26.0,,,,90.0,43.0,7.3,15.0,0.105319,3,,,,,3.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,1.0,0.2424,0.336,3.0,,,1.0,4.0,,,,,1.0,,,
12449875,home,Go Ahead Eagles,Mathis Suray,mathis-suray,M. Suray,M,17,173,318,M,909960,EUR,996105600,M,17,17,True,10.0,8.0,,,0.0,5.0,5.0,3.0,5.0,3.0,,,20.0,13.0,6.2,4.0,0.00977096,0,,,,,,2.0,,5.0,,,,,,,,,,,,,,1.0,,1.0,3.0,,,,,1.0,,,,
12449875,home,Go Ahead Eagles,Enric Llansana,enric-llansana,E. Llansana,M,24,183,329,M,916951,EUR,987033600,M,21,21,True,12.0,9.0,,,0.0,2.0,3.0,8.0,10.0,,,,11.0,20.0,6.8,3.0,0.0812475,0,,,,,1.0,1.0,,1.0,3.0,,1.0,,,,,,,,2.0,,,,,,,1.0,1.0,,,,1.0,,,
